index,ATM ID,Category,Description,Title,_id,result,text,raw_result,items,key_1,first_result
1038,RFT 036-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Core Business Applications to perform ICT Services.    The Electronic Commerce Interface (ECI) team within Enterprise Applications are looking for Java Technical Specialists to enhance the Electronic Commerce Interface system. The ECI application is used by the Tax Office to electronically send and receive taxpayer related and correspondence data to and from external clients in a secure manner using PKI. These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance. ",Java Technical Specialists,6162aa1fe1b7f5c73e6fe3fd,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as core business applications to perform ict services.    the electronic commerce interface (eci) team within enterprise applications are looking for  technical specialists to enhance the electronic commerce interface system. the eci application is used by the tax office to electronically send and receive taxpayer related and correspondence data to and from external clients in a secure manner using pki. these positions are based in our national office and require a highly protected security clearance, or the ability to acquire this clearance. . technical specialists","[('java technical specialists', 0.5622), ('australian taxation', 0.3396), ('commerce interface eci', 0.5608), ('external clients secure', 0.258), ('using pki positions', 0.2766)]",1038,java,"[('commerce interface eci', 0.5786), ('clearance technical specialists', 0.5466), ('ict services electronic', 0.5709), ('australian taxation office', 0.4681), ('specialists enhance electronic', 0.4885)]"
1039,RFT 034-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises in the Tax Time 2010 Project team of the Enterprise Solutions and Technology Business Line to perform ICT Services.  The Tax Time 2010 project in Enterprise Solutions and Technology business line has a requirement for two senior Universe analyst/programmer contractors to develop and support its mid-range applications.These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance",Universe Analysy/Programmers,6162aa1fe1b7f5c73e6fe3fe,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises in the tax time  project team of the enterprise solutions and technology business line to perform ict services.  the tax time  project in enterprise solutions and technology business line has a requirement for two senior universe analyst/programmer contractors to develop and support its mid-range applications.these positions are based in our national office and require a highly protected security clearance, or the ability to acquire this clearance.universe analysy/programmers","[('2010 project enterprise', 0.5435), ('acting australian taxation', 0.4445), ('require highly protected', 0.1556), ('range applications positions', 0.1731), ('universe analysy', 0.3292)]",1039,2010,"[('time project enterprise', 0.5611), ('australian taxation office', 0.5141), ('universe analyst programmer', 0.4986), ('ict services tax', 0.4933), ('qualified personnel specified', 0.4213)]"
1040,RFT 035-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.   The Tax Time 2010 Project Team in the Enterprise Solutions and Technology business line has a requirement for two Senior Microsoft Programmers to develop and support its mid-range applications.These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance.",Senior Microsoft Programmers,6162aa1fe1b7f5c73e6fe3ff,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as  to perform  services.   the tax time 2010 project team in the enterprise solutions and technology business line has a requirement for two senior microsoft programmers to develop and support its mid-range applications.these positions are based in our national office and require a highly protected security clearance, or the ability to acquire this clearance..senior microsoft programmers","[('ict services tax', 0.6007), ('suitably qualified personnel', 0.2889), ('2010', 0.1786), ('microsoft programmers develop', 0.4911), ('commonwealth represented', 0.302)]",1040,ict,"[('senior microsoft programmers', 0.5535), ('australian taxation office', 0.4972), ('project team enterprise', 0.4565), ('requirement senior microsoft', 0.5492), ('services tax time', 0.4451)]"
1041,RFT 037-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the ICT Sourcing Program to perform ICT Services. The Tax Office has commenced an ICT Sourcing Program (ICTSP) to establish replacement contracts for IT services.The ICT Sourcing Program has a requirement for one (1) Project Manager who will be responsible for planning, executing and finalising various projects within the Managed Network Services transition team, specifically managing telephony projects including telephony IP networks, speech recognition, CTI, PABX, voicemail and contact centres.These positions are based in our National Office and require an In-Confidence security clearance, or the ability to acquire this clearance. ",ICT Telephony Project Manager,6162aa1fe1b7f5c73e6fe400,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as the  sourcing program to perform  services. the tax office has commenced an  sourcing program (sp) to establish replacement contracts for it services.the  sourcing program has a requirement for one (1) project manager who will be responsible for planning, executing and finalising various projects within the managed network services transition team, specifically managing telephony projects including telephony ip networks, speech recognition, cti, pabx, voicemail and contact centres.these positions are based in our national office and require an in-confidence security clearance, or the ability to acquire this clearance. . telephony project manager","[('ict sourcing', 0.688), ('represented acting australian', 0.2304), ('pabx voicemail contact', 0.237), ('confidence security clearance', 0.2336), ('taxation office tax', 0.3426)]",1041,ict,"[('telephony project manager', 0.6016), ('australian taxation office', 0.4822), ('services sourcing', 0.5151), ('qualified personnel specified', 0.4681), ('acquire clearance telephony', 0.49)]"
1042,AC20091,Strategic planning consultation services,"Consultation and Evaluation Process   The relevant Australia Council tender process will be employed to select a consultant, with proven track record in critical evaluation and knowledge of and credibility in the sector, to undertake the consultation process, the evaluation and finalise the report. ",Evaluation Report Visual Arts and Craft Strategy Stage Two,6162aa1fe1b7f5c73e6fe401,," and evaluation process   the relevant australia council tender process will be employed to select a consultant, with proven track record in critical evaluation and knowledge of and credibility in the sector, to undertake the  process, the evaluation and finalise the report. .evaluation report visual arts and craft strategy stage two","[('consultation evaluation process', 0.7377), ('australia council tender', 0.4743), ('arts craft strategy', 0.2919), ('track record', 0.0304), ('credibility sector undertake', 0.3279)]",1042,consult,"[('evaluation process relevant', 0.6407), ('australia council tender', 0.5207), ('consultant proven', 0.5096), ('undertake process evaluation', 0.5821), ('process relevant australia', 0.5154)]"
1043,DAFF 169/09,Engineering and Research and Technology Based Services,Request for tender for the provision of laboratory analytical services for the National Residue Survey,RFT for the provision of laboratory analytical services for the National Residue Survey,6162aa1fe1b7f5c73e6fe402,,request for tender for the  of laboratory analytical services for the national residue survey.rft for the  of laboratory analytical services for the national residue survey,"[('national residue survey', 0.68), ('rft provision laboratory', 0.4228), ('analytical services', 0.4964), ('request', 0.142), ('request tender provision', 0.3132)]",1043,provis,"[('national residue survey', 0.6968), ('laboratory analytical services', 0.6159), ('residue survey rft', 0.6516), ('tender laboratory analytical', 0.6103), ('services national residue', 0.595)]"
1044,RFT 039-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Enterprise Applications (EA) – Program Management Office team within ATO-IOCT provides support for and delivers applications for the ATO.This Team requires the services of a Quality Improvement Officer who will be responsible for implementing and delivering continuous improvement strategies throughout Enterprise Applications.This existing position is located in our National Office in Canberra and requires a Highly Protected security clearance. ",Quality Improvement Officer,6162aa1fe1b7f5c73e6fe403,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as ict to perform ict services.  the  applications (ea) – program management office team within ato-ioct provides support for and delivers applications for the ato.this team requires the services of a quality improvement officer who will be responsible for implementing and delivering continuous improvement strategies throughout  applications.this existing position is located in our national office in canberra and requires a highly protected security clearance. .quality improvement officer","[('ict services enterprise', 0.6013), ('canberra requires highly', 0.1939), ('existing position located', 0.2378), ('ato ioct provides', 0.4665), ('quality improvement officer', 0.5123)]",1044,enterpris,"[('applications ato team', 0.5634), ('australian taxation office', 0.5374), ('quality improvement officer', 0.5179), ('perform ict services', 0.5058), ('applications ea', 0.5341)]"
1045,CRS RFT 02/2009,Education and Training Services, This Request for Tender seeks Tenders from suitably skilled and experienced persons or organisations who are interested in entering into a Deed of Standing Offer for the provision of Coaching and Mentoring Training to CRS Australia.,Provision of Coaching and Mentoring Training,6162aa1fe1b7f5c73e6fe404,, this request for tender  tenders from suitably skilled and experienced persons or organisations who are interested in entering into a deed of standing offer for the provision of coaching and mentoring training to crs australia..provision of coaching and mentoring training,"[('seeks tenders suitably', 0.6881), ('coaching mentoring training', 0.4954), ('crs australia', 0.4347), ('persons organisations', 0.1746), ('entering deed standing', 0.1781)]",1045,seek,"[('request tender tenders', 0.6191), ('australia provision coaching', 0.5983), ('mentoring training crs', 0.5695), ('tenders suitably skilled', 0.6066), ('crs australia provision', 0.5689)]"
1046,RFT 038-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Applications and Information Architecture to perform ICT Services.The Applications and Information Architecture Team forms part of Strategy, Planning & Assurance (SP&A) and is focussed on the Enterprise and Solution Architecture aspects relevant to the Tax Office’s work program.The Program has a requirement for two (2) Enterprise Architects (Specified Personnel) to work closely with a wide range of Tax Office business and IT staff to advise on modelling at our National Office in Canberra.",Enterprise Architects,6162aa1fe1b7f5c73e6fe405,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as applications and information architecture to perform ict services.the applications and information architecture team forms part of strategy, planning & assurance (sp&a) and is focussed on the enterprise and solution architecture aspects relevant to the tax office’s work program.the program has a requirement for two (2) enterprise  (specified personnel) to work closely with a wide range of tax office business and it staff to advise on modelling at our national office in canberra..enterprise ","[('enterprise architects specified', 0.637), ('acting australian taxation', 0.448), ('team forms strategy', 0.3123), ('office invites tenders', 0.2714), ('sp focussed', 0.184)]",1046,architect,"[('office canberra enterprise', 0.5948), ('information architecture team', 0.5351), ('tax office business', 0.5876), ('enterprise specified personnel', 0.5239), ('australian taxation office', 0.5577)]"
1047,RFT 49-2009,Healthcare Services,Provision of Forensic Medical and related services to the AFP,ACT Policing Forensic Medical Services,6162aa1fe1b7f5c73e6fe406,,provision of  medical and related services to the afp.act policing  medical services,"[('policing forensic medical', 0.722), ('related services afp', 0.5397), ('act', 0.2015), ('provision forensic', 0.4163), ('medical services', 0.4147)]",1047,forens,"[('afp act policing', 0.7917), ('policing medical services', 0.7177), ('services afp act', 0.7443), ('act policing medical', 0.7369), ('afp act', 0.6736)]"
1048,DAFF 170/09,Engineering and Research and Technology Based Services,Request for tender for the provision of analytical testing for the National Residue Survey - herbicides in grains.,RFT for provision of analytical testing for the National Residue Survey - herbicides in grains,6162aa1fe1b7f5c73e6fe407,,request for tender for the provision of analytical testing for the national residue survey - herbicides in ..rft for provision of analytical testing for the national residue survey - herbicides in ,"[('survey herbicides grains', 0.72), ('rft provision analytical', 0.3719), ('testing', 0.2777), ('national residue', 0.3736), ('request tender provision', 0.2192)]",1048,grain,"[('survey herbicides rft', 0.7678), ('residue survey herbicides', 0.7099), ('analytical testing national', 0.6025), ('herbicides rft provision', 0.6959), ('survey herbicides', 0.6774)]"
1049,RFT SEA1000-2009-011,Engineering and Research and Technology Based Services,"Project SEA 1000 covers the proposed acquisition of the Royal Australian Navy’s Future Submarine, to replace the Collins Class submarines as they are withdrawn from service from 2025.  Preliminary work is aimed at supporting future project submissions to Government.",Domestic Submarine Design Capability Review,6162aa1fe1b7f5c73e6fe408,,"project sea  covers the proposed acquisition of the royal australian navy’s future submarine, to replace the collins class submarines as they are withdrawn from service from 2025.  preliminary work is aimed at supporting future project submissions to government..domestic submarine design capability review","[('project sea 1000', 0.7038), ('replace collins', 0.1605), ('acquisition royal australian', 0.3092), ('submarines withdrawn service', 0.467), ('design capability review', 0.2725)]",1049,1000,"[('navy future submarine', 0.7211), ('project sea', 0.6385), ('submarine design capability', 0.7038), ('future submarine replace', 0.6947), ('collins class submarines', 0.6293)]"
1050,09/3556,Management advisory services,"The Department wishes to engage the services of a suitably qualified and experienced provider of specialist advice for its annual insurance reviews of the 21 leased federal airports, as well as provision of advice on wider aviation insurance issues and general developments/trends in the broader insurance industry as required.  ",RFT for the provision of insurance advisory services relating to leased federal airports.,6162aa1fe1b7f5c73e6fe409,,"the department wishes to engage the services of a suitably qualified and experienced provider of specialist advice for its annual  reviews of the 21 leased federal airports, as well as provision of advice on wider aviation  issues and general developments/trends in the broader  industry as required.  .rft for the provision of  advisory services relating to leased federal airports.","[('rft provision insurance', 0.6726), ('federal airports', 0.4669), ('advice wider', 0.2162), ('services relating', 0.2525), ('21 leased', 0.2404)]",1050,insur,"[('rft provision advisory', 0.6353), ('leased federal airports', 0.545), ('industry required rft', 0.5497), ('airports provision advice', 0.5018), ('advisory services relating', 0.4662)]"
1051,ComSuper RFT 09/09,Strategic planning consultation services,ComSuper requires a Consultant to undertake benchmarking services to demonstrate competitiveness to its trustees and other stakeholders. The services will aim to demonstrate efficiency and to identify avenues for process improvement.,Benchmarking and Ancillary Consultancy Services,6162aa1fe1b7f5c73e6fe40a,,comsuper requires a consultant to undertake  services to demonstrate competitiveness to its trustees and other stakeholders. the services will aim to demonstrate efficiency and to identify avenues for process improvement.. and ancillary consultancy services,"[('consultant undertake benchmarking', 0.7246), ('comsuper requires', 0.3819), ('trustees', 0.2678), ('aim demonstrate', 0.1056), ('competitiveness', 0.4312)]",1051,benchmark,"[('comsuper requires consultant', 0.7544), ('demonstrate competitiveness trustees', 0.5682), ('consultancy services', 0.6129), ('consultant undertake services', 0.6255), ('improvement ancillary consultancy', 0.5627)]"
1052,FaHCSIA/09/RFT667,Social policy services,"The Australian Government Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of consultancy services to develop National Standards for Out-of-Home Care.The National Framework for Protecting Australia’s Children was endorsed by the Council of Australian Governments (COAG) on 30 April 2009. The development of National Standards for Out-of-Home Care is one of the key, early actions under the National Framework. ",To develop National Standards for Out of-Home Care,6162aa1fe1b7f5c73e6fe40c,,"the australian government department of families, housing, community services and indigenous affairs (fahcsia) invites suitably qualified organisations to tender for the provision of consultancy services to develop national standards for out-of-home .the national framework for protecting australia’s children was endorsed by the council of australian governments (coag) on 30 april 2009. the development of national standards for out-of-home  is one of the key, early actions under the national framework. .to develop national standards for out of-home ","[('standards home care', 0.6134), ('australia children endorsed', 0.4894), ('consultancy services develop', 0.3061), ('fahcsia invites suitably', 0.2104), ('governments coag', 0.4155)]",1052,care,"[('national standards home', 0.6164), ('protecting australia children', 0.5901), ('australian governments coag', 0.5839), ('home national framework', 0.5234), ('framework protecting australia', 0.5316)]"
1053,OPC 04/09,Healthcare Services,VVCS is seeking appropriately qualified professionals to provide Outreach Program counselling services ,OUTREACH PROGRAM COUNSELLORS,6162aa1fe1b7f5c73e6fe40d,,vvcs is seeking  qualified professionals to provide outreach program counselling services .outreach program counsellors,"[('outreach program counsellors', 0.7732), ('vvcs seeking appropriately', 0.5738), ('provide', 0.1813), ('appropriately qualified professionals', 0.4488), ('seeking', 0.2865)]",1053,appropri,"[('outreach program counsellors', 0.7638), ('vvcs seeking qualified', 0.7257), ('outreach program counselling', 0.7447), ('counselling services outreach', 0.7217), ('program counselling services', 0.6805)]"
1054,RFT CA01/0910,Healthcare Services,"Establishment of a Standing Offer for Stakeholder Consultation, Literature Review and Data Collection Services as well as an initial project: Consultation Process and Literature Review – Role Redesign Primary Care","Establishment of a Standing Offer for Stakeholder Consultation, Literature Review and Data Collection Services",6162aa1fe1b7f5c73e6fe40e,,"establishment of a standing offer for stakeholder , literature review and data collection services as well as an initial project:  process and literature review – role redesign primary care.establishment of a standing offer for stakeholder , literature review and data collection services","[('stakeholder consultation literature', 0.6627), ('redesign primary care', 0.5229), ('data collection', 0.3727), ('standing offer', 0.2043), ('services initial', 0.2819)]",1054,consult,"[('primary care establishment', 0.5915), ('stakeholder literature review', 0.5548), ('redesign primary care', 0.5856), ('review data collection', 0.4653), ('collection services initial', 0.4276)]"
1055,PMC 2009 P0034,Management advisory services,Review of Government Port Reviews,Consultancy services for Review of Government Port Reviews,6162aa1fe1b7f5c73e6fe40f,,review of  port reviews.consultancy services for review of  port reviews,"[('government port reviews', 0.9259), ('consultancy services', 0.352), ('government', 0.2888), ('reviews', 0.3637), ('services review government', 0.6166)]",1055,govern,"[('port reviews consultancy', 0.9495), ('review port reviews', 0.8551), ('port reviews', 0.8465), ('services review port', 0.7986), ('review port', 0.7878)]"
1056,RFT 2009/1109515,Engineering and Research and Technology Based Services,"Command, Control, Communications and Intelligence Division (C3ID), Defence Science and Technology Organisation (DSTO) at Edinburgh, South Australia, has a requirement for the provision of engineering support.",Provision of Engineering Support Minisec3,6162aa1fe1b7f5c73e6fe410,,"command, control, communications and intelligence division (c3id), defence science and technology organisation (dsto) at edinburgh, south australia, has a requirement for the provision of  support..provision of  support minisec3","[('engineering support minisec3', 0.6531), ('organisation dsto', 0.4941), ('edinburgh', 0.2321), ('command control communications', 0.3829), ('australia requirement provision', 0.2491)]",1056,engin,"[('organisation dsto edinburgh', 0.5826), ('intelligence division c3id', 0.5787), ('support minisec3', 0.5403), ('support provision', 0.5035), ('technology organisation dsto', 0.535)]"
1057,09ACMA072,Economics,A Request for Tender in Relation to Inclusion in a Multi-Use List for the Provision of Economic Consultancy Services.,Economic Consultancy Services,6162aa1fe1b7f5c73e6fe411,,a request for tender in relation to inclusion in a multi-use list for the provision of economic  services..economic  services,"[('services economic consultancy', 0.724), ('inclusion multi', 0.2914), ('use list provision', 0.3337), ('tender', 0.3625), ('request', 0.13)]",1057,consult,"[('provision economic services', 0.7071), ('services economic services', 0.6785), ('request tender', 0.5482), ('economic services economic', 0.6718), ('economic services', 0.6642)]"
1058,0910/019,Engineering and Research and Technology Based Services,The National Film and Sound Archive (NFSA) is seeking to engage the services of a suitably qualified company to undertake supplying the NFSA’s online publishing and website development requirements.,Website Content Publishing System and Development Services,6162aa1fe1b7f5c73e6fe412,,the national film and sound archive () is seeking to engage the services of a suitably qualified company to undertake supplying the ’s online publishing and website development requirements..website content publishing system and development services,"[('nfsa online publishing', 0.7176), ('film sound', 0.3979), ('qualified company undertake', 0.2632), ('content', 0.3205), ('website development requirements', 0.3295)]",1058,nfsa,"[('film sound archive', 0.5961), ('supplying online publishing', 0.5849), ('website content publishing', 0.5741), ('publishing development services', 0.5514), ('content publishing', 0.5775)]"
1059,RFT CDSS 05-2009,Specialised educational services,"The Centre for Defence and Strategic Studies (CDSS), Australian Defence College, is seeking tenders from suitable institutions to accredit the coursework Masters program, and provide academic assistance and advice to the Masters and Graduate Diploma programs of the Defence and Strategic Studies Course (DSSC).The Centre for Defence and Strategic Studies (CDSS) and its predecessor organisation have offered a 12 month intensive Defence and Strategic Studies Course (DSSC) since 1999.  The course is delivered by a range of academics from both Australia and overseas. Retired and serving practitioners, from both the public and private sector, also support the academic program.  These senior practitioners have vast experience in the national and international security policy field. ",Academic Support Services Contract,6162aa1fe1b7f5c73e6fe413,,"the centre for defence and strategic studies (), australian defence college, is seeking tenders from suitable institutions to accredit the coursework masters program, and provide academic assistance and advice to the masters and graduate diploma programs of the defence and strategic studies course (dssc).the centre for defence and strategic studies () and its predecessor organisation have offered a 12 month intensive defence and strategic studies course (dssc) since 1999.  the course is delivered by a range of academics from both australia and overseas. retired and serving practitioners, from both the public and private sector, also support the academic program.  these senior practitioners have vast experience in the national and international security policy field. .academic support services contract","[('strategic studies cdss', 0.6426), ('12 month intensive', 0.1918), ('academic assistance advice', 0.3078), ('course dssc centre', 0.6012), ('australia overseas retired', 0.2229)]",1059,cdss,"[('strategic studies course', 0.6421), ('dssc centre defence', 0.633), ('defence college seeking', 0.6057), ('course dssc centre', 0.63), ('studies australian defence', 0.579)]"
1060,RFT 041-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office is seeking two (2) Specified Personnel who will be engaged to provide technical support for SAP versions ECC6.0 and SAP BI 7.0 and to undertake project work.The Specified Personnel will be engaged to perform the services in the Tax Office’s Canberra location and require a Highly Protected Security Clearance. ",SAP Developer,6162aa1fe1b7f5c73e6fe414,,"the commonwealth represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as ict to perform ict services.  the tax office is seeking two (2) specified personnel who will be engaged to provide technical support for sap versions ecc6.0 and sap bi 7.0 and to undertake project work.the specified personnel will be engaged to perform the services in the tax office’s canberra location and require a highly protected security clearance. .sap ","[('sap developer', 0.6546), ('commonwealth represented', 0.2947), ('require highly protected', 0.139), ('tax office invites', 0.3501), ('versions ecc6', 0.2929)]",1060,develop,"[('technical support sap', 0.6475), ('ecc6 sap bi', 0.6349), ('security clearance sap', 0.6196), ('ict services tax', 0.5439), ('sap bi undertake', 0.6411)]"
1061,FWA-09/10-6,Strategic planning consultation services,"The objective for the project is to develop a research framework that is relevant to the objectives of Fair Work Australia (FWA) (addressing economic, social and workplace relations matters) and review available sources of information.",Research Framework & Data Strategy Development,6162aa1fe1b7f5c73e6fe415,,"the objective for the project is to develop a research frame that is relevant to the objectives of fair  australia (fwa) (addressing economic, social and place relations matters) and review available sources of information..research frame & data strategy development","[('work australia fwa', 0.5873), ('data strategy development', 0.4217), ('objectives fair work', 0.5523), ('review available sources', 0.2186), ('addressing economic social', 0.2576)]",1061,work,"[('objectives fair australia', 0.6559), ('develop research frame', 0.5664), ('australia fwa addressing', 0.5561), ('fair australia fwa', 0.5684), ('fwa addressing economic', 0.5216)]"
1062,AFMA 2010-1,Fishery research or experimentation services,Improving the economic efficiency of the Southern Squid Jig Fishery,Call for research proposal,6162aa1fe1b7f5c73e6fe416,,improving the economic efficiency of the southern squid jig .call for research proposal,"[('squid jig fishery', 0.8363), ('economic efficiency southern', 0.3886), ('research proposal', 0.1071), ('improving', 0.1645), ('fishery research proposal', 0.5258)]",1062,fisheri,"[('efficiency southern squid', 0.8268), ('squid jig research', 0.802), ('southern squid jig', 0.784), ('squid jig', 0.7264), ('southern squid', 0.6486)]"
1063,2009/1100454,Engineering and Research and Technology Based Services,Software Engineering Support for Shapes Vector Network Management Activities.,Software Engineering Support,6162aa1fe1b7f5c73e6fe417,,software engineering support for shapes  network management activities..software engineering support,"[('vector network management', 0.6778), ('software engineering support', 0.6022), ('activities', 0.0595), ('support shapes vector', 0.4053), ('management', 0.209)]",1063,vector,"[('shapes network management', 0.7376), ('software engineering support', 0.6507), ('support shapes network', 0.6586), ('network management activities', 0.6118), ('engineering support shapes', 0.5179)]"
1064,EOI TGA 07/0910,Medical science and research,Expertise and services for assessment of technical information.,Request for expression of interest for the provision of expertise and services for assessment of technical information and/or performance evaluation of IVD's on a fee for service basis,6162aa1fe1b7f5c73e6fe418,,expertise and services for  of technical information..request for expression of interest for the provision of expertise and services for  of technical information and/or performance evaluation of ivd's on a fee for service basis,"[('expertise services assessment', 0.723), ('ivd fee', 0.4998), ('technical information request', 0.4506), ('request expression provision', 0.2221), ('basis', 0.0719)]",1064,assess,"[('expertise services technical', 0.7384), ('ivd fee service', 0.5781), ('provision expertise services', 0.6638), ('services technical information', 0.6272), ('expertise services', 0.6908)]"
1065,MDB8,Natural resources management or conservation strategy planning services,The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of Water Resource Management and Ecological Services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Water Resource Management and Ecological Services Panel.,Provision of Water Resource Management and Ecological Services under a Panel arrangement,6162aa1fe1b7f5c73e6fe419,,the aim of this tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of water resource management and  services in support of the activities of the mdba in its development and implementation of the basin plan. the panel arrangement will be known as the water resource management and  services panel..provision of water resource management and  services under a panel arrangement,"[('ecological services panel', 0.6425), ('aim tender', 0.1198), ('mdba development implementation', 0.4857), ('arrangement known', 0.1295), ('undertake range water', 0.3317)]",1065,ecolog,"[('panel provision water', 0.6283), ('tender establish panel', 0.6033), ('mdba development implementation', 0.4951), ('basin plan panel', 0.5893), ('management services panel', 0.526)]"
1066,MDB8-1,Natural resources management or conservation strategy planning services,"The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of Monitoring, Evaluation, Enforcement and Quality Assurance services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Monitoring, Evaluation, Enforcement and Quality Assurance Panel.","Provision of Monitoring, Evaluation, Enforcement and Quality Assurance services under a Panel arrangement.",6162aa1fe1b7f5c73e6fe41a,,"the aim of this tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of monitoring, evaluation, enforcement and quality  services in support of the activities of the mdba in its development and implementation of the basin plan. the panel arrangement will be known as the monitoring, evaluation, enforcement and quality  panel..provision of monitoring, evaluation, enforcement and quality  services under a panel arrangement.","[('assurance panel provision', 0.6083), ('basin', 0.3875), ('range monitoring evaluation', 0.1347), ('activities mdba', 0.3725), ('quality', 0.2151)]",1066,assur,"[('tender establish panel', 0.6031), ('mdba development', 0.5054), ('quality panel provision', 0.5833), ('basin plan panel', 0.563), ('panel provision monitoring', 0.5644)]"
1067,MDB8-2,Natural resources management or conservation strategy planning services,"The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of social, economic and cultural services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Social, Economic and Cultural Services Panel.","Provision of Social, Economic and Cultural Services under a Panel arrangement",6162aa1fe1b7f5c73e6fe41b,,"the aim of this tender is to  a panel of appropriately accredited and experienced service providers to undertake a range of social, economic and cultural services in support of the activities of the mdba in its development and implementation of the basin plan. the panel arrangement will be known as the social, economic and cultural services panel..provision of social, economic and cultural services under a panel arrangement","[('tender establish panel', 0.5786), ('mdba', 0.3983), ('cultural services support', 0.4183), ('basin plan', 0.4284), ('known social economic', 0.3238)]",1067,establish,"[('panel provision social', 0.5531), ('mdba development', 0.4929), ('cultural services panel', 0.5484), ('basin plan panel', 0.5294), ('services panel provision', 0.5419)]"
1068,FWA-09/10-10,Strategic planning consultation services,Panel of experts to support Fair Work Australia (FWA) to review the research undertaken by the Minimum Wages Branch.,External Academic Referees (Panel),6162aa1fe1b7f5c73e6fe41c,,panel of experts to support fair work  (fwa) to review the research undertaken by the minimum wages branch..external academic referees (panel),"[('australia fwa review', 0.6344), ('minimum wages', 0.3821), ('branch external academic', 0.3875), ('panel', 0.2344), ('experts support fair', 0.5296)]",1068,australia,"[('work fwa review', 0.6086), ('academic referees panel', 0.592), ('experts support fair', 0.5586), ('research undertaken minimum', 0.4582), ('wages branch external', 0.4557)]"
1069,FIN09/FMG001,Education and Training Services,Finance is seeking offers from organisations with the capacity and capability to provide the development and delivery of basic training in public sector financial management and budgeting.,Provision of the appointment of training providers to develop and deliver financial management and budgeting training to Australian Public Sector (APS) staff and other interested parties.,6162aa1fe1b7f5c73e6fe41d,,finance is seeking offers from organisations with the capacity and capability to provide the development and delivery of basic training in public sector  management and budgeting..provision of the appointment of training providers to develop and deliver  management and budgeting training to australian public sector (aps) staff and other interested parties.,"[('public sector financial', 0.6288), ('appointment training', 0.4068), ('capability provide development', 0.3136), ('offers', 0.1099), ('aps', 0.3363)]",1069,financi,"[('budgeting training australian', 0.6408), ('public sector aps', 0.6021), ('training public sector', 0.6397), ('finance seeking', 0.5358), ('management budgeting training', 0.6231)]"
