ATM ID,Category,Description,Title,_id,result,text,raw_result
Gateway MUL2/2010,Management advisory services,Gateway MUL2 will commence from 9 May 2010 and will replace the previous Gateway MUL.,Reviewers for the Gateway Review Process,6162aa1fe1b7f5c73e6fe46c,,Gateway MUL2 will commence from 9 May 2010 and will replace the previous Gateway MUL..Reviewers for the Gateway Review Process,"[('gateway mul2 commence', 0.7857), ('2010 replace previous', 0.3951), ('review process', 0.1974), ('gateway review', 0.6359), ('replace previous gateway', 0.5284)]"
DFAT10-CMD-07,Education and Training Services,Training Services,"Panel of Service Providers for Training Delivery and Development, Training and Facilitation Consultancy Services, e- Learning Development Services and Training Facilities",6162aa1fe1b7f5c73e6fe46d,,"Training Services.Panel of Service Providers for Training Delivery and Development, Training and Facilitation Consultancy Services, e- Learning Development Services and Training Facilities","[('training services panel', 0.8028), ('delivery', 0.1809), ('learning development', 0.3622), ('consultancy', 0.4284), ('facilitation', 0.3281)]"
PRI-00000701,Management advisory services,The Department invites suitably qualified organisations or consultants/contractors to submit a tender for establishing a Volunteer Business Mentor Program for Commercialisation Australia.,Establishment of a Volunteer Business Mentor Program,6162aa1fe1b7f5c73e6fe46e,,The Department invites suitably qualified organisations or consultants/contractors to submit a tender for establishing a Volunteer Business Mentor Program for Commercialisation Australia..Establishment of a Volunteer Business Mentor Program,"[('volunteer business mentor', 0.7431), ('commercialisation australia establishment', 0.4907), ('department', 0.2282), ('contractors submit tender', 0.388), ('invites', 0.2771)]"
RET10/1000003,Strategic planning consultation services,The consultancy is to finalise an Energy Efficiency Data Framework as a good practice approach to energy efficiency data collection and analysis.  ,Energy Efficiency Data Framework,6162aa1fe1b7f5c73e6fe46f,,The consultancy is to finalise an Energy Efficiency Data Framework as a good practice approach to energy efficiency data collection and analysis.  .Energy Efficiency Data Framework,"[('energy efficiency data', 0.7802), ('framework good practice', 0.2921), ('finalise', 0.0737), ('collection analysis', 0.2226), ('consultancy', 0.3327)]"
RFT 335/0910,Education and Training Services," The Department of Health and Ageing (DoHA) is seeking tenders from suitably experienced and qualified Registered Training Organisations (RTOs) to provide accredited training to aged care workers from Aboriginal and Torres Strait Islander backgrounds in rural and remote locations in Queensland, Western Australia and South Australia from May 2010 to June 2012. ","Aboriginal and Torres Strait Islander Rural and Remote Aged Care Training Project: Training Aged Care Workers in Rural and Remote locations in Queensland, Western Australia and South Australia",6162aa1fe1b7f5c73e6fe470,," The Department of Health and Ageing (DoHA) is seeking tenders from suitably experienced and qualified Registered Training Organisations (RTOs) to provide accredited training to aged care workers from Aboriginal and Torres Strait Islander backgrounds in rural and remote locations in Queensland, Western Australia and South Australia from May 2010 to June 2012. .Aboriginal and Torres Strait Islander Rural and Remote Aged Care Training Project: Training Aged Care Workers in Rural and Remote locations in Queensland, Western Australia and South Australia","[('training organisations rtos', 0.5854), ('health ageing doha', 0.5182), ('aboriginal', 0.2925), ('seeking tenders suitably', 0.2982), ('june', 0.0952)]"
RFTS10/0019,Management advisory services,"Architectural, Design and Fitout Construction Management Services  - 2010 Opening of Multi-Use List","Architectural, Design and Fitout Construction Management Services",6162aa1fe1b7f5c73e6fe471,,"Architectural, Design and Fitout Construction Management Services  - 2010 Opening of Multi-Use List.Architectural, Design and Fitout Construction Management Services","[('fitout construction management', 0.7749), ('services 2010 opening', 0.2469), ('use list architectural', 0.3759), ('multi', 0.1596), ('management', 0.2634)]"
FWO 2010/01,Education and Training Services,The Office of the Fair Work Ombudsman is seeking to form a panel of Learning and Development service providers,Learning and Development Providers,6162aa1fe1b7f5c73e6fe472,,The Office of the Fair Work Ombudsman is seeking to form a panel of Learning and Development service providers.Learning and Development Providers,"[('learning development providers', 0.6288), ('fair work ombudsman', 0.542), ('panel', 0.339), ('seeking form', 0.2434), ('office', 0.2583)]"
JETWC 2010 003,Education and Training Services,Fulfill the roles of Curriculum Research & Development Officer and Publications Editor at the Centre for Defence Strategic Studies.,Curriculum and Publications Development,6162aa1fe1b7f5c73e6fe473,,Fulfill the roles of Curriculum Research & Development Officer and Publications Editor at the Centre for Defence Strategic Studies..Curriculum and Publications Development,"[('curriculum publications development', 0.7138), ('defence strategic', 0.5246), ('fulfill roles', 0.2733), ('research', 0.2139), ('editor', 0.2441)]"
AusAID1004,Economics,"AusAID has designed a Market Development Facility (MDF) to implement market development activities in Fiji and Timor Leste. The Facility is underpinned by a market-based approach that aims to make markets more competitive and accessible to poor men and women, enabling them to find their own way out of poverty. It seeks to leverage systemic change in how markets work, thereby offering the potential for pro-poor impact at significant scale. The market-based approach will be implemented by a Contractor based on an approved proposal to implement the design, aimed at identifying market failures and opportunities, and facilitating changes to address these through appropriate interventions. The intention is for the Facility to support market development programs in other countries in due course.",Market Development Facility (MDF),6162aa1fe1b7f5c73e6fe474,,"AusAID has designed a Market Development Facility (MDF) to implement market development activities in Fiji and Timor Leste. The Facility is underpinned by a market-based approach that aims to make markets more competitive and accessible to poor men and women, enabling them to find their own way out of poverty. It seeks to leverage systemic change in how markets work, thereby offering the potential for pro-poor impact at significant scale. The market-based approach will be implemented by a Contractor based on an approved proposal to implement the design, aimed at identifying market failures and opportunities, and facilitating changes to address these through appropriate interventions. The intention is for the Facility to support market development programs in other countries in due course..Market Development Facility (MDF)","[('market development', 0.6971), ('mdf implement', 0.2952), ('fiji timor leste', 0.3157), ('men women enabling', 0.1157), ('changes address', 0.0589)]"
RFT 305/0910,Management advisory services, The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to develop guidance material to assist practices that provide diagnostic imaging services to be accredited under Stage II of the Diagnostic Imaging Accreditation Scheme (the Scheme).,Provide Guidelines for Practices Entering Stage II of the Diagnostic Imaging Accreditation Scheme,6162aa1fe1b7f5c73e6fe475,, The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to develop guidance material to assist practices that provide diagnostic imaging services to be accredited under Stage II of the Diagnostic Imaging Accreditation Scheme (the Scheme)..Provide Guidelines for Practices Entering Stage II of the Diagnostic Imaging Accreditation Scheme,"[('imaging accreditation scheme', 0.6606), ('ageing seeking tenders', 0.43), ('individuals organisations develop', 0.2621), ('scheme scheme provide', 0.3007), ('entering stage', 0.1849)]"
10ACMA042,Education and Training Services,RFT to implement a nationally endorsed training package for technical staff to meet the ACMA's radiocommunications and business requirements.,Radiocommunications Training Package,6162aa1fe1b7f5c73e6fe476,,RFT to implement a nationally endorsed training package for technical staff to meet the ACMA's radiocommunications and business requirements..Radiocommunications Training Package,"[('radiocommunications training package', 0.7884), ('acma', 0.3377), ('implement nationally endorsed', 0.258), ('staff', 0.2248), ('requirements', 0.2367)]"
0910-3014,Education and Training Services,Diploma of Project Management – including all assessments            Project Management Software training including Microsoft Project Training & Enterprise Project Management 2007 / 2010,Project Management Training Panel,6162aa1fe1b7f5c73e6fe477,,Diploma of Project Management – including all assessments            Project Management Software training including Microsoft Project Training & Enterprise Project Management 2007 / 2010.Project Management Training Panel,"[('project management training', 0.7093), ('including microsoft', 0.2529), ('panel', 0.2535), ('diploma', 0.4369), ('including assessments', 0.4723)]"
RFT001-HQ10,Education and Training Services,Headquarters Forces Command (HQ FORCOMD) invites responses to a Request for Tender (RFT) for the provision of Army Technical Trade Training for the Army Logistic Training Centre (ALTC).,Provision of Army Technical Trade Training for the Army Logistic Training Centre (ALTC),6162aa1fe1b7f5c73e6fe478,,Headquarters Forces Command (HQ FORCOMD) invites responses to a Request for Tender (RFT) for the provision of Army Technical Trade Training for the Army Logistic Training Centre (ALTC)..Provision of Army Technical Trade Training for the Army Logistic Training Centre (ALTC),"[('rft provision army', 0.6408), ('altc', 0.4867), ('technical trade', 0.359), ('logistic training', 0.3262), ('command hq forcomd', 0.5113)]"
SHFT.T1281/2010,Pollutants tracking and monitoring and rehabilitation services,"Project NB0801.T1281/2010 Site Remediation Works & Services at the Platypus Site, 118 High Street, North Sydney.The Harbour Trust invites suitably qualified Respondents to submit a Response to this Expression of Interest for Site Remediation Works & Services at the Platypus Site, North Sydney. The Platypus Site has had a diverse and interesting history as a gas works, a Naval Base providing torpedo maintenance facilities, and more recently as the HMAS Platypus submarine base. Respondents with prior demonstrated experience in site remediation works for sites of a similar nature are encouraged to respond.",EXPRESSION OF INTEREST NO. NB0801.T1281/2010 Site Remediation Works & Services - Platypus - North Sydney,6162aa1fe1b7f5c73e6fe479,,"Project NB0801.T1281/2010 Site Remediation Works & Services at the Platypus Site, 118 High Street, North Sydney.The Harbour Trust invites suitably qualified Respondents to submit a Response to this Expression of Interest for Site Remediation Works & Services at the Platypus Site, North Sydney. The Platypus Site has had a diverse and interesting history as a gas works, a Naval Base providing torpedo maintenance facilities, and more recently as the HMAS Platypus submarine base. Respondents with prior demonstrated experience in site remediation works for sites of a similar nature are encouraged to respond..EXPRESSION OF INTEREST NO. NB0801.T1281/2010 Site Remediation Works & Services - Platypus - North Sydney","[('sydney platypus site', 0.6417), ('remediation works services', 0.4094), ('expression nb0801', 0.2272), ('submarine base respondents', 0.4142), ('nature encouraged respond', 0.1551)]"
RFT 388/0910,Management advisory services, The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to conduct an evaluation of the Northern Territory Mobile Outreach Service Plus (MOS Plus).  This also includes evaluation of the existing Northern Territory Sexual Assault Mobile Outreach Service (MOS),Evaluation of the Northern Territory Mobile Outreach ServicePlus (MOS Plus),6162aa1fe1b7f5c73e6fe47a,, The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to conduct an evaluation of the Northern Territory Mobile Outreach Service Plus (MOS Plus).  This also includes evaluation of the existing Northern Territory Sexual Assault Mobile Outreach Service (MOS).Evaluation of the Northern Territory Mobile Outreach ServicePlus (MOS Plus),"[('outreach serviceplus mos', 0.7119), ('evaluation northern territory', 0.4178), ('health ageing', 0.2048), ('tenders capable experienced', 0.3308), ('plus includes evaluation', 0.4458)]"
APSC 2009/077,Education and Training Services,Panel for executive search and recruitment services to the Australian Public Service Commission and other government agencies.,Executive Search and Recruitment Services Panel,6162aa1fe1b7f5c73e6fe47b,,Panel for executive search and recruitment services to the Australian Public Service Commission and other government agencies..Executive Search and Recruitment Services Panel,"[('recruitment services panel', 0.7597), ('australian', 0.2159), ('executive', 0.3644), ('search', 0.3136), ('public service', 0.3805)]"
C2010-00311,Strategic planning consultation services,Austrade is seeking to procure the services of experienced adviser/s to support an internal review of Austrade's onshore operations ('the Review').,Services to Support a Review of Onshore Operations,6162aa1fe1b7f5c73e6fe47c,,Austrade is seeking to procure the services of experienced adviser/s to support an internal review of Austrade's onshore operations ('the Review')..Services to Support a Review of Onshore Operations,"[('review austrade onshore', 0.7886), ('services support', 0.4233), ('internal review', 0.4205), ('experienced adviser', 0.3433), ('seeking', 0.2175)]"
IPAC2010/11334,Education and Training Services,IP Australia requires the services of an experienced provider to develop and deliver a suite of innovative leadership solutions to meet the outcomes described in the IP Australia Leadership Framework,"Development, delivery and management of leadership programs",6162aa1fe1b7f5c73e6fe47d,,"IP Australia requires the services of an experienced provider to develop and deliver a suite of innovative leadership solutions to meet the outcomes described in the IP Australia Leadership Framework.Development, delivery and management of leadership programs","[('ip australia leadership', 0.7447), ('develop deliver suite', 0.2866), ('solutions', 0.2127), ('services experienced provider', 0.4305), ('meet outcomes', 0.1384)]"
RFT DCCEE 281/2010,Economic analysis,Economic modelling of Transport emissions,Modelling of Greenhouse Gas Emissions from the Transport Sector,6162aa1fe1b7f5c73e6fe47e,,Economic modelling of Transport emissions.Modelling of Greenhouse Gas Emissions from the Transport Sector,"[('transport emissions modelling', 0.8528), ('economic', 0.3147), ('greenhouse gas', 0.3495), ('modelling', 0.3557), ('transport sector', 0.6266)]"
RFT DCCEE 268/2010,Economic analysis,Economic modelling of Stationary Energy,Modelling of Greenhouse Gas Emissions from Stationary Energy Sources,6162aa1fe1b7f5c73e6fe47f,,Economic modelling of Stationary Energy.Modelling of Greenhouse Gas Emissions from Stationary Energy Sources,"[('emissions stationary energy', 0.7353), ('modelling', 0.2919), ('sources', 0.041), ('modelling greenhouse gas', 0.6442), ('economic', 0.3413)]"
DFAT10-CPD-09,Management advisory services,Deliver a program of tours by Australian fine music artists to Asia from July 2010 to June 2012.,Management Services for the Australian Fine Music Touring Program,6162aa1fe1b7f5c73e6fe480,,Deliver a program of tours by Australian fine music artists to Asia from July 2010 to June 2012..Management Services for the Australian Fine Music Touring Program,"[('fine music touring', 0.6913), ('management services australian', 0.4675), ('asia july 2010', 0.3659), ('deliver program', 0.1865), ('australian fine', 0.4493)]"
AGD-0510,Management advisory services,AGD requires evaluations of twenty Indigenous justice programs across four discrete projects. The purpose of the evaluations is to build the body of evidence in relation to effective Inidgenous youth and perpertrator programs. Programs to be evaluated are located across six states and territories.,Indigenous Justice Program Evaluations,6162aa1fe1b7f5c73e6fe481,,AGD requires evaluations of twenty Indigenous justice programs across four discrete projects. The purpose of the evaluations is to build the body of evidence in relation to effective Inidgenous youth and perpertrator programs. Programs to be evaluated are located across six states and territories..Indigenous Justice Program Evaluations,"[('evaluations indigenous justice', 0.7513), ('programs discrete', 0.2023), ('agd requires', 0.424), ('inidgenous youth perpertrator', 0.2889), ('located states', 0.1847)]"
DEEWR RFT PRN25113,Education and Training Services," The Department wishes to establish a list of Registered Training Organisations (RTOs) approved to provide professional development services to participants in the Job Ready Program, which is an employment-based skills assessment approach for eligible applicants who are seeking skills assessments in occupations assessed by Trades Recognition Australia. Proposals are sought from RTOs that can successfully demonstrate their capacity and capability to provide job seeking skills and development in the culture and language of Australian workplaces (mainly trade-related) to clients from a culturally and linguistically diverse background. ",Job Ready Program - Professional Development Services,6162aa1fe1b7f5c73e6fe482,," The Department wishes to establish a list of Registered Training Organisations (RTOs) approved to provide professional development services to participants in the Job Ready Program, which is an employment-based skills assessment approach for eligible applicants who are seeking skills assessments in occupations assessed by Trades Recognition Australia. Proposals are sought from RTOs that can successfully demonstrate their capacity and capability to provide job seeking skills and development in the culture and language of Australian workplaces (mainly trade-related) to clients from a culturally and linguistically diverse background. .Job Ready Program - Professional Development Services","[('training organisations rtos', 0.6065), ('language australian', 0.2697), ('ready', 0.1619), ('occupations assessed', 0.3576), ('approved provide professional', 0.3809)]"
432/0910,Management advisory services,"     The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to provide a competency-based analysis of current and future workforce requirements, to examine current supply strategies, and to investigate options to promote retention and career pathways development for medical pathology laboratory scientists.",Career Structures and Pathways for Scientists in Medical Pathology Laboratories,6162aa1fe1b7f5c73e6fe483,,"     The Department of Health and Ageing is seeking tenders from capable and experienced individuals or organisations to provide a competency-based analysis of current and future workforce requirements, to examine current supply strategies, and to investigate options to promote retention and career pathways development for medical pathology laboratory scientists..Career Structures and Pathways for Scientists in Medical Pathology Laboratories","[('pathology laboratory scientists', 0.6659), ('ageing seeking tenders', 0.3639), ('promote retention career', 0.3894), ('workforce requirements', 0.425), ('current supply', 0.0993)]"
413/0910,Management advisory services, The Department of Health and Ageing is seeking tenders for   a series of workshops across Australia with Bringing Them Home Counsellors and Link Up staff to review program guidelines.,Evaluate and Revise The Bringing Them Home and Link Up Program Manuals,6162aa1fe1b7f5c73e6fe484,, The Department of Health and Ageing is seeking tenders for   a series of workshops across Australia with Bringing Them Home Counsellors and Link Up staff to review program guidelines..Evaluate and Revise The Bringing Them Home and Link Up Program Manuals,"[('bringing home counsellors', 0.5896), ('tenders series workshops', 0.5335), ('health ageing', 0.3482), ('link program', 0.1345), ('australia', 0.1825)]"
FIN10/AGI013,Education and Training Services,The Department of Finance and Deregulation (Finance) is seeking to appoint providers with the capability to provide nationally accredited ICT vocational training and/or develop specific ICT training as required.,Provision of educational service providers for the Australian Public Service (APS) Information and Communications Technology (ICT) Entry-level Programs,6162aa1fe1b7f5c73e6fe485,,The Department of Finance and Deregulation (Finance) is seeking to appoint providers with the capability to provide nationally accredited ICT vocational training and/or develop specific ICT training as required..Provision of educational service providers for the Australian Public Service (APS) Information and Communications Technology (ICT) Entry-level Programs,"[('ict training required', 0.6678), ('department finance deregulation', 0.3335), ('service providers australian', 0.4905), ('aps information', 0.3886), ('nationally accredited', 0.3587)]"
RFT096-2010,Earth science services,Supply of Meteorological Barometers under a Standing Offer Panel Arrangement.,SUPPLY OF METEOROLOGICAL BAROMETERS,6162aa1fe1b7f5c73e6fe486,,Supply of Meteorological Barometers under a Standing Offer Panel Arrangement..SUPPLY OF METEOROLOGICAL BAROMETERS,"[('supply meteorological barometers', 0.8343), ('panel arrangement', 0.47), ('offer', 0.1642), ('standing', 0.2619), ('supply', 0.3062)]"
RET10/1000006,Strategic planning consultation services,A study that includes an ABS Statistical Clearing House approved national on-line survey to identify geographical and occupational ‘hot spots’ that will require priority attention for tourism and hospitality.,Profile of tourism labour market by tourism regions,6162aa1fe1b7f5c73e6fe487,,A study that includes an ABS Statistical Clearing House approved national on-line survey to identify geographical and occupational ‘hot spots’ that will require priority attention for tourism and hospitality..Profile of tourism labour market by tourism regions,"[('tourism labour market', 0.6994), ('abs statistical clearing', 0.2158), ('regions', 0.2946), ('house approved national', 0.0789), ('require priority', 0.1165)]"
FIN10/AMPS001,Management advisory services,"The Moorebank Project Office seeks a Lead Adviser to assist in the detailed planning for the Moorebank Intermodal Terminal, including the preparation of a Scoping Report and Detailed Business Case, and advising on a range of commercial, engineering, design, environmental and planning issues associated with the development and delivery of the Moorebank Intermodal Terminal","Appointment of a Lead Adviser for the Moorebank Intermodal Terminal Project, Sydney, NSW",6162aa1fe1b7f5c73e6fe488,,"The Moorebank Project Office seeks a Lead Adviser to assist in the detailed planning for the Moorebank Intermodal Terminal, including the preparation of a Scoping Report and Detailed Business Case, and advising on a range of commercial, engineering, design, environmental and planning issues associated with the development and delivery of the Moorebank Intermodal Terminal.Appointment of a Lead Adviser for the Moorebank Intermodal Terminal Project, Sydney, NSW","[('adviser moorebank intermodal', 0.6948), ('terminal project', 0.2964), ('scoping report detailed', 0.2599), ('office seeks lead', 0.375), ('sydney nsw', 0.261)]"
RET10/1100008,Economic analysis,The Department would like a suitably qualified consultant/contractor to undertake research and modelling of the economic costs of climate change on the Australian tourism industry.  The study will analyse the Australian tourism industry’s vulnerability to climate change and undertake modelling of the economic impacts of climate change on the Australian tourism industry.,Economic modelling for the effects of Climate Change on Australia's tourism industry,6162aa1fe1b7f5c73e6fe489,,The Department would like a suitably qualified consultant/contractor to undertake research and modelling of the economic costs of climate change on the Australian tourism industry.  The study will analyse the Australian tourism industry’s vulnerability to climate change and undertake modelling of the economic impacts of climate change on the Australian tourism industry..Economic modelling for the effects of Climate Change on Australia's tourism industry,"[('economic impacts climate', 0.6344), ('australian tourism', 0.4969), ('consultant contractor undertake', 0.2899), ('modelling', 0.3032), ('like suitably qualified', 0.1224)]"
RET10/1100007,Strategic planning consultation services,An examination of the range of regulatory requirements that impact on investment and provision of options to encourage investment.,Regulation and Tourism Investment,6162aa1fe1b7f5c73e6fe48a,,An examination of the range of regulatory requirements that impact on investment and provision of options to encourage investment..Regulation and Tourism Investment,"[('regulation tourism investment', 0.814), ('examination range', 0.0703), ('provision options', 0.3501), ('impact', 0.0868), ('regulatory requirements', 0.5179)]"
PRI-00001444,Economic analysis,The Department invites suitably qualified contractors to submit a tender for the provision of appropriate industry market research and analysis reports.,Industry and market research and analysis reports,6162aa1fe1b7f5c73e6fe48b,,The Department invites suitably qualified contractors to submit a tender for the provision of appropriate industry market research and analysis reports..Industry and market research and analysis reports,"[('contractors submit tender', 0.6312), ('market research analysis', 0.5626), ('invites suitably qualified', 0.3347), ('department', 0.2129), ('provision appropriate industry', 0.47)]"
LLC 2010 003,Education and Training Services,"This RFT relates to the provision of driver training services in support of Land 121 Project Overlander.  The successful tenderer will provide Driver Training Staff (approximately 10) to deliver training on the ADF's new Light Lightweight Capability.  Training will be delivered at Amberley, Queensland over a three year period.",Land 121 Driver Training Support Services,6162aa1fe1b7f5c73e6fe48c,,"This RFT relates to the provision of driver training services in support of Land 121 Project Overlander.  The successful tenderer will provide Driver Training Staff (approximately 10) to deliver training on the ADF's new Light Lightweight Capability.  Training will be delivered at Amberley, Queensland over a three year period..Land 121 Driver Training Support Services","[('land 121 driver', 0.6166), ('rft relates provision', 0.4821), ('successful tenderer', 0.1879), ('light lightweight capability', 0.1828), ('amberley queensland year', 0.3772)]"
RFT-SEA1000-2010-009,Military science and research,"The Future Submarines Program seeks to procure a new class of submarine, to provide continuity of Australia’s submarine capability beyond the planned withdrawal date of the current Collins class and to address a range of capability requirements in support of Australia’s national interests.",Main Storage Battery Study Support,6162aa1fe1b7f5c73e6fe48d,,"The Future Submarines Program seeks to procure a new class of submarine, to provide continuity of Australia’s submarine capability beyond the planned withdrawal date of the current Collins class and to address a range of capability requirements in support of Australia’s national interests..Main Storage Battery Study Support","[('australia submarine capability', 0.7534), ('storage battery study', 0.3859), ('collins class address', 0.1571), ('future', 0.2417), ('program seeks procure', 0.1889)]"
AusAID1012,Management advisory services,"REQUEST FOR TENDER AusAID, the Australian Agency for International Development, manages the Australian Government’s official overseas aid program. AusAID assists developing countries to reduce poverty and achieve sustainable development.In partnership with the Government of Kiribati (GoK), AusAID is seeking a contractor to provide services related to the implementation of the Technical Vocational Education Training (TVET) Sector Strengthening Program (TSSP) in Kiribati:THE TVET SECTOR STRENGTHENING PROGRAM (TVETSSP) - KIRIBATIAusAID is providing assistance to develop the Kiribati TVET sector through the implementation of the TVET Sector Strengthening Program (TVETSSP). The TVETSSP aims to support the GoK’s vision for an internationally respected national TVET system which will play a valued role in improving national economic growth and increasing the employability of the people of Kiribati at home and abroad especially its young women and men.",KIRIBATI TECHNICAL VOCATIONAL EDUCATION AND TRAINING SECTOR STRENGTHENING PROGRAM (TVETSSP),6162aa1fe1b7f5c73e6fe48e,,"REQUEST FOR TENDER AusAID, the Australian Agency for International Development, manages the Australian Government’s official overseas aid program. AusAID assists developing countries to reduce poverty and achieve sustainable development.In partnership with the Government of Kiribati (GoK), AusAID is seeking a contractor to provide services related to the implementation of the Technical Vocational Education Training (TVET) Sector Strengthening Program (TSSP) in Kiribati:THE TVET SECTOR STRENGTHENING PROGRAM (TVETSSP) - KIRIBATIAusAID is providing assistance to develop the Kiribati TVET sector through the implementation of the TVET Sector Strengthening Program (TVETSSP). The TVETSSP aims to support the GoK’s vision for an internationally respected national TVET system which will play a valued role in improving national economic growth and increasing the employability of the people of Kiribati at home and abroad especially its young women and men..KIRIBATI TECHNICAL VOCATIONAL EDUCATION AND TRAINING SECTOR STRENGTHENING PROGRAM (TVETSSP)","[('kiribati tvet sector', 0.6209), ('aid program ausaid', 0.4952), ('technical vocational education', 0.4224), ('support gok', 0.3056), ('achieve sustainable development', 0.2206)]"
ITR-MHC-2010-005,Strategic planning consultation services,"Provision of stategic negotiation support, advice and training for Land 121 Phase 3 MHC project team",Strategic Negotiation Advice & Support for Land 121 Phase 3 MHC,6162aa1fe1b7f5c73e6fe48f,,"Provision of stategic negotiation support, advice and training for Land 121 Phase 3 MHC project team.Strategic Negotiation Advice & Support for Land 121 Phase 3 MHC","[('stategic negotiation support', 0.6026), ('land 121', 0.4101), ('phase mhc project', 0.4711), ('advice training', 0.2508), ('project team strategic', 0.3288)]"
AusAID 10-11 2A,Management advisory services,"The Australia Indonesia Partnership for Justice will increase public access to better quality legal information and services in Indonesia, particularly for the poor and marginalised.  The Program will work primarily with national law and justice institutions, national commissions and civil society organisations to transform high-level reform commitments made over the past decade into real improvements to how the law and justice sector serves the needs of the community. ",Australia Indonesia Partnership for Justice - Implementation Service Provider,6162aa1fe1b7f5c73e6fe490,,"The Australia Indonesia Partnership for Justice will increase public access to better quality legal information and services in Indonesia, particularly for the poor and marginalised.  The Program will work primarily with national law and justice institutions, national commissions and civil society organisations to transform high-level reform commitments made over the past decade into real improvements to how the law and justice sector serves the needs of the community. .Australia Indonesia Partnership for Justice - Implementation Service Provider","[('indonesia partnership justice', 0.7778), ('increase public access', 0.231), ('program work primarily', 0.1834), ('decade real', -0.0231), ('needs community australia', 0.3772)]"
AusAID1011-22,Management advisory services,"AusAID, the Australian Agency for International Development, manages the Australian Government’s official overseas aid program. AusAID assists developing countries to reduce poverty and achieve sustainable development, in line with Australia’s national interest.  AusAID is seeking a Contractor to undertake the following development program in Fiji, Samoa, Solomon Islands, Tonga and Vanuatu.",Pacific Horticultural and Agricultural Market Access Program,6162aa1fe1b7f5c73e6fe491,,"AusAID, the Australian Agency for International Development, manages the Australian Government’s official overseas aid program. AusAID assists developing countries to reduce poverty and achieve sustainable development, in line with Australia’s national interest.  AusAID is seeking a Contractor to undertake the following development program in Fiji, Samoa, Solomon Islands, Tonga and Vanuatu..Pacific Horticultural and Agricultural Market Access Program","[('ausaid australian agency', 0.7337), ('poverty achieve sustainable', 0.2434), ('development manages', 0.2776), ('solomon', 0.1991), ('overseas aid program', 0.438)]"
RFT014-HQ10,Education and Training Services,"You are invited to submit a proposal to a Request for Tender RFT014-HQ10 for the provision of a Management and Facilitation Capability for the 2 Division Command and Staff professional development through the Military Appreciation Process (MAP) and Command Post Exercise (CPX) activities for Ex Maestro Monash 2010.  The activities will be conducted at the Convention Centre, Randwick Barracks, NSW from 06 to 12 November 2010 for Headquarters 2 Division.",Provision of Management and Facilitation Capabiltiy to Exercise Maestro Monash 2010,6162aa1fe1b7f5c73e6fe492,,"You are invited to submit a proposal to a Request for Tender RFT014-HQ10 for the provision of a Management and Facilitation Capability for the 2 Division Command and Staff professional development through the Military Appreciation Process (MAP) and Command Post Exercise (CPX) activities for Ex Maestro Monash 2010.  The activities will be conducted at the Convention Centre, Randwick Barracks, NSW from 06 to 12 November 2010 for Headquarters 2 Division..Provision of Management and Facilitation Capabiltiy to Exercise Maestro Monash 2010","[('rft014 hq10 provision', 0.5738), ('ex maestro monash', 0.3988), ('exercise cpx activities', 0.3996), ('management facilitation', 0.4622), ('randwick barracks nsw', 0.3774)]"
FaHCSIA EOI/10/109,Education and Training Services,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) is seeking Expressions of Interest (EOI) from suitably qualified organisations to deliver the Community Development Employment Projects (CDEP) Program Mentor Support Service in Indigenous communities in regional and remote Australia.",Provision of Mentor Training and Support Services,6162aa1fe1b7f5c73e6fe493,,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) is seeking Expressions of Interest (EOI) from suitably qualified organisations to deliver the Community Development Employment Projects (CDEP) Program Mentor Support Service in Indigenous communities in regional and remote Australia..Provision of Mentor Training and Support Services","[('support service indigenous', 0.5802), ('projects cdep program', 0.3761), ('eoi', 0.4057), ('department families housing', 0.2997), ('mentor training', 0.4129)]"
RFT OCA-17-01,Education and Training Services,This RFT relates to the provision of motorcycle rider training services in support of the Army Motorcycle Safety Awareness Program.  The successful tenderers will provide motorcycle safety training courses to Defence personnel. Training will be delivered at or near Defence locations across Australia over a three year period. ,Motorcycle Training Services – Standing Offer Panel,6162aa1fe1b7f5c73e6fe494,,This RFT relates to the provision of motorcycle rider training services in support of the Army Motorcycle Safety Awareness Program.  The successful tenderers will provide motorcycle safety training courses to Defence personnel. Training will be delivered at or near Defence locations across Australia over a three year period. .Motorcycle Training Services – Standing Offer Panel,"[('motorcycle training services', 0.7499), ('rft relates provision', 0.4466), ('standing', 0.0498), ('australia year period', 0.1942), ('successful tenderers provide', 0.261)]"
RFT 22-2010,Education and Training Services,Provision of a Virtual Training Simulator for Training Police Officers in the Appropriate Use of Force,Provision of a Virtual Training Simulator for Training Police Officers in the Appropriate Use of Force,6162aa1fe1b7f5c73e6fe495,,Provision of a Virtual Training Simulator for Training Police Officers in the Appropriate Use of Force.Provision of a Virtual Training Simulator for Training Police Officers in the Appropriate Use of Force,"[('simulator training police', 0.7809), ('force provision virtual', 0.273), ('appropriate use force', 0.3233), ('appropriate', 0.1101), ('officers appropriate', 0.3998)]"
