id,division,weight,cnt
UC_61586facd7b0c43ebd7552e4,EARTH,6.13,
UC_61586facd7b0c43ebd7552e4,ECONOMICS,0.09,
UC_61586facd7b0c43ebd7552e4,EDUCATION,0.05,
UC_61586facd7b0c43ebd7552e4,ENVIRONMENTAL,5.72,
UC_61586facd7b0c43ebd7552e4,HISTORY AND ARCHAEOLOGY,1.21,
UC_61586facd7b0c43ebd7552e4,INFORMATION AND COMPUTING,0.05,
UC_61586facd7b0c43ebd7552e4,"LANGUAGE, COMMUNICATION AND CULTURE",1.1,
UC_61586facd7b0c43ebd7552e4,LAW AND LEGAL STUDIES,0.46,
UC_61586facd7b0c43ebd7552e4,OTHERS(IRRELEVANT),2.44,
UC_61586facd7b0c43ebd7552e4,OTHERS(RELEVANT),0.34,
UC_61586facd7b0c43ebd7552e4,STUDIES IN CREATIVE ARTS AND WRITING,0.06,
UC_61586facd7b0c43ebd7552e4,STUDIES IN HUMAN SOCIETY,2.04,
UC_61586fdfd7b0c43ebd7552e5,BIOLOGICAL,5.02,
UC_61586fdfd7b0c43ebd7552e5,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.08,
UC_61586fdfd7b0c43ebd7552e5,EARTH,1.19,
UC_61586fdfd7b0c43ebd7552e5,ECONOMICS,0.49,
UC_61586fdfd7b0c43ebd7552e5,EDUCATION,0.39,
UC_61586fdfd7b0c43ebd7552e5,ENGINEERING,6.65,
UC_61586fdfd7b0c43ebd7552e5,ENVIRONMENTAL,1.3399999999999999,
UC_61586fdfd7b0c43ebd7552e5,INFORMATION AND COMPUTING,23.05,
UC_61586fdfd7b0c43ebd7552e5,"LANGUAGE, COMMUNICATION AND CULTURE",0.16,
UC_61586fdfd7b0c43ebd7552e5,LAW AND LEGAL STUDIES,0.09,
UC_61586fdfd7b0c43ebd7552e5,MATHEMATICAL,3.89,
UC_61586fdfd7b0c43ebd7552e5,MEDICAL AND HEALTH,5.67,
UC_61586fdfd7b0c43ebd7552e5,OTHERS(IRRELEVANT),6.49,
UC_61586fdfd7b0c43ebd7552e5,OTHERS(RELEVANT),7.57,
UC_61586fdfd7b0c43ebd7552e5,PHYSICAL,0.4,
UC_61586fdfd7b0c43ebd7552e5,PSYCHOLOGY AND COGNITIVE SCIENCES,2.44,
UC_61586fdfd7b0c43ebd7552e5,STUDIES IN HUMAN SOCIETY,1.1,
UC_61586fdfd7b0c43ebd7552e5,TECHNOLOGY,7.68,
UC_61586ff3d7b0c43ebd7552e6,AGRICULTURAL AND VETERINARY,1.07,
UC_61586ff3d7b0c43ebd7552e6,BIOLOGICAL,1.31,
UC_61586ff3d7b0c43ebd7552e6,BUILT ENVIRONMENT AND DESIGN,0.95,
UC_61586ff3d7b0c43ebd7552e6,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.1,
UC_61586ff3d7b0c43ebd7552e6,EARTH,1.1,
UC_61586ff3d7b0c43ebd7552e6,ECONOMICS,0.64,
UC_61586ff3d7b0c43ebd7552e6,EDUCATION,2.15,
UC_61586ff3d7b0c43ebd7552e6,ENGINEERING,1.23,
UC_61586ff3d7b0c43ebd7552e6,ENVIRONMENTAL,2.18,
UC_61586ff3d7b0c43ebd7552e6,HISTORY AND ARCHAEOLOGY,2.37,
UC_61586ff3d7b0c43ebd7552e6,INFORMATION AND COMPUTING,1.53,
UC_61586ff3d7b0c43ebd7552e6,"LANGUAGE, COMMUNICATION AND CULTURE",1.68,
UC_61586ff3d7b0c43ebd7552e6,LAW AND LEGAL STUDIES,4.31,
UC_61586ff3d7b0c43ebd7552e6,MATHEMATICAL,0.63,
UC_61586ff3d7b0c43ebd7552e6,MEDICAL AND HEALTH,18.91,
UC_61586ff3d7b0c43ebd7552e6,OTHERS(IRRELEVANT),8.08,
UC_61586ff3d7b0c43ebd7552e6,OTHERS(RELEVANT),8.07,
UC_61586ff3d7b0c43ebd7552e6,PHYSICAL,0.63,
UC_61586ff3d7b0c43ebd7552e6,PSYCHOLOGY AND COGNITIVE SCIENCES,2.61,
UC_61586ff3d7b0c43ebd7552e6,STUDIES IN CREATIVE ARTS AND WRITING,0.05,
UC_61586ff3d7b0c43ebd7552e6,STUDIES IN HUMAN SOCIETY,10.21,
UC_61586ff3d7b0c43ebd7552e6,TECHNOLOGY,1.23,
UC_61587005d7b0c43ebd7552e7,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",6.9,
UC_61587005d7b0c43ebd7552e7,ECONOMICS,3.19,
UC_61587005d7b0c43ebd7552e7,ENVIRONMENTAL,1.06,
UC_61587005d7b0c43ebd7552e7,INFORMATION AND COMPUTING,0.18,
UC_61587005d7b0c43ebd7552e7,OTHERS(IRRELEVANT),6.55,
UC_61587005d7b0c43ebd7552e7,OTHERS(RELEVANT),2.75,
UC_61587005d7b0c43ebd7552e7,PSYCHOLOGY AND COGNITIVE SCIENCES,0.6,
UC_61587005d7b0c43ebd7552e7,STUDIES IN CREATIVE ARTS AND WRITING,1.23,
UC_61587005d7b0c43ebd7552e7,STUDIES IN HUMAN SOCIETY,5.47,
UC_61587017d7b0c43ebd7552e8,AGRICULTURAL AND VETERINARY,1.42,
UC_61587017d7b0c43ebd7552e8,BIOLOGICAL,4.28,
UC_61587017d7b0c43ebd7552e8,CHEMICAL,1.32,
UC_61587017d7b0c43ebd7552e8,EARTH,0.09,
UC_61587017d7b0c43ebd7552e8,ENGINEERING,0.48,
UC_61587017d7b0c43ebd7552e8,INFORMATION AND COMPUTING,1.44,
UC_61587017d7b0c43ebd7552e8,"LANGUAGE, COMMUNICATION AND CULTURE",0.1,
UC_61587017d7b0c43ebd7552e8,MATHEMATICAL,0.26,
UC_61587017d7b0c43ebd7552e8,MEDICAL AND HEALTH,11.05,
UC_61587017d7b0c43ebd7552e8,OTHERS(IRRELEVANT),0.17,
UC_61587017d7b0c43ebd7552e8,OTHERS(RELEVANT),1.44,
UC_61587017d7b0c43ebd7552e8,PSYCHOLOGY AND COGNITIVE SCIENCES,2.22,
UC_61587017d7b0c43ebd7552e8,STUDIES IN CREATIVE ARTS AND WRITING,0.28,
UC_61587017d7b0c43ebd7552e8,STUDIES IN HUMAN SOCIETY,1.76,
UC_61587017d7b0c43ebd7552e8,TECHNOLOGY,0.48,
UC_6158702ad7b0c43ebd7552e9,AGRICULTURAL AND VETERINARY,0.6699999999999999,
UC_6158702ad7b0c43ebd7552e9,BIOLOGICAL,0.18,
UC_6158702ad7b0c43ebd7552e9,EARTH,0.37,
UC_6158702ad7b0c43ebd7552e9,ECONOMICS,1.44,
UC_6158702ad7b0c43ebd7552e9,EDUCATION,1.23,
UC_6158702ad7b0c43ebd7552e9,ENVIRONMENTAL,0.37,
UC_6158702ad7b0c43ebd7552e9,INFORMATION AND COMPUTING,0.35,
UC_6158702ad7b0c43ebd7552e9,"LANGUAGE, COMMUNICATION AND CULTURE",1.82,
UC_6158702ad7b0c43ebd7552e9,MATHEMATICAL,0.37,
UC_6158702ad7b0c43ebd7552e9,MEDICAL AND HEALTH,17.16,
UC_6158702ad7b0c43ebd7552e9,OTHERS(IRRELEVANT),3.88,
UC_6158702ad7b0c43ebd7552e9,OTHERS(RELEVANT),3.74,
UC_6158702ad7b0c43ebd7552e9,PHYSICAL,0.37,
UC_6158702ad7b0c43ebd7552e9,PSYCHOLOGY AND COGNITIVE SCIENCES,5.63,
UC_6158702ad7b0c43ebd7552e9,STUDIES IN CREATIVE ARTS AND WRITING,0.29000000000000004,
UC_6158702ad7b0c43ebd7552e9,STUDIES IN HUMAN SOCIETY,6.54,
UC_61587032d7b0c43ebd7552ea,EDUCATION,0.68,
UC_61587032d7b0c43ebd7552ea,ENGINEERING,0.07,
UC_61587032d7b0c43ebd7552ea,HISTORY AND ARCHAEOLOGY,0.68,
UC_61587032d7b0c43ebd7552ea,"LANGUAGE, COMMUNICATION AND CULTURE",0.68,
UC_61587032d7b0c43ebd7552ea,OTHERS(IRRELEVANT),1.1300000000000001,
UC_61587032d7b0c43ebd7552ea,STUDIES IN CREATIVE ARTS AND WRITING,2.1,
UC_61587032d7b0c43ebd7552ea,STUDIES IN HUMAN SOCIETY,2.45,
UC_61587032d7b0c43ebd7552ea,TECHNOLOGY,0.33,
UC_6158705dd7b0c43ebd7552eb,AGRICULTURAL AND VETERINARY,1.43,
UC_6158705dd7b0c43ebd7552eb,BIOLOGICAL,0.15000000000000002,
UC_6158705dd7b0c43ebd7552eb,BUILT ENVIRONMENT AND DESIGN,5.89,
UC_6158705dd7b0c43ebd7552eb,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.33,
UC_6158705dd7b0c43ebd7552eb,EARTH,2.19,
UC_6158705dd7b0c43ebd7552eb,ECONOMICS,1.04,
UC_6158705dd7b0c43ebd7552eb,EDUCATION,2.49,
UC_6158705dd7b0c43ebd7552eb,ENGINEERING,0.83,
UC_6158705dd7b0c43ebd7552eb,ENVIRONMENTAL,1.27,
UC_6158705dd7b0c43ebd7552eb,HISTORY AND ARCHAEOLOGY,0.05,
UC_6158705dd7b0c43ebd7552eb,INFORMATION AND COMPUTING,0.74,
UC_6158705dd7b0c43ebd7552eb,"LANGUAGE, COMMUNICATION AND CULTURE",2.05,
UC_6158705dd7b0c43ebd7552eb,MATHEMATICAL,0.1,
UC_6158705dd7b0c43ebd7552eb,MEDICAL AND HEALTH,3.07,
UC_6158705dd7b0c43ebd7552eb,OTHERS(IRRELEVANT),5.83,
UC_6158705dd7b0c43ebd7552eb,OTHERS(RELEVANT),8.53,
UC_6158705dd7b0c43ebd7552eb,PHYSICAL,1.15,
UC_6158705dd7b0c43ebd7552eb,PSYCHOLOGY AND COGNITIVE SCIENCES,2.8,
UC_6158705dd7b0c43ebd7552eb,STUDIES IN CREATIVE ARTS AND WRITING,1.98,
UC_6158705dd7b0c43ebd7552eb,STUDIES IN HUMAN SOCIETY,7.16,
UC_6158705dd7b0c43ebd7552eb,TECHNOLOGY,0.43,
UC_61587073d7b0c43ebd7552ec,AGRICULTURAL AND VETERINARY,0.78,
UC_61587073d7b0c43ebd7552ec,BIOLOGICAL,2.49,
UC_61587073d7b0c43ebd7552ec,BUILT ENVIRONMENT AND DESIGN,1.1300000000000001,
UC_61587073d7b0c43ebd7552ec,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.1400000000000001,
UC_61587073d7b0c43ebd7552ec,ECONOMICS,1.0,
UC_61587073d7b0c43ebd7552ec,EDUCATION,0.27,
UC_61587073d7b0c43ebd7552ec,ENGINEERING,3.57,
UC_61587073d7b0c43ebd7552ec,ENVIRONMENTAL,1.93,
UC_61587073d7b0c43ebd7552ec,INFORMATION AND COMPUTING,16.4,
UC_61587073d7b0c43ebd7552ec,"LANGUAGE, COMMUNICATION AND CULTURE",1.8800000000000001,
UC_61587073d7b0c43ebd7552ec,LAW AND LEGAL STUDIES,0.33,
UC_61587073d7b0c43ebd7552ec,MATHEMATICAL,1.44,
UC_61587073d7b0c43ebd7552ec,OTHERS(IRRELEVANT),5.2700000000000005,
UC_61587073d7b0c43ebd7552ec,OTHERS(RELEVANT),2.7,
UC_61587073d7b0c43ebd7552ec,PHYSICAL,3.1199999999999997,
UC_61587073d7b0c43ebd7552ec,STUDIES IN CREATIVE ARTS AND WRITING,1.0,
UC_61587073d7b0c43ebd7552ec,STUDIES IN HUMAN SOCIETY,2.13,
UC_61587073d7b0c43ebd7552ec,TECHNOLOGY,14.43,
UC_61587089d7b0c43ebd7552ed,BIOLOGICAL,0.53,
UC_61587089d7b0c43ebd7552ed,CHEMICAL,0.32999999999999996,
UC_61587089d7b0c43ebd7552ed,EDUCATION,0.79,
UC_61587089d7b0c43ebd7552ed,ENGINEERING,1.56,
UC_61587089d7b0c43ebd7552ed,HISTORY AND ARCHAEOLOGY,0.35,
UC_61587089d7b0c43ebd7552ed,INFORMATION AND COMPUTING,1.39,
UC_61587089d7b0c43ebd7552ed,"LANGUAGE, COMMUNICATION AND CULTURE",0.47,
UC_61587089d7b0c43ebd7552ed,MATHEMATICAL,0.29000000000000004,
UC_61587089d7b0c43ebd7552ed,MEDICAL AND HEALTH,12.22,
UC_61587089d7b0c43ebd7552ed,OTHERS(IRRELEVANT),4.59,
UC_61587089d7b0c43ebd7552ed,OTHERS(RELEVANT),4.01,
UC_61587089d7b0c43ebd7552ed,PSYCHOLOGY AND COGNITIVE SCIENCES,9.01,
UC_61587089d7b0c43ebd7552ed,STUDIES IN CREATIVE ARTS AND WRITING,1.75,
UC_61587089d7b0c43ebd7552ed,STUDIES IN HUMAN SOCIETY,2.33,
UC_61587089d7b0c43ebd7552ed,TECHNOLOGY,1.56,
UC_615870a9d7b0c43ebd7552ee,BIOLOGICAL,0.15,
UC_615870a9d7b0c43ebd7552ee,BUILT ENVIRONMENT AND DESIGN,0.05,
UC_615870a9d7b0c43ebd7552ee,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",9.61,
UC_615870a9d7b0c43ebd7552ee,EARTH,0.33,
UC_615870a9d7b0c43ebd7552ee,ECONOMICS,1.55,
UC_615870a9d7b0c43ebd7552ee,ENGINEERING,0.86,
UC_615870a9d7b0c43ebd7552ee,ENVIRONMENTAL,0.32,
UC_615870a9d7b0c43ebd7552ee,HISTORY AND ARCHAEOLOGY,3.98,
UC_615870a9d7b0c43ebd7552ee,INFORMATION AND COMPUTING,1.32,
UC_615870a9d7b0c43ebd7552ee,"LANGUAGE, COMMUNICATION AND CULTURE",2.32,
UC_615870a9d7b0c43ebd7552ee,MATHEMATICAL,0.06,
UC_615870a9d7b0c43ebd7552ee,MEDICAL AND HEALTH,0.17,
UC_615870a9d7b0c43ebd7552ee,OTHERS(IRRELEVANT),6.89,
UC_615870a9d7b0c43ebd7552ee,OTHERS(RELEVANT),7.140000000000001,
UC_615870a9d7b0c43ebd7552ee,PHYSICAL,0.06,
UC_615870a9d7b0c43ebd7552ee,PSYCHOLOGY AND COGNITIVE SCIENCES,1.09,
UC_615870a9d7b0c43ebd7552ee,STUDIES IN HUMAN SOCIETY,6.41,
UC_615870a9d7b0c43ebd7552ee,TECHNOLOGY,1.32,
UC_615870c4d7b0c43ebd7552f0,AGRICULTURAL AND VETERINARY,1.62,
UC_615870c4d7b0c43ebd7552f0,BIOLOGICAL,0.15000000000000002,
UC_615870c4d7b0c43ebd7552f0,BUILT ENVIRONMENT AND DESIGN,0.05,
UC_615870c4d7b0c43ebd7552f0,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.06,
UC_615870c4d7b0c43ebd7552f0,EARTH,1.46,
UC_615870c4d7b0c43ebd7552f0,ECONOMICS,0.3,
UC_615870c4d7b0c43ebd7552f0,ENVIRONMENTAL,5.32,
UC_615870c4d7b0c43ebd7552f0,"LANGUAGE, COMMUNICATION AND CULTURE",1.05,
UC_615870c4d7b0c43ebd7552f0,LAW AND LEGAL STUDIES,0.8200000000000001,
UC_615870c4d7b0c43ebd7552f0,MEDICAL AND HEALTH,0.23,
UC_615870c4d7b0c43ebd7552f0,OTHERS(IRRELEVANT),6.29,
UC_615870c4d7b0c43ebd7552f0,OTHERS(RELEVANT),0.9,
UC_615870c4d7b0c43ebd7552f0,STUDIES IN CREATIVE ARTS AND WRITING,0.11,
UC_615870c4d7b0c43ebd7552f0,STUDIES IN HUMAN SOCIETY,1.93,
UC_615870c4d7b0c43ebd7552f0,TECHNOLOGY,1.05,
UC_615870efd7b0c43ebd7552f1,BIOLOGICAL,3.75,
UC_615870efd7b0c43ebd7552f1,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.11,
UC_615870efd7b0c43ebd7552f1,EARTH,0.11,
UC_615870efd7b0c43ebd7552f1,EDUCATION,4.7,
UC_615870efd7b0c43ebd7552f1,ENGINEERING,2.31,
UC_615870efd7b0c43ebd7552f1,ENVIRONMENTAL,0.11,
UC_615870efd7b0c43ebd7552f1,HISTORY AND ARCHAEOLOGY,0.8800000000000001,
UC_615870efd7b0c43ebd7552f1,INFORMATION AND COMPUTING,1.1,
UC_615870efd7b0c43ebd7552f1,"LANGUAGE, COMMUNICATION AND CULTURE",1.18,
UC_615870efd7b0c43ebd7552f1,MATHEMATICAL,0.11,
UC_615870efd7b0c43ebd7552f1,MEDICAL AND HEALTH,12.870000000000001,
UC_615870efd7b0c43ebd7552f1,OTHERS(IRRELEVANT),3.06,
UC_615870efd7b0c43ebd7552f1,OTHERS(RELEVANT),1.53,
UC_615870efd7b0c43ebd7552f1,PHYSICAL,0.11,
UC_615870efd7b0c43ebd7552f1,PSYCHOLOGY AND COGNITIVE SCIENCES,3.77,
UC_615870efd7b0c43ebd7552f1,STUDIES IN CREATIVE ARTS AND WRITING,0.73,
UC_615870efd7b0c43ebd7552f1,STUDIES IN HUMAN SOCIETY,1.06,
UC_615870efd7b0c43ebd7552f1,TECHNOLOGY,0.30000000000000004,
UC_61587119d7b0c43ebd7552f2,AGRICULTURAL AND VETERINARY,1.3599999999999999,
UC_61587119d7b0c43ebd7552f2,BIOLOGICAL,1.1099999999999999,
UC_61587119d7b0c43ebd7552f2,BUILT ENVIRONMENT AND DESIGN,7.24,
UC_61587119d7b0c43ebd7552f2,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",6.54,
UC_61587119d7b0c43ebd7552f2,EARTH,6.97,
UC_61587119d7b0c43ebd7552f2,ECONOMICS,2.16,
UC_61587119d7b0c43ebd7552f2,EDUCATION,0.6699999999999999,
UC_61587119d7b0c43ebd7552f2,ENGINEERING,5.84,
UC_61587119d7b0c43ebd7552f2,ENVIRONMENTAL,6.54,
UC_61587119d7b0c43ebd7552f2,INFORMATION AND COMPUTING,2.45,
UC_61587119d7b0c43ebd7552f2,"LANGUAGE, COMMUNICATION AND CULTURE",0.49,
UC_61587119d7b0c43ebd7552f2,LAW AND LEGAL STUDIES,0.47000000000000003,
UC_61587119d7b0c43ebd7552f2,MATHEMATICAL,0.63,
UC_61587119d7b0c43ebd7552f2,MEDICAL AND HEALTH,4.76,
UC_61587119d7b0c43ebd7552f2,OTHERS(IRRELEVANT),10.46,
UC_61587119d7b0c43ebd7552f2,OTHERS(RELEVANT),7.09,
UC_61587119d7b0c43ebd7552f2,PHYSICAL,2.14,
UC_61587119d7b0c43ebd7552f2,PSYCHOLOGY AND COGNITIVE SCIENCES,1.89,
UC_61587119d7b0c43ebd7552f2,STUDIES IN CREATIVE ARTS AND WRITING,0.97,
UC_61587119d7b0c43ebd7552f2,STUDIES IN HUMAN SOCIETY,8.45,
UC_61587119d7b0c43ebd7552f2,TECHNOLOGY,2.22,
UC_6158714dd7b0c43ebd7552f3,AGRICULTURAL AND VETERINARY,6.89,
UC_6158714dd7b0c43ebd7552f3,BIOLOGICAL,11.19,
UC_6158714dd7b0c43ebd7552f3,BUILT ENVIRONMENT AND DESIGN,0.45,
UC_6158714dd7b0c43ebd7552f3,CHEMICAL,4.28,
UC_6158714dd7b0c43ebd7552f3,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.33,
UC_6158714dd7b0c43ebd7552f3,EARTH,1.1,
UC_6158714dd7b0c43ebd7552f3,ECONOMICS,0.85,
UC_6158714dd7b0c43ebd7552f3,EDUCATION,0.55,
UC_6158714dd7b0c43ebd7552f3,ENGINEERING,8.01,
UC_6158714dd7b0c43ebd7552f3,ENVIRONMENTAL,2.0900000000000003,
UC_6158714dd7b0c43ebd7552f3,INFORMATION AND COMPUTING,3.9,
UC_6158714dd7b0c43ebd7552f3,MATHEMATICAL,1.1,
UC_6158714dd7b0c43ebd7552f3,MEDICAL AND HEALTH,32.76,
UC_6158714dd7b0c43ebd7552f3,OTHERS(IRRELEVANT),5.86,
UC_6158714dd7b0c43ebd7552f3,OTHERS(RELEVANT),9.11,
UC_6158714dd7b0c43ebd7552f3,PHYSICAL,1.77,
UC_6158714dd7b0c43ebd7552f3,PSYCHOLOGY AND COGNITIVE SCIENCES,11.74,
UC_6158714dd7b0c43ebd7552f3,STUDIES IN CREATIVE ARTS AND WRITING,1.6099999999999999,
UC_6158714dd7b0c43ebd7552f3,STUDIES IN HUMAN SOCIETY,3.73,
UC_6158714dd7b0c43ebd7552f3,TECHNOLOGY,4.81,
UC_6158717dd7b0c43ebd7552f4,AGRICULTURAL AND VETERINARY,0.08,
UC_6158717dd7b0c43ebd7552f4,BIOLOGICAL,10.18,
UC_6158717dd7b0c43ebd7552f4,CHEMICAL,2.71,
UC_6158717dd7b0c43ebd7552f4,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.08,
UC_6158717dd7b0c43ebd7552f4,EARTH,0.45999999999999996,
UC_6158717dd7b0c43ebd7552f4,ECONOMICS,0.82,
UC_6158717dd7b0c43ebd7552f4,EDUCATION,3.36,
UC_6158717dd7b0c43ebd7552f4,ENGINEERING,3.09,
UC_6158717dd7b0c43ebd7552f4,ENVIRONMENTAL,0.45999999999999996,
UC_6158717dd7b0c43ebd7552f4,INFORMATION AND COMPUTING,3.27,
UC_6158717dd7b0c43ebd7552f4,"LANGUAGE, COMMUNICATION AND CULTURE",0.7300000000000001,
UC_6158717dd7b0c43ebd7552f4,LAW AND LEGAL STUDIES,0.33,
UC_6158717dd7b0c43ebd7552f4,MATHEMATICAL,0.45999999999999996,
UC_6158717dd7b0c43ebd7552f4,MEDICAL AND HEALTH,43.35,
UC_6158717dd7b0c43ebd7552f4,OTHERS(IRRELEVANT),5.1,
UC_6158717dd7b0c43ebd7552f4,OTHERS(RELEVANT),5.49,
UC_6158717dd7b0c43ebd7552f4,PHYSICAL,0.8,
UC_6158717dd7b0c43ebd7552f4,PSYCHOLOGY AND COGNITIVE SCIENCES,5.82,
UC_6158717dd7b0c43ebd7552f4,STUDIES IN CREATIVE ARTS AND WRITING,2.05,
UC_6158717dd7b0c43ebd7552f4,STUDIES IN HUMAN SOCIETY,3.0,
UC_6158717dd7b0c43ebd7552f4,TECHNOLOGY,2.92,
UC_615871a6d7b0c43ebd7552f5,AGRICULTURAL AND VETERINARY,0.44999999999999996,
UC_615871a6d7b0c43ebd7552f5,BUILT ENVIRONMENT AND DESIGN,0.19,
UC_615871a6d7b0c43ebd7552f5,CHEMICAL,0.11,
UC_615871a6d7b0c43ebd7552f5,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.95,
UC_615871a6d7b0c43ebd7552f5,ECONOMICS,0.42,
UC_615871a6d7b0c43ebd7552f5,EDUCATION,11.67,
UC_615871a6d7b0c43ebd7552f5,ENGINEERING,0.8500000000000001,
UC_615871a6d7b0c43ebd7552f5,ENVIRONMENTAL,2.25,
UC_615871a6d7b0c43ebd7552f5,HISTORY AND ARCHAEOLOGY,0.2,
UC_615871a6d7b0c43ebd7552f5,INFORMATION AND COMPUTING,1.54,
UC_615871a6d7b0c43ebd7552f5,"LANGUAGE, COMMUNICATION AND CULTURE",2.39,
UC_615871a6d7b0c43ebd7552f5,LAW AND LEGAL STUDIES,0.22999999999999998,
UC_615871a6d7b0c43ebd7552f5,MATHEMATICAL,0.12,
UC_615871a6d7b0c43ebd7552f5,MEDICAL AND HEALTH,8.98,
UC_615871a6d7b0c43ebd7552f5,OTHERS(IRRELEVANT),9.65,
UC_615871a6d7b0c43ebd7552f5,OTHERS(RELEVANT),10.799999999999999,
UC_615871a6d7b0c43ebd7552f5,PHYSICAL,0.8700000000000001,
UC_615871a6d7b0c43ebd7552f5,PSYCHOLOGY AND COGNITIVE SCIENCES,15.35,
UC_615871a6d7b0c43ebd7552f5,STUDIES IN CREATIVE ARTS AND WRITING,2.02,
UC_615871a6d7b0c43ebd7552f5,STUDIES IN HUMAN SOCIETY,7.43,
UC_615871a6d7b0c43ebd7552f5,TECHNOLOGY,1.15,
UC_615871b6d7b0c43ebd7552f6,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.25,
UC_615871b6d7b0c43ebd7552f6,EDUCATION,9.4,
UC_615871b6d7b0c43ebd7552f6,ENGINEERING,0.8400000000000001,
UC_615871b6d7b0c43ebd7552f6,HISTORY AND ARCHAEOLOGY,3.35,
UC_615871b6d7b0c43ebd7552f6,INFORMATION AND COMPUTING,0.8400000000000001,
UC_615871b6d7b0c43ebd7552f6,"LANGUAGE, COMMUNICATION AND CULTURE",4.07,
UC_615871b6d7b0c43ebd7552f6,LAW AND LEGAL STUDIES,0.8900000000000001,
UC_615871b6d7b0c43ebd7552f6,MEDICAL AND HEALTH,2.15,
UC_615871b6d7b0c43ebd7552f6,OTHERS(IRRELEVANT),6.09,
UC_615871b6d7b0c43ebd7552f6,OTHERS(RELEVANT),1.52,
UC_615871b6d7b0c43ebd7552f6,PHYSICAL,1.09,
UC_615871b6d7b0c43ebd7552f6,PSYCHOLOGY AND COGNITIVE SCIENCES,1.59,
UC_615871b6d7b0c43ebd7552f6,STUDIES IN CREATIVE ARTS AND WRITING,11.18,
UC_615871b6d7b0c43ebd7552f6,STUDIES IN HUMAN SOCIETY,4.69,
UC_615871b6d7b0c43ebd7552f6,TECHNOLOGY,0.8400000000000001,
UC_615871d1d7b0c43ebd7552f7,AGRICULTURAL AND VETERINARY,0.96,
UC_615871d1d7b0c43ebd7552f7,BIOLOGICAL,6.43,
UC_615871d1d7b0c43ebd7552f7,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4,
UC_615871d1d7b0c43ebd7552f7,EARTH,0.5900000000000001,
UC_615871d1d7b0c43ebd7552f7,ECONOMICS,0.56,
UC_615871d1d7b0c43ebd7552f7,EDUCATION,3.5300000000000002,
UC_615871d1d7b0c43ebd7552f7,ENGINEERING,2.02,
UC_615871d1d7b0c43ebd7552f7,ENVIRONMENTAL,0.32,
UC_615871d1d7b0c43ebd7552f7,INFORMATION AND COMPUTING,2.77,
UC_615871d1d7b0c43ebd7552f7,MATHEMATICAL,0.8300000000000001,
UC_615871d1d7b0c43ebd7552f7,MEDICAL AND HEALTH,20.08,
UC_615871d1d7b0c43ebd7552f7,OTHERS(IRRELEVANT),4.0,
UC_615871d1d7b0c43ebd7552f7,OTHERS(RELEVANT),6.22,
UC_615871d1d7b0c43ebd7552f7,PHILOSOPHY AND RELIGIOUS STUDIES,1.23,
UC_615871d1d7b0c43ebd7552f7,PHYSICAL,0.32,
UC_615871d1d7b0c43ebd7552f7,PSYCHOLOGY AND COGNITIVE SCIENCES,4.21,
UC_615871d1d7b0c43ebd7552f7,STUDIES IN CREATIVE ARTS AND WRITING,0.17,
UC_615871d1d7b0c43ebd7552f7,STUDIES IN HUMAN SOCIETY,0.36,
UC_615871d1d7b0c43ebd7552f7,TECHNOLOGY,2.62,
UC_615871f1d7b0c43ebd7552f8,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.46,
UC_615871f1d7b0c43ebd7552f8,HISTORY AND ARCHAEOLOGY,2.79,
UC_615871f1d7b0c43ebd7552f8,"LANGUAGE, COMMUNICATION AND CULTURE",8.13,
UC_615871f1d7b0c43ebd7552f8,MEDICAL AND HEALTH,1.55,
UC_615871f1d7b0c43ebd7552f8,OTHERS(IRRELEVANT),3.51,
UC_615871f1d7b0c43ebd7552f8,OTHERS(RELEVANT),1.97,
UC_615871f1d7b0c43ebd7552f8,PHILOSOPHY AND RELIGIOUS STUDIES,0.12,
UC_615871f1d7b0c43ebd7552f8,PSYCHOLOGY AND COGNITIVE SCIENCES,9.53,
UC_615871f1d7b0c43ebd7552f8,STUDIES IN CREATIVE ARTS AND WRITING,0.7699999999999999,
UC_615871f1d7b0c43ebd7552f8,STUDIES IN HUMAN SOCIETY,7.22,
UC_61587211d7b0c43ebd7552f9,AGRICULTURAL AND VETERINARY,4.45,
UC_61587211d7b0c43ebd7552f9,BIOLOGICAL,18.41,
UC_61587211d7b0c43ebd7552f9,CHEMICAL,4.2,
UC_61587211d7b0c43ebd7552f9,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.24,
