Name,ID,attributes
Papua New Guinea Institutional Partnerships Program,https://www.tenders.gov.au/Atm/Show/3bca0cbc-d60e-4095-835f-1390623cb6e4,DFAT-331 RFT,Department of Foreign Affairs and Trade - Australian Aid Program,80100000 - Management advisory services,28-Oct-2021 10:00 am (ACT Local Time) Show close time for other time zones,17-Sep-2021,Overseas,Request for Tender APP Reference: DFAT-331,No,No,No,The next phase of the IPP will deliver Australia’s whole-of-government institutional strengthening support to Papua New Guinea in line with the Comprehensive Strategic and Economic Partnership (CSEP).,,Refer RFT documentation.,Contract signed by January 2022.,www.tenders.gov.au,,,
Branded Publication 2022-2024,https://www.tenders.gov.au/Advert/Show/82175b1a-99a3-4487-ba47-a8a8b9f6f675,PROC-9176414,Grains Research and Development Corporation,70140000 - Crop production and management and protection,28-Oct-2021 5:00 pm (ACT Local Time) Show close time for other time zones,16-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,No,No,No,"For full details on the ATM and any associated attachments as well as information on any Questions and Answers relating to the ATM, visit www.grdc.com.au","Applying for GRDC investments is done using the GRDC Grains Investment Portal.    Once registered, users can visit the Portal anytime. To register as a user, please visit https://access.grdc.com.au/ •                 Click on the register button at the top right-hand side. •                 Complete the Registration Form. Fill in all the fields: your email address, a password and the captcha. Your password must be alphanumeric with at least one special character (i.e. not a letter or number). Click register to continue the process. •                 Registration is confirmed by the system sending an email to you, with details to complete the registration process. •                 Once the registration process is complete, you can sign in and review all investments open for tender Once you have located this investment, you can commence the application process by completing the details for each field available, until you reach “Submit Application” on the last page. If you have any questions or concerns, please feel free to contact Mark Waterhouse via email southern@grdc.com.au or use the online support function available.","•  The applicant must be a single legal entity or recognised firm of partners. •  The applicant and any subcontractor must be compliant with the Workplace Gender Equality Act 2012. •  The applicant and any subcontractor must not have a judicial decision against it (not including decisions under appeal) relating to employee entitlements and who have not paid the claim. •  The applicant and any subcontractor must not be named on the Consolidated List, being the list of persons and entities who are subject to targeted financial sanctions or travel bans under Australian sanction laws, as maintained by the Department of Foreign Affairs and Trade.",Commencing in January 2022 and concluding in June 2024.,Tenderers must submit their responses electronically through the Grains Investment Portal at: https://access.grdc.com.au 	 For information on 'Applying' and how to register refer to the ATM details on the GRDC's Website www.grdc.com.au,,,
An Aerospace Division Thermal Vacuum Chamber (TVAC),https://www.tenders.gov.au/Atm/Show/3a13284e-c7b8-49a3-9f25-de587fcd7530,21342,Department of Defence - DSRG,41100000 - Laboratory and scientific equipment,18-Nov-2021 2:00 pm (ACT Local Time) Show close time for other time zones,16-Sep-2021,VIC,Request for Quote,No,No,No,"Aerospace Division (AD) of Defence Science and Technology Group (DSTG) is trying to fill the Australian capability gap by obtaining an intermediate sized thermal vacuum chamber (TVAC) with included capabilities for simultaneous atomic oxygen (AO) fluence and ultraviolet (UV) testing and the ability to perform electric propulsion tests. The facility will also be used to perform standard outgassing, and thermal bakeout tests. Associated training in facility operation and maintenance and assistance with installation will also be required.",,Nil,"The Supplies under this Contact are to be delivered, installed and commissioned no later than an anticipated date of 31 May 2022",via AusTender at www.tenders.gov.au,,,
Defence Infrastructure Panel 2022 – 2027 for Aeronautical Ground Lighting,https://www.tenders.gov.au/Atm/Show/0778c808-cd4b-4f6d-82eb-06a7e96a123f,AZ6330,Department of Defence - DSRG,72100000 - Building construction and support and maintenance and repair services,22-Nov-2021 12:00 pm (ACT Local Time) Show close time for other time zones,20-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender,Yes,Yes,No,Aeronautical Ground Lighting under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche 3.,All ATM documentation for Tranche 3 has been loaded onto AusTender. To access: 1. Click “ATM Documents”,Refer to the ATM documentation.,"The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.",AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Aeronautical Ground Lighting to the correct ATM ID electronic tender box.,View Addenda,All Agencies,
"Defence Infrastructure Panel 2022 – 2027 for Urban, Architectural & Commercial Interior Design Services",https://www.tenders.gov.au/Atm/Show/2a4673fa-9663-413b-8017-1d72e4c844dc,AZ6329,Department of Defence - DSRG,72100000 - Building construction and support and maintenance and repair services,22-Nov-2021 12:00 pm (ACT Local Time) Show close time for other time zones,20-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender,Yes,Yes,No,"Urban, Architectural & Commercial Interior Design Services under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche 3.",All ATM documentation for Tranche 3 has been loaded onto AusTender. To access: 1. Click “ATM Documents”,Refer to the ATM documentation.,"The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.","AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Urban, Architectural & Commercial Interior Design Services to the correct ATM ID electronic tender box.",View Addenda,All Agencies,
Defence Infrastructure Panel 2022 – 2027 for Estate Strategic Planning,https://www.tenders.gov.au/Atm/Show/60dcf42c-e0f8-43c8-a320-34d7fbce2494,AZ6328,Department of Defence - DSRG,72100000 - Building construction and support and maintenance and repair services,22-Nov-2021 12:00 pm (ACT Local Time) Show close time for other time zones,20-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender,Yes,Yes,No,Estate Strategic Planning as part of the Defence Infrastructure Panel 2022 - 2027 (Panel). under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche 3.,All ATM documentation for Tranche 3 has been loaded onto AusTender. To access: 1. Click “ATM Documents”,Refer to the ATM documentation.,"The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.",AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Estate Strategic Planning to the correct ATM ID electronic tender box.,View Addenda,All Agencies,
AIR 6502 Phase 1 - Request For Proposal,https://www.tenders.gov.au/Atm/Show/1ba5fbfc-c5bd-4026-9638-b5f9e507e68b,RASSD/RFP/19065/1,Department of Defence - CASG,92110000 - Military services and national defence,3-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,16-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Request for Proposal,No,No,Yes,"The AIR6502 Phase 1 project will provide a deployable, Ground-Based Medium Range Air Defence capability designed to deter, deny and/or defeat air and missile threats to the Joint Force and valuable assets.",The Integrated Air and Missile Defence (IAMD) Multi Domain Program (MDP) C4ISR Design Guidance (hereafter referred to as the C4ISR Design Guidance) and Preliminary Functional Performance Specification (PFPS) will not be uploaded onto AusTender and will be made available in accordance with clause 2.2 of the Conditions of Participation.   ,In accordance with 5.3 and 5.4 in the Conditions of Proposal.,2029/2030,Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.auusing the 'Lodgement Page' link on this tender notification.,,,The requirement is complex and Defence needs further information as to solutions that are available.
SEA1442 Phase 5 - Maritime Tactical C3 Sub Program - Industry Update,https://www.tenders.gov.au/Atm/Show/7aa9bc2f-5941-4b74-b457-cf051c4dc7d0,JSD/NOT/8933/3,Department of Defence - CASG,43190000 - Communications Devices and Accessories,17-Dec-2021 4:30 pm (ACT Local Time) Show close time for other time zones,14-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Notice,No,No,No,Defence advises that release of the approach to market for SEA1442 Phase 5 (Project) has been delayed. The Project is also considering the scope of the approach to market taking into account Navy priorities and capability needs in the current strategic environment. It is now anticipated that an approach to market will be released in Q2 2022. The Project will provide further updates to industry participants when they become available via AusTender.  Further industry briefings are anticipated to occur prior to release of the approach to market.  Industry participants should note that probity protocols are in place for all Defence Personnel involved in the Project.  Industry participants are requested to address any and all queries regarding the Project in writing to the SEA1442 Phase 5 Project Team mailbox:  sea1442phase5.projectteam@defence.gov.au,,N/A,N/A,Inquiries via email to sea1442phase5.projectteam@defence.gov.au,,,
JP9102 Australian Defence Satellite Communication System,https://www.tenders.gov.au/Atm/Show/14a0fe25-62bb-4de1-ad0c-dd4035126dde,JSD/NOT/12477/12,Department of Defence - CASG,92110000 - Military services and national defence,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,9-Apr-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Notice APP Reference: CASG\PP\12477,No,No,No,This notice provides updated information regarding the Joint Project (JP) 9102 and invites potential tenderers to register their interest to attend an Industry Briefing which is planned to be held in conjunction with the proposed RFT release.,,N/A,N/A,N/A,,,
Industry Notice – Management Advisory Services for the Australian Government,https://www.tenders.gov.au/Atm/Show/17c2be84-3db6-44b2-aa02-919975398946,FIN/007/20Notice1B,Department of Finance,84111500 - Accounting services,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,14-Aug-2020,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Notice,Yes,Yes,No,"The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel.  The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services. The Panel will not include labour hire (contractor) services. Further information is available at https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10   Note: Any further notices or requests for tender about the proposed whole-of-Australian Government Management Advisory Services Panel will be published on AusTender under the Management and Business Professionals and Administrative Services Category only.",This is a notice only. No responses are required at this time.,N/A,N/A,N/A,,All Agencies,
Industry Notice – Management Advisory Services for the Australian Government,https://www.tenders.gov.au/Atm/Show/2bdd6ff6-3e4e-4794-b2fd-f420617b5269,FIN/007/20Notice1A,Department of Finance,81120000 - Economics,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,14-Aug-2020,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Notice,Yes,Yes,No,"The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel.  The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services. The Panel will not include labour hire (contractor) services.   Further information is available at https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10   Note: Any further notices or requests for tender about the proposed whole-of-Australian Government Management Advisory Services Panel will be published on AusTender under the Management and Business Professionals and Administrative Services Category only.",This is a notice only. No responses are required at this time.,N/A,N/A,N/A,,All Agencies,
JP9102 Australian Defence Satellite Communication System,https://www.tenders.gov.au/Atm/Show/5da48780-0976-403c-9bfa-d4747bdf3ee7,JSD/NOT/12477/11,Department of Defence - CASG,92110000 - Military services and national defence,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,26-Feb-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Notice APP Reference: CASG\PP\12477,No,No,No,Notice to provide updated information regarding the current status of the JP9102 which includes the delay of the proposed RFT release and details for a planned Industry Briefing and release of the RFT Data Pack,,N/A,N/A,N/A,,,
Industry Notice – Management Advisory Services for the Australian Government,https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10,FIN/007/20Notice1,Department of Finance,80100000 - Management advisory services,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,12-Aug-2020,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Notice,Yes,Yes,No,"The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel. The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services.  The Panel will not include labour hire (contractor) services.   It is intended that the procurement process to establish the Panel will be undertaken in three phases.  Each phase will be an open approach to the market and will be published on AusTender as a Request for Tender (RFT). Further information is provided in the attached document.",This is a notice only. No responses are required at this time. ,N/A,N/A,N/A,,All Agencies,
Industry Notice – Management Advisory Services for the Australian Government,https://www.tenders.gov.au/Atm/Show/a43452ed-94be-4ba6-a687-36922cf3bc38,FIN/007/20Notice1C,Department of Finance,93150000 - Public administration and finance services,24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,14-Aug-2020,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Notice,Yes,Yes,No,"The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel.  The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services. The Panel will not include labour hire (contractor) services. Further information is available at  https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10   Note: Any further notices or requests for tender about the proposed whole-of-Australian Government Management Advisory Services Panel will be published on AusTender under the Management and Business Professionals and Administrative Services Category only.",  This is a notice only. No responses are required at this time.  ,  N/A  ,N/A,N/A,,All Agencies,
Capital Facilities and Infrastructure Branch - Planned Upcoming Approaches to Market Notice (Sep 21),https://www.tenders.gov.au/Atm/Show/1afb1382-de22-4c0e-af49-ecda458d6197,CFI-0921,Department of Defence - DSRG,72100000 - Building construction and support and maintenance and repair services,31-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,1-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Notice,No,No,No,"The attached notice provides information for Industry on planned upcoming approaches to market that may be released on AusTender from the Department of Defence’s Capital Facilities and Infrastructure Branch (CFI) for capital facilities and infrastructure projects (projects).  CFI is responsible for planning, developing and delivering projects across the Defence estate. CFI operates an outsourced model where it procures industry to manage, design, construct and provide specialist skills in support of each project. This typically includes Design Services Contractors, Head Contractors, Medium Works Contractors and/or Managing Contractors.",The notice is attached and can be accessed by clicking 'ATM Documents'. Please note that responses are not required to the notice.  ,Not applicable,Not applicable,Not applicable,,,
Defence Innovation Hub - Call For Submissions,https://www.tenders.gov.au/Atm/Show/368192aa-5691-4830-a784-98bf1a9911a7,HUB-16-PIN-SIF-001j,Department of Defence - DSRG,92111700 - Military science and research,31-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,1-Jul-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Notice,No,No,Yes,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability. Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal. Where an innovation proposal is assessed as suitable for investment and satisfies the requirements and assessment criteria set out in the Terms for Call for Submissions, Defence will invite the respondent to participate in a Request for Proposal process. Defence intends to enter into contracts with respondents under a contractual framework, to mature their innovations to meet Defence's capability needs. The Hub facilitates innovation activities from initial concept, through to prototyping and integrated testing. These activities will be procured through the Hub across four distinct contract phases depending upon the current maturity level of the innovation proposal. Respondents will be able to submit an innovation proposal through Defence’s online Innovation portal. The portal, and further information about the Hub's procurement processes, can be accessed at: www.business.gov.au/cdic <p""> Please note that no procurement documentation is available on AusTender and you cannot submit a proposal using AusTender. You must use the address for lodgement identified below to view all documentation and submit a proposal.","<span"">Please note that while this AusTender ATM notice has a close date, the Defence Innovation Hub is always open and able to receive proposals through the www.business.gov.au/cdic website. After the AusTender ATM close date (or an earlier date if advised by Defence in accordance with the approach to market terms), another ATM Notice will be published.","<span"">Respondents must have a valid ABN or NZBN in order to participate in the Hub's procurement process","<span"">Not Applicable",https://www.business.gov.au/centre-for-defence-industry-capability/defence-innovation/defence-innovation-hub/submit-your-proposal,,,"Call for Submission (CFS) Stage criteria: Suitability, Feasibility, Timeliness and Contribution to Australia's defence industry capability. After each proposal is assessed against the criteria, Defence will consider these proposals to ensure that it maintains a balanced portfolio of investments, taking into account the following: Alignment to Defence poriorities, Diversity, Innovation Lifecycle and Financial considerations. Request for Proposal (RFP) criteria: the above CFS criteria, with additional considerations for Cost and Organisational Capability and Capacity. Defence will then reconsider the balance of investment as well as strategic considerations to determine value for money. For more information go to https://www.business.gov.au/Centre-for-Defence-Industry-Capability/Defence-Innovation/Defence-Innovation-Hub/Assessment-criteria-and-process"
JP9102 Australian Defence Satellite Communication System,https://www.tenders.gov.au/Atm/Show/39ae59d0-ed8b-4fd4-85de-a34fcbc374f3,JSD/NOT/12477/10,Department of Defence - CASG,92110000 - Military services and national defence,31-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones,4-Dec-2020,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Notice APP Reference: CASG\PP\12477,No,No,No,Notice regarding Defence support for limited COVID-safe international travel to Australia for potential prime contractors who are based overseas,,N/A,N/A,N/A,,,
Demo ATM to test eLodgement and Download,https://www.tenders.gov.au/Atm/Show/9aa4dd8b-7cea-4a00-a102-fd9bfcafc73b,DemoATM2021,A Testing Agency,41110000 - Measuring and observing and testing instruments,31-Dec-2021 11:30 pm (ACT Local Time) Show close time for other time zones,1-Jan-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,No,No,No,"This is a demonstration ATM to provide an opportunity to familiarise Registered Users with the eLodgement process and allow for downloading of attached documentation.   The guide “How to Lodge a Tender Response” available under the ‘ATM Documents’ section of this tender provides detailed instructions on the submission process.   To download documents or submit responses, you must be a Registered User and will be prompted to log in where required. User Registration is free and completed through the “New User Registration” link.    Information submitted to this ""DemoATM2021"" can only be accessed by the AusTender Help Desk.",For testing purposes only,For testing purposes only,For testing purposes only,"To electronically submit documents select the ""Lodgement Page"" link on this notification at www.tenders.gov.au.",,,
JP9102 Australian Defence Satellite Communication System,https://www.tenders.gov.au/Atm/Show/d499b996-43c4-4191-99e5-dd23a0fa0ad0,JSD/RFT/12477/1,Department of Defence - CASG,92110000 - Military services and national defence,10-Jan-2022 12:00 pm (ACT Local Time) Show close time for other time zones,22-Apr-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Request for Tender APP Reference: CASG\PP\12477,No,No,No,Release of the Joint Project (JP) 9102 Request for Tender (RFT) to provide the Sovereign Satellite Communications (SATCOM) Component (SSC) for the Australian Defence Force (ADF).,"The RFT has been published on AusTender in two packages, being: 1. RFT documents with a non-classification marking of ‘OFFICIAL’ under the approach to market (ATM) number of ‘JSD/RFT/12477/1’.  These documents are immediately available for download; and 2. The following RFT documents which include a dissemination-limiting marker (DLM) of ‘OFFICIAL: Sensitive’ (collectively, the ‘DLM Documents’) under the ATM number of ‘JSD/RFT/12477/1-A’: • Function and Performance Specification (FPS) (Annex A to Attachment A of the draft Statement of Work (SOW) of the draft Contract (Acquisition));  • Operational Concept Document (OCD) (Annex B to Attachment A of the draft Statement of Work (SOW) of the draft Contract (Acquisition)); and • Security Classification and Categorisation Guide (SCCG) (Attachment J for both the draft Contract (Acquisition) and the draft Contract (Support)). Access to the DLM Documents is subject to the process set out in Enclosure 1 to the Cover Letter ('002_RFT Cover Letter (Enclosure 1) - JP9102').   ",N/A,N/A,Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.auusing the 'Lodgement Page' link on this tender notification.,View Addenda,,
Supply of Medical Grade Footwear to eligible persons,https://www.tenders.gov.au/Atm/Show/4cbec586-e15c-3822-fba2-aab168b6d4a5,MGF_17,Department of Veterans' Affairs,42250000 - Physical and occupational therapy and rehabilitation products,30-Jun-2022 12:00 pm (ACT Local Time) Show close time for other time zones,24-Feb-2017,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender,No,Yes,," NOTE: existing suppliers need not reapply The Department of Veterans’ Affairs (DVA) provides eligible members of the veteran community with access to quality health care and support services.  The Medical Grade Footwear (MGF) Program is an important part of DVA’s health care arrangements and is part of the Rehabilitation Appliance Program (RAP).  The MGF Program provides a nation-wide access to a wide range of MGF and related services for entitled persons.   DVA’s procurement strategy for the provision of MGF is to improve the MGF supply arrangements and reduce red tape for all stakeholders.   1.      DVA is offering agreements for the supply of MGF products and services through a simplified procurement model where all MGF suppliers who meet the minimum requirements can participate.  The key features of the model are:   DVA publishes the agreement on AusTender and its website so that all potential MGF suppliers have an opportunity to enter into an agreement with DVA. MGF suppliers who meet the pre-conditions for the agreement and certify compliance with DVA standards (ie.  The   Terms and Conditions  and  the Notes for Medical Grade Footwear Suppliers ) will be included on DVA’s list of contracted MGF suppliers.  The agreement stands indefinitely allowing new MGF suppliers to join at any time. Prices on the MGF Register and the MGF Fee Schedules are fixed prices and are non-negotiable.  DVA provides no guarantee of business.   DVA reviews the agreement, the MGF Register and the MGF Fee Schedules periodically.",,Refer to the documents,From date of agreement until otherwise notified,1. Hardcopy send to: MGF Project Manager Department of Veterans' Affairs GPO Box 9998 BrisbaneQLD4000 OR2. Email to: MGF Project Manager mgf.contracts@dva.gov.au,View Addenda,,
Department of Veterans' Affairs Community Nursing Services Invitation,https://www.tenders.gov.au/Atm/Show/ed5d2e52-a2d6-b2ff-b6be-57bd37f2c8e4,CNS16,Department of Veterans' Affairs,85100000 - Comprehensive health services,30-Jun-2022 12:00 pm (ACT Local Time) Show close time for other time zones,16-Mar-2016,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender,No,Yes,,"  The Commonwealth, as represented by the Department of Veterans' Affairs, the Repatriation Commission and the Military Rehabilitation and Compensation Commission (collectively referred to as DVA) currently have Community Nursing Services Agreements expiring on 30 June 2016. The aim of DVA’s Community Nursing Program is to enhance the independence and health outcomes of an entitled person by avoiding early admission to hospital and/or residential care by providing access to community nursing services to meet an entitled person’s assed clinical and/or personal care needs.    These community nursing services are delivered by a skills mix of registered nurses, enrolled nurses and nursing support staff.   DVA is inviting suitably qualified organisations to provide community nursing services to the veteran community.   The Invitation documents provided on AusTender comprise:   •            Community Nursing Terms and Conditions;   •            Notes for Community Nursing Providers;   •            Community Nursing Schedule of Fees; and the   •            Community Nursing Pro Forma on Administrative Information.   The new Community Nursing Services Agreement (the Agreement) will simplify and streamline the process for Providers.      The new Agreement features:   •            No competition – all qualified Providers can participate;   •            An overall objective of maximising the numbers of participating Providers, to achieve wide service access for entitled persons;   •            Red tape reduction - Providers are no longer required to commit expert resources to prepare and submit substantial tender documentation.    The new Agreement requires Providers to only submit a signed copy of the Terms and Conditions for Provision of Community Nursing Services and completed copy of the Community Nursing Pro Forma on Administrative Information to DVA; and   •            Increased flexibility and an open opportunity to contract with DVA - Providers can enter, exit or re-enter a contract with DVA at any time, without prejudice.   The CNS16 checklist sets out the key steps for organisations wishing to accept the new Agreement being offered.    For more information about the Invitation, please watch the video at:  https://youtu.be/GKzvCqvLKns   Interested organisations should note that any queries of clarifications questions should only be directed through the single-point of contact email address:  CN.AGREEMENT@dva.gov.au Please note: In order to have an agreement in place from 1 July 2016 your response should be received by 29 April 2016.    You may submit a response at any time, however it cannot be guaranteed that it will be processed by 1 July 2016.    ",,Refer to invitation documents,Refer to invitation documents,CN.AGREEMENT@dva.gov.au,View Addenda,,
Invitation to provide Day Procedure Centre Services to the Veteran Community,https://www.tenders.gov.au/Atm/Show/5e64113b-fa93-08b6-3f97-0550a53cf679,DPC-2017,Department of Veterans' Affairs,85100000 - Comprehensive health services,30-Jun-2022 5:00 pm (ACT Local Time) Show close time for other time zones,20-Apr-2017,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Request for Tender APP Reference: DPC2016,No,Yes,,"The Invitation to provide Day Procedure Centre Services to the Veteran Community  seeks to ensure that the veteran and Defence Force communities, and their treating doctors, continue to have wide access to high quality stand-alone Day Procedure Centre services.    Eligible providers are invited to submit an  Invitation Response Proforma  and apply to contract with DVA through a new, simplified arrangement. The key features of the new arrangements are: an overall objective of maximising the numbers of participating providers, to achieve wide access to DPCs for the veteran community; there is no formal comparison of responses against each other; providers are required to submit their fee tables and acknowledge their compliance with the terms and conditions of this Invitation; providers declare their ability to comply with DVA’s terms and conditions of the DPC Services Agreement; providers can submit a response and apply to enter into the DPC Services Agreement at any time while this Invitation is available on AusTender; the Agreement will continue until either party ends the arrangements; and there is a standard DPC Services Agreement with negotiation only on fees to ensure value for money.","To find out more about this Tender, please visit the following YouTube links: Information on  DVA’s Invitation to Provide Day Procedure Centre Services to the Veteran Community Information on  how to complete DVA’s DPC Invitation",Refer to the Invitation document,Refer to the Invitation document,DPC.INVITATION@dva.gov.au,View Addenda,,
Private Hospital Services,https://www.tenders.gov.au/Atm/Show/89b9dac6-0325-6a7c-78ad-4744eeb8be18,PHS-16,Department of Veterans' Affairs,85100000 - Comprehensive health services,30-Jun-2022 5:00 pm (ACT Local Time) Show close time for other time zones,22-Oct-2015,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,Yes,No,,"  DVA is seeking the provision of Private Hospital services for Entitled Persons by publishing this  Invitation to Provide Private Hospital Services to the Veteran Community .     DVA serves Australia’s veteran community, through the provision of programmes of care, compensation and commemoration.          DVA’s aim is to secure high quality private hospital care for Entitled Persons delivered for a fair price, at the most convenient locations for Entitled Persons.    As the veteran community ages, their capacity to access a wider range of care appropriate to their needs is increasingly important.    Managing emerging and different needs of contemporary veterans is also a priority.    DVA also aims to continually improve the quality and safety of services, and the health outcomes for DVA clients, through the purchase of evidence-based treatment services.       DVA’s New Approach to Contracting for Private Hospital Services   In the past DVA contracted with Private Hospitals for services to Entitled Persons through a Request for Tenders (RFT).      The current process that DVA is engaging in with Private Hospital providers is not an RFT.   DVA has introduced new arrangements for providers to contract with DVA. This is a simplified contracting model that DVA is using to facilitate engagement with suitably qualified providers.       A summary of the key features of the new arrangements are:   maximising the numbers of participating providers to achieve wide access to private hospitals services for the veteran community; there is no competition, all qualified providers can participate; while providers are required to submit the fee tables, there is no requirement for tender submission or evaluation of tenders; providers self-certify their compliance with DVA’s terms and conditions of the Hospital Services Agreement;  providers can enter into the Hospital Services Agreement at any time and the Hospital Services Agreement will continue until DVA ends the arrangements or the Contracting Entity exits the arrangements with DVA; and negotiation only on fees to ensure value for money.  ",,Refer to documentation,Until DVA terminates the arrangements,RESP.PRIV.HOSPITALS@dva.gov.au,View Addenda,All Agencies,
