ATM ID,Category,Description,Title,_id
CIOG 049/09,Management advisory services,The Australian Defence Organisation (ADO) is seeking a Deputy Project Manager for the JP2099 Project CERTE.,CIOG049/09 – Project Manager JP2099 Project CERTE,6162aa1fe1b7f5c73e6fe3f0
RFT 030-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the ICT Sourcing Program to perform ICT Services.  The Specified Personnel will fill a set of roles related to Strategy and Architecture work. In all roles the Specified Personnel will be responsible for defining the structure, services and information provided by each component of the enterprise architecture, as well as mentoring personnel in the Architect role. ",Enterprise Archictectural Advisor,6162aa1fe1b7f5c73e6fe3f1
DAFF 164/09,Natural resources management or conservation strategy planning services,Request for tender for National Weeds Management Facilitator and Secretariat Services for the Australian Weeds Committee.  ,RFT for the Expected Services of a National Weeds Management Facilitator and Secretariat Services for the Australian Weeds Committee,6162aa1fe1b7f5c73e6fe3f2
DEEWR RFT PRN22950,Education and Training Services,Provision of Certificate IV in Government for 2009 Graduate Program.,Provision of Certificate IV in Government for 2009 Graduate Program,6162aa1fe1b7f5c73e6fe3f3
RFT 3-2009,Educational institutions,Provision of Educational Registration and Accreditation Consultancy Services - provide advice and guidance through the registration and accreditation process.,Educational Registration & Accreditation Consultancy Services (AIPM),6162aa1fe1b7f5c73e6fe3f4
ACCC RFT 2009-03,Management advisory services,"The ACCC is interested in establishing a panel (“Panel”) of suitably qualified firms or individuals to provide expert economic advice to the Commonwealth of Australia, as represented by the ACCC and AER. ACCC offices are located in Canberra, Melbourne, Sydney, Adelaide, Perth, Brisbane, Hobart, Darwin and Townsville. Advice may be required on site or remotely at one or all of the previously defined office locations. ","Expert (Economic, Financial and Technical) Consultancy Panel for the Australian Competition and Consumer Commission and the Australian Energy Regulatory",6162aa1fe1b7f5c73e6fe3f5
ITR002-HQ09,Specialised educational services,"The aim of the Capability Training Management Programme, is to prepare selected career officers for initial appointments as Capability & Technology Managers.",Provision of a Masters Degree in Project (Capability and Acquisition) for the Capability and Technology Management College,6162aa1fe1b7f5c73e6fe3f6
RFT 031-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Information and Communications Technology line to perform ICT Services.  The Tax Office requires the services of a Senior Midrange Developer to maintain and enhance the Superannuation .net and VB systemsThe Specified Personnel will take on a critical role in delivering new functionality for the SuperSeeker and Portability Form project and mentoring other permanent staff in delivering enhancements to CERCOS and DASP.This role is based in Canberra and requires a Highly Protected security clearance, or the ability to acquire this clearance.",Senior Midrange Developer.Net,6162aa1fe1b7f5c73e6fe3f7
RFT 032-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The CAL (Centralised Audit Logging) project is a key deliverable in the IT program of work.The CAL project has been in existence for some two years or more and is finally arriving at the stage where construction and implementation can occur. CAL uses managed file transfer to move audit log data files to a central repository for investigators and provides user search and investigatory facilities.The Tax Office requires the services of a Centralised Audit Logging Test Manager with the relevant skills to perform the outlined services..  ",Test Manager,6162aa1fe1b7f5c73e6fe3f8
RFTS09-0123,Healthcare Services,To test the market for the provision of health promotion programs.,Health Promotions Program,6162aa1fe1b7f5c73e6fe3f9
RET09/1000005,Strategic planning consultation services,Technical and financial services,Professional Advisory Services – CCS Flagships Program,6162aa1fe1b7f5c73e6fe3fa
RFT 033-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.ICT is responsible for developing, implementing and maintaining various systems to support the business objectives of the ATO. This includes legislative generated change to legacy IT systems. The legacy systems supported include a diverse range of large mainframe applications. The positions are in the team engaged in the development and/or support of functionality for existing applications. ",Mainframe Developers / Technical Specialists,6162aa1fe1b7f5c73e6fe3fb
09590,Education and Training Services,Provision of professional services to deliver the Customs international executive management program. ,Develop and Deliver the Customs International Executive Management Program,6162aa1fe1b7f5c73e6fe3fc
RFT 036-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Core Business Applications to perform ICT Services.    The Electronic Commerce Interface (ECI) team within Enterprise Applications are looking for Java Technical Specialists to enhance the Electronic Commerce Interface system. The ECI application is used by the Tax Office to electronically send and receive taxpayer related and correspondence data to and from external clients in a secure manner using PKI. These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance. ",Java Technical Specialists,6162aa1fe1b7f5c73e6fe3fd
RFT 034-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises in the Tax Time 2010 Project team of the Enterprise Solutions and Technology Business Line to perform ICT Services.  The Tax Time 2010 project in Enterprise Solutions and Technology business line has a requirement for two senior Universe analyst/programmer contractors to develop and support its mid-range applications.These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance",Universe Analysy/Programmers,6162aa1fe1b7f5c73e6fe3fe
RFT 035-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.   The Tax Time 2010 Project Team in the Enterprise Solutions and Technology business line has a requirement for two Senior Microsoft Programmers to develop and support its mid-range applications.These positions are based in our National Office and require a Highly Protected security clearance, or the ability to acquire this clearance.",Senior Microsoft Programmers,6162aa1fe1b7f5c73e6fe3ff
RFT 037-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the ICT Sourcing Program to perform ICT Services. The Tax Office has commenced an ICT Sourcing Program (ICTSP) to establish replacement contracts for IT services.The ICT Sourcing Program has a requirement for one (1) Project Manager who will be responsible for planning, executing and finalising various projects within the Managed Network Services transition team, specifically managing telephony projects including telephony IP networks, speech recognition, CTI, PABX, voicemail and contact centres.These positions are based in our National Office and require an In-Confidence security clearance, or the ability to acquire this clearance. ",ICT Telephony Project Manager,6162aa1fe1b7f5c73e6fe400
AC20091,Strategic planning consultation services,"Consultation and Evaluation Process   The relevant Australia Council tender process will be employed to select a consultant, with proven track record in critical evaluation and knowledge of and credibility in the sector, to undertake the consultation process, the evaluation and finalise the report. ",Evaluation Report Visual Arts and Craft Strategy Stage Two,6162aa1fe1b7f5c73e6fe401
DAFF 169/09,Engineering and Research and Technology Based Services,Request for tender for the provision of laboratory analytical services for the National Residue Survey,RFT for the provision of laboratory analytical services for the National Residue Survey,6162aa1fe1b7f5c73e6fe402
RFT 039-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Enterprise Applications (EA) – Program Management Office team within ATO-IOCT provides support for and delivers applications for the ATO.This Team requires the services of a Quality Improvement Officer who will be responsible for implementing and delivering continuous improvement strategies throughout Enterprise Applications.This existing position is located in our National Office in Canberra and requires a Highly Protected security clearance. ",Quality Improvement Officer,6162aa1fe1b7f5c73e6fe403
CRS RFT 02/2009,Education and Training Services, This Request for Tender seeks Tenders from suitably skilled and experienced persons or organisations who are interested in entering into a Deed of Standing Offer for the provision of Coaching and Mentoring Training to CRS Australia.,Provision of Coaching and Mentoring Training,6162aa1fe1b7f5c73e6fe404
RFT 038-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Applications and Information Architecture to perform ICT Services.The Applications and Information Architecture Team forms part of Strategy, Planning & Assurance (SP&A) and is focussed on the Enterprise and Solution Architecture aspects relevant to the Tax Office’s work program.The Program has a requirement for two (2) Enterprise Architects (Specified Personnel) to work closely with a wide range of Tax Office business and IT staff to advise on modelling at our National Office in Canberra.",Enterprise Architects,6162aa1fe1b7f5c73e6fe405
RFT 49-2009,Healthcare Services,Provision of Forensic Medical and related services to the AFP,ACT Policing Forensic Medical Services,6162aa1fe1b7f5c73e6fe406
DAFF 170/09,Engineering and Research and Technology Based Services,Request for tender for the provision of analytical testing for the National Residue Survey - herbicides in grains.,RFT for provision of analytical testing for the National Residue Survey - herbicides in grains,6162aa1fe1b7f5c73e6fe407
RFT SEA1000-2009-011,Engineering and Research and Technology Based Services,"Project SEA 1000 covers the proposed acquisition of the Royal Australian Navy’s Future Submarine, to replace the Collins Class submarines as they are withdrawn from service from 2025.  Preliminary work is aimed at supporting future project submissions to Government.",Domestic Submarine Design Capability Review,6162aa1fe1b7f5c73e6fe408
09/3556,Management advisory services,"The Department wishes to engage the services of a suitably qualified and experienced provider of specialist advice for its annual insurance reviews of the 21 leased federal airports, as well as provision of advice on wider aviation insurance issues and general developments/trends in the broader insurance industry as required.  ",RFT for the provision of insurance advisory services relating to leased federal airports.,6162aa1fe1b7f5c73e6fe409
ComSuper RFT 09/09,Strategic planning consultation services,ComSuper requires a Consultant to undertake benchmarking services to demonstrate competitiveness to its trustees and other stakeholders. The services will aim to demonstrate efficiency and to identify avenues for process improvement.,Benchmarking and Ancillary Consultancy Services,6162aa1fe1b7f5c73e6fe40a
CS 03/09,Healthcare Services,VVCS – Veterans and Veterans Families Counselling Service is seeking to form a panel of appropriately qualified professionals to provide clinical supervision and related services to VVCS counsellors in the proximity of 15 VVCS centres.  ,VVCS Clinical Supervisors,6162aa1fe1b7f5c73e6fe40b
FaHCSIA/09/RFT667,Social policy services,"The Australian Government Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of consultancy services to develop National Standards for Out-of-Home Care.The National Framework for Protecting Australia’s Children was endorsed by the Council of Australian Governments (COAG) on 30 April 2009. The development of National Standards for Out-of-Home Care is one of the key, early actions under the National Framework. ",To develop National Standards for Out of-Home Care,6162aa1fe1b7f5c73e6fe40c
OPC 04/09,Healthcare Services,VVCS is seeking appropriately qualified professionals to provide Outreach Program counselling services ,OUTREACH PROGRAM COUNSELLORS,6162aa1fe1b7f5c73e6fe40d
RFT CA01/0910,Healthcare Services,"Establishment of a Standing Offer for Stakeholder Consultation, Literature Review and Data Collection Services as well as an initial project: Consultation Process and Literature Review – Role Redesign Primary Care","Establishment of a Standing Offer for Stakeholder Consultation, Literature Review and Data Collection Services",6162aa1fe1b7f5c73e6fe40e
PMC 2009 P0034,Management advisory services,Review of Government Port Reviews,Consultancy services for Review of Government Port Reviews,6162aa1fe1b7f5c73e6fe40f
RFT 2009/1109515,Engineering and Research and Technology Based Services,"Command, Control, Communications and Intelligence Division (C3ID), Defence Science and Technology Organisation (DSTO) at Edinburgh, South Australia, has a requirement for the provision of engineering support.",Provision of Engineering Support Minisec3,6162aa1fe1b7f5c73e6fe410
09ACMA072,Economics,A Request for Tender in Relation to Inclusion in a Multi-Use List for the Provision of Economic Consultancy Services.,Economic Consultancy Services,6162aa1fe1b7f5c73e6fe411
0910/019,Engineering and Research and Technology Based Services,The National Film and Sound Archive (NFSA) is seeking to engage the services of a suitably qualified company to undertake supplying the NFSA’s online publishing and website development requirements.,Website Content Publishing System and Development Services,6162aa1fe1b7f5c73e6fe412
RFT CDSS 05-2009,Specialised educational services,"The Centre for Defence and Strategic Studies (CDSS), Australian Defence College, is seeking tenders from suitable institutions to accredit the coursework Masters program, and provide academic assistance and advice to the Masters and Graduate Diploma programs of the Defence and Strategic Studies Course (DSSC).The Centre for Defence and Strategic Studies (CDSS) and its predecessor organisation have offered a 12 month intensive Defence and Strategic Studies Course (DSSC) since 1999.  The course is delivered by a range of academics from both Australia and overseas. Retired and serving practitioners, from both the public and private sector, also support the academic program.  These senior practitioners have vast experience in the national and international security policy field. ",Academic Support Services Contract,6162aa1fe1b7f5c73e6fe413
RFT 041-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office is seeking two (2) Specified Personnel who will be engaged to provide technical support for SAP versions ECC6.0 and SAP BI 7.0 and to undertake project work.The Specified Personnel will be engaged to perform the services in the Tax Office’s Canberra location and require a Highly Protected Security Clearance. ",SAP Developer,6162aa1fe1b7f5c73e6fe414
FWA-09/10-6,Strategic planning consultation services,"The objective for the project is to develop a research framework that is relevant to the objectives of Fair Work Australia (FWA) (addressing economic, social and workplace relations matters) and review available sources of information.",Research Framework & Data Strategy Development,6162aa1fe1b7f5c73e6fe415
AFMA 2010-1,Fishery research or experimentation services,Improving the economic efficiency of the Southern Squid Jig Fishery,Call for research proposal,6162aa1fe1b7f5c73e6fe416
2009/1100454,Engineering and Research and Technology Based Services,Software Engineering Support for Shapes Vector Network Management Activities.,Software Engineering Support,6162aa1fe1b7f5c73e6fe417
EOI TGA 07/0910,Medical science and research,Expertise and services for assessment of technical information.,"Request for expression of interest for the provision of expertise and services for assessment of technical information and/or performance evaluation of IVD's on a fee for service basis",6162aa1fe1b7f5c73e6fe418
MDB8,Natural resources management or conservation strategy planning services,The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of Water Resource Management and Ecological Services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Water Resource Management and Ecological Services Panel.,Provision of Water Resource Management and Ecological Services under a Panel arrangement,6162aa1fe1b7f5c73e6fe419
MDB8-1,Natural resources management or conservation strategy planning services,"The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of Monitoring, Evaluation, Enforcement and Quality Assurance services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Monitoring, Evaluation, Enforcement and Quality Assurance Panel.","Provision of Monitoring, Evaluation, Enforcement and Quality Assurance services under a Panel arrangement.",6162aa1fe1b7f5c73e6fe41a
MDB8-2,Natural resources management or conservation strategy planning services,"The aim of this Tender is to establish a panel of appropriately accredited and experienced service providers to undertake a range of social, economic and cultural services in support of the activities of the MDBA in its development and implementation of the Basin Plan. The panel arrangement will be known as the Social, Economic and Cultural Services Panel.","Provision of Social, Economic and Cultural Services under a Panel arrangement",6162aa1fe1b7f5c73e6fe41b
FWA-09/10-10,Strategic planning consultation services,Panel of experts to support Fair Work Australia (FWA) to review the research undertaken by the Minimum Wages Branch.,External Academic Referees (Panel),6162aa1fe1b7f5c73e6fe41c
FIN09/FMG001,Education and Training Services,Finance is seeking offers from organisations with the capacity and capability to provide the development and delivery of basic training in public sector financial management and budgeting.,Provision of the appointment of training providers to develop and deliver financial management and budgeting training to Australian Public Sector (APS) staff and other interested parties.,6162aa1fe1b7f5c73e6fe41d
RFT MBIT/6180/3/0010,Management advisory services,To Provide Logistics Information Systems Support Services Under A Standing Offer Panel Arrangement.,To Provide Logistics Information Systems Support Services Under A Standing Offer Panel Arrangement.,6162aa1fe1b7f5c73e6fe41e
AGD 09/2407,Engineering and Research and Technology Based Services,"The Commonwealth of Australia represented by the Attorney-General's Department is requesting Expressions of Interest from organisations with the capability to conduct modelling and/ or analysis of Australia’s infrastructure, networks and systems as part of the Critical Infrastructure Protection Modelling and Analysis (CIPMA) Program. The Department is looking to establish a Panel of specialist organisations to provide services to the CIPMA Program as needed.","Request for Expression of Interest to Establish a Panel of Specialists in Infrastructure, Networks and Systems Modelling and/or Analysis",6162aa1fe1b7f5c73e6fe41f
0910-0740,Education and Training Services,NATIONAL SOLAR AND HEAT PUMP HOT WATER TRANSITIONAL PLUMBERTRAINING PROGRAM,NATIONAL SOLAR AND HEAT PUMP HOT WATER TRANSITIONAL PLUMBER TRAINING PROGRAM,6162aa1fe1b7f5c73e6fe420
2009/1121502,Engineering and Research and Technology Based Services,Provision of Industrial Design Services. ,SIATM Industrial Design Services,6162aa1fe1b7f5c73e6fe421
Comcare T09-15,Strategic planning consultation services,Provision of Consultancy Services for the Comcare 2015 Strategic Plan,Provision of Consultancy Services for the Comcare 2015 Strategic Plan,6162aa1fe1b7f5c73e6fe422
RFT 043-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office's Enterprise Applications Team requires the services of a highly experienced and qualified Mainframe Technical Specialists to provide detailed technical support to the ATO Mainframe developer base for existing Tax Office’s applications and the Change Program. ",Mainframe Technical Specialist,6162aa1fe1b7f5c73e6fe423
RFT 042-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office is seeking the services of Mainframe Developers (Specified Personnel) who will work in teams within the Enterprise Applications Branch of the ICT Business Line. The Specified Personnel will work in the Tax Office developing and supporting functionality for critical Tax Office Production systems. These existing positions are based in Canberra and require a Highly Protected security clearance, or the ability to acquire this clearance. ",Mainframe Developers,6162aa1fe1b7f5c73e6fe424
RFT001/2009,Specialised educational services,The Smart Sustainment Program has been established to guide the Defence Materiel Organisation (DMO) and Defence through a multi year Strategic Reform Program (SRP). The SRP will identify and realise ongoing savings in sustainment activities which will be reinvested back into Defence to build a stronger Defence Force. The overall approach will be based on training frontline staff to participate and facilitate improvements that build stronger defence capabilities and sustainable organisational change. ,Design and Delivery of Level 2 Lean Training,6162aa1fe1b7f5c73e6fe425
RFT 09/52,Strategic planning consultation services,DIAC seeks to engage suitably qualified organisations to provide high level strategic business advice and services. ,THE ESTABLISHMENT OF AN EXTERNAL ADVISORS PANEL FOR THE PROVISION OF HIGH LEVEL STRATEGIC BUSINESS ADVICE AND SERVICES,6162aa1fe1b7f5c73e6fe426
0910-0609,Engineering and Research and Technology Based Services,"The Department of the Environment, Water, Heritage and the Arts requires MySource Matrix Content Management System Support, Development and Training Services  to support the delivery of the Living Greener Web Portal.","Mysource Matrix Content Management System - Support, Development and Training",6162aa1fe1b7f5c73e6fe427
RFT 044-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's Canberra premises. Standard Business Reporting (SBR) is a Treasury led multi-agency initiative that aims to reduce the reporting burden on Australian businesses.The Tax Office SBR project has merged both the Business Solutions (BSol) and Office of the Chief Knowledge (OCKO) sections of the Tax Office for this project to gain economies of scale, skills transfer and increase succession and contingency planning. To ensure the timely delivery of the project there is a requirement for a number of Specified Personnel to perform the role of Business Analyst/Data Modellers. The positions are located in Canberra to deliver the Tax Office agency contribution to the SBR program and require a Highly Protected Security Clearance.",Business Analyst / Data Modeller,6162aa1fe1b7f5c73e6fe428
OPC 05/09,Healthcare Services,VVCS is seeking appropriately qualified professionals to provide Outreach Program counselling services ,OUTREACH PROGRAM COUNSELLORS,6162aa1fe1b7f5c73e6fe429
CRS 03/09,Education and Training Services,CRS Australia requires the services of an external training organisation to provide training courses in professional development for CRS Australia staff when working with employers.,Working with employers training services,6162aa1fe1b7f5c73e6fe42a
FIN09/AGI016,Management advisory services,Request for Tender for P3M3 Organisational Capability Maturity Assessment services panel.,Provision of Organisational Capability Maturity Assessment Services,6162aa1fe1b7f5c73e6fe42b
AFMA 2010-2,Fishery research or experimentation services,Commonwealth Fisheries Research Opportunities for projects starting in the 2010-11 financial year,Commonwealth Fisheries Research Opportunities,6162aa1fe1b7f5c73e6fe42c
RFT 046-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Australian Valuations Office (AVO) to perform ICT Services.  The Australian Valuation Office (AVO) IT Service Desk has been established, to provide first and second level support to internal AVO staff located around Australia.The AVO has a requirement for two (2) IT Help desk operators in their Canberra Office.This position is a security assessed position and the successful applicant will be required to possess a highly protected security clearance or have the ability to obtain the clearance.",IT Helpdesk Operator,6162aa1fe1b7f5c73e6fe42d
RFT 047-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office has recently completed an upgrade of SAP to ECC6 and will be implementing the SAP Enterprise Learning Management Solution in this financial year.The ICT Business Line has a requirement for a Specified Personnel (Contractor) in a role within the EST SAP Maintenance and Support Team.  This team provides production system support for SAP and ESS. This new role requires the Specified Personnel to have or be able to acquire a Highly Protected Security Clearance.",SAP Portal Developer/Administrator,6162aa1fe1b7f5c73e6fe42e
OSCDF/CODO/2009/1,Management advisory services,The Department of Defence is seeking expression of interest from suitability qualified organisations to join a Register for the provision of specialist Business Continuity Management consulting services.,Invitation to Register for the provision of Business Continuity Management Consulting Services to the Department of Defence,6162aa1fe1b7f5c73e6fe42f
MDB12,Natural resources management or conservation strategy planning services,"To assist both the development of the Basin Plan and in the determination of the socio-economic implications of the proposed Basin Plan the Murray-Darling Basin Authority (MDBA) is seeking to procure services in relation to social and economic advice, modelling and analysis. The services cover two aspects: one at the Basin-wide and regional scale economic modelling end of the required analysis (“Social and economic advice, modelling and analysis”), the other concentrating on identifying major local level impacts in selected locations and in compiling the refined versions of the community profiles (“Economic and social profiles and impact assessments in the Murray-Darling Basin”).","Social and Economic Advice, Modelling and Analysis",6162aa1fe1b7f5c73e6fe430
CA-RFT-0910/02,Healthcare Services,Developing Cancer Data Collection Methodologies,Developing Cancer Data Collection Methodologies,6162aa1fe1b7f5c73e6fe431
MDB33,Natural resources management or conservation strategy planning services,"The Murray-Darling Basin Authority (MDBA) is developing a Plan for the long-term management of the Murray-Darling Basin.    This will require extensive consultation with stakeholders, including the community.  Consultation will take traditional forms – such as town hall meetings, and shopfronts, as well as new innovative social media forms, such as online forums.   We are seeking the services of a professional, experienced company to develop a range of forums to enhance our online engagement with our stakeholders.    In addition, we required that the successful tenderer be able to support the engagement through the provision of contact services (moderating and responding to web activities) and answering calls to our hotline number.   Development of online forums will commence as soon as the contract commences, and the support services will be required during our public consultation period (four months commencing in mid 2010).",Provision of Social Media applications and Contact Centre operations to support the engagement process in relation to the development and delivery of the Basin Plan,6162aa1fe1b7f5c73e6fe432
GBRMPA RQ006717,Temporary research and development services,   The Great Barrier Reef Marine Park Authority’s (GBRMPA) Reef Rescue Indigenous Land and Sea Country Partnerships Program is a component of the Commonwealth Government’s Caring for Our Country - Reef Rescue election commitment.  Through the program the GBRMPA will work closely with Indigenous communities in the management and protection of the Great Barrier Reef.,Sea Country Guardians Education Program,6162aa1fe1b7f5c73e6fe433
MDB13,Natural resources management or conservation strategy planning services,"The MDBA’s NRM Division is currently seeking to commission a range of studies to better understand the impacts of risks to the quantity and quality of water resources of the Basin.  These projects are broadly grouped as:1. Studies on risks driven by climate change 2. Studies on risks relating to catchment processes 3. Studies on risks arising from direct water interception and use, and4. Case studies and development of methods and tools to address the above.The risk assessments will inform the development of better management strategies by anticipating the impacts of these risks, the likelihood of their occurrence and their consequences.Expressions of Interest are sought from service providers with expertise in the areas of investigation listed above.  Detailed project briefs for the individual projects are currently being developed and service providers who are shortlisted will be invited to submit proposals for all or some of these projects.  ","Assessment of current and potential risks to the quantity and quality of the Murray-Darling Basin's water resources",6162aa1fe1b7f5c73e6fe434
AUSAID0934,Economics,"AusAID is establishing an Economics Advisory Panel to provide economics support services to the AusAID program over the next three years. Panelists will, as a community of economics experts, constitute an important resource for AusAID and its partners.  The Economics Advisory Panel will be divided into four technical expertise categories: Macroeconomics; Microeconomics; Trade; and Private Sector Development. ",ECONOMICS ADVISORY PANEL – PERIOD OFFER,6162aa1fe1b7f5c73e6fe435
AusAID0935,Education and Training Services,"Four primary scholarship programs will be supported by this tender: the Australian Development Scholarships which is targeted to PNG’s priority human resource and development needs through full time postgraduate and undergraduate study in Australia; the Australian Leadership Awards to develop leadership and build linkages within the Asia-Pacific; and the NZ Development Scholarships-Public and NZ Development Scholarships-Open Categories both seeking to strengthen PNG’s human resource base by supporting identified priority areas. The services include scholarship promotion and selection, placement of students into Australian and New Zealand universities, and assisting students returning to PNG.",Scholarships PNG,6162aa1fe1b7f5c73e6fe436
RFT 048-2009,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's Canberra premises. Standard Business Reporting (SBR) is a Treasury led multi-agency initiative that aims to reduce the reporting burden on Australian businesses.The Tax Office SBR project has merged both the Business Solutions (BSol) and Office of the Chief Knowledge (OCKO) sections of the Tax Office for this project to gain economies of scale, skills transfer and increase succession and contingency planning. To ensure the timely delivery of the project there is a requirement for a number of Specified Personnel to perform the role of Business Analyst/Data Modellers.The positions are located in Canberra to deliver the Tax Office agency contribution to the SBR program and require a Highly Protected Security Clearance.This new process is a result of the Tax Office being unable to secure sufficient numbers of Specified Personnel with the required levels of skill and experience from RFT 044-2009.",Business Analyst/Data Modeller,6162aa1fe1b7f5c73e6fe437
PRI - 00000043,Economic analysis,"Australia’s Future Research Workforce – Supply, Demand and Influence Factors study","Australia's Future Research Workforce – Supply, Demand and Influence Factors study",6162aa1fe1b7f5c73e6fe438
PRI - 00000189,Engineering and Research and Technology Based Services,"The Department invites suitably qualified contractors to submit a tender for the provision of expertise in diagnosing and linking to appropriate technology, technical knowledge and research solutions to improve the existing operations of Enterprise Connect clients.",Technology and Technical Knowledge Advice,6162aa1fe1b7f5c73e6fe439
GBRMPA RQ006718,Temporary research and development services,The Great Barrier Reef Marine Park Authority’s (GBRMPA) Reef Rescue Land and Sea Country Indigenous Partnerships Program is a component of the Commonwealth Government’s Caring for Our Country - Reef Rescue election commitment. Through the program the GBRMPA will engage Indigenous communities in the management and protection of the Great Barrier Reef and will:,Enhancing Sea Country Management,6162aa1fe1b7f5c73e6fe43a
ASA RFT PRN 2546,Engineering and Research and Technology Based Services,"Airservices Australia provides navigational and communications capability across Australia for the aviation industry.  To do this Airservices Australia maintains equipment on a large number of sites across the country.  As part of our program to maintain, repair and replace equipment, Airservices requires detailed site information including site surveys, geotechnical surveys, asset condition reports and environmental information on each of these sites.Airservices Australia is seeking a contractor to provide a variety of site survey services across a large number of sites.  The requirement is for services for specific projects as well as capacity to provide services into the future, as required.",Provision of Site Survey Services,6162aa1fe1b7f5c73e6fe43b
DEEWR RFT PRN24554,Educational and research structures,Youth Connections Specialised Services - SA,Youth Connections - Specialised Services,6162aa1fe1b7f5c73e6fe43c
DFAT09-APO-16,Engineering and Research and Technology Based Services,Mainframe Computing Services including Help Desk and Disaster Recovery Services for the Australian Passport Office,Mainframe Computing Services,6162aa1fe1b7f5c73e6fe43d
RFT CA 0910/04,Healthcare Services,This is an invitation to suppliers with expertise in the area of development of project and program performance and outcomes measures.,Cancer Australia: Development of Project and Program Performance and Outcomes Measures,6162aa1fe1b7f5c73e6fe43e
DAFF 175/09,Strategic planning consultation services,Request for Tender for the provision of skilled facilitation to progress the development of an Australian animal health scanning network.,RFT for the provision of skilled facilitation to progress the development of an Australian animal health scanning network,6162aa1fe1b7f5c73e6fe43f
