Staff ID,value,weight
Canberra00396,MEDICAL AND HEALTH,2.27
Canberra00222,"LANGUAGE, COMMUNICATION AND CULTURE",2.27
Canberra00297,ENGINEERING,2.26
Canberra00094,HISTORY AND ARCHAEOLOGY,2.26
Canberra00317,OTHERS(RELEVANT),2.26
Canberra00295,PSYCHOLOGY AND COGNITIVE SCIENCES,2.26
Canberra00039,EARTH,2.26
Canberra00428,ENGINEERING,2.26
Canberra00305,STUDIES IN HUMAN SOCIETY,2.25
Canberra00387,AGRICULTURAL AND VETERINARY,2.25
Canberra00270,OTHERS(IRRELEVANT),2.25
Canberra00287,EARTH,2.25
Canberra00410,TECHNOLOGY,2.24
Canberra00221,EDUCATION,2.24
Canberra00183,ECONOMICS,2.23
Canberra00228,INFORMATION AND COMPUTING,2.23
Canberra00410,MEDICAL AND HEALTH,2.23
Canberra00320,LAW AND LEGAL STUDIES,2.22
Canberra00026,ECONOMICS,2.22
Canberra00115,HISTORY AND ARCHAEOLOGY,2.22
Canberra00277,TECHNOLOGY,2.22
Canberra00098,ECONOMICS,2.21
Canberra00117,MEDICAL AND HEALTH,2.21
Canberra00087,AGRICULTURAL AND VETERINARY,2.21
Canberra00310,AGRICULTURAL AND VETERINARY,2.21
Canberra00039,BIOLOGICAL,2.21
Canberra00323,INFORMATION AND COMPUTING,2.21
Canberra00320,PHILOSOPHY AND RELIGIOUS STUDIES,2.21
Canberra00099,EARTH,2.2
Canberra00125,EDUCATION,2.2
Canberra00410,"LANGUAGE, COMMUNICATION AND CULTURE",2.2
Canberra00176,PHILOSOPHY AND RELIGIOUS STUDIES,2.2
Canberra00250,STUDIES IN HUMAN SOCIETY,2.2
Canberra00099,BIOLOGICAL,2.2
Canberra00430,HISTORY AND ARCHAEOLOGY,2.2
Canberra00368,OTHERS(IRRELEVANT),2.2
Canberra00325,MEDICAL AND HEALTH,2.19
Canberra00183,OTHERS(IRRELEVANT),2.19
Canberra00163,OTHERS(RELEVANT),2.19
Canberra00162,LAW AND LEGAL STUDIES,2.19
Canberra00148,"LANGUAGE, COMMUNICATION AND CULTURE",2.18
Canberra00081,MEDICAL AND HEALTH,2.18
Canberra00303,PSYCHOLOGY AND COGNITIVE SCIENCES,2.18
Canberra00434,OTHERS(IRRELEVANT),2.18
Canberra00285,OTHERS(IRRELEVANT),2.18
Canberra00146,STUDIES IN HUMAN SOCIETY,2.17
Canberra00023,STUDIES IN CREATIVE ARTS AND WRITING,2.17
Canberra00118,BIOLOGICAL,2.17
Canberra00027,OTHERS(RELEVANT),2.17
Canberra00078,LAW AND LEGAL STUDIES,2.17
Canberra00089,EARTH,2.17
Canberra00273,OTHERS(IRRELEVANT),2.17
Canberra00230,OTHERS(IRRELEVANT),2.17
Canberra00387,CHEMICAL,2.17
Canberra00216,ENVIRONMENTAL,2.17
Canberra00094,MEDICAL AND HEALTH,2.17
Canberra00171,"LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00044,OTHERS(RELEVANT),2.16
Canberra00126,EARTH,2.16
Canberra00313,"LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00015,OTHERS(RELEVANT),2.16
Canberra00312,MEDICAL AND HEALTH,2.16
Canberra00167,STUDIES IN HUMAN SOCIETY,2.16
Canberra00027,STUDIES IN HUMAN SOCIETY,2.16
Canberra00170,AGRICULTURAL AND VETERINARY,2.16
Canberra00063,BUILT ENVIRONMENT AND DESIGN,2.16
Canberra00075,OTHERS(RELEVANT),2.16
Canberra00171,STUDIES IN HUMAN SOCIETY,2.16
Canberra00167,"LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00281,MEDICAL AND HEALTH,2.15
Canberra00106,ENVIRONMENTAL,2.15
Canberra00213,HISTORY AND ARCHAEOLOGY,2.15
Canberra00157,OTHERS(RELEVANT),2.15
Canberra00250,BIOLOGICAL,2.15
Canberra00099,STUDIES IN HUMAN SOCIETY,2.14
Canberra00392,LAW AND LEGAL STUDIES,2.14
Canberra00190,PSYCHOLOGY AND COGNITIVE SCIENCES,2.14
Canberra00307,OTHERS(IRRELEVANT),2.14
Canberra00237,MEDICAL AND HEALTH,2.14
Canberra00126,TECHNOLOGY,2.13
Canberra00181,LAW AND LEGAL STUDIES,2.13
Canberra00250,MEDICAL AND HEALTH,2.13
Canberra00224,OTHERS(IRRELEVANT),2.12
Canberra00296,BIOLOGICAL,2.12
Canberra00152,OTHERS(IRRELEVANT),2.12
Canberra00287,"LANGUAGE, COMMUNICATION AND CULTURE",2.12
Canberra00093,TECHNOLOGY,2.11
Canberra00231,STUDIES IN HUMAN SOCIETY,2.11
Canberra00353,STUDIES IN HUMAN SOCIETY,2.11
Canberra00377,HISTORY AND ARCHAEOLOGY,2.11
Canberra00174,INFORMATION AND COMPUTING,2.11
Canberra00311,MEDICAL AND HEALTH,2.11
Canberra00166,ECONOMICS,2.11
Canberra00183,INFORMATION AND COMPUTING,2.11
Canberra00020,OTHERS(IRRELEVANT),2.1
Canberra00041,OTHERS(RELEVANT),2.1
Canberra00000,MEDICAL AND HEALTH,2.1
Canberra00280,OTHERS(RELEVANT),2.1
Canberra00039,MEDICAL AND HEALTH,2.1
Canberra00019,LAW AND LEGAL STUDIES,2.1
Canberra00139,BUILT ENVIRONMENT AND DESIGN,2.09
Canberra00210,OTHERS(RELEVANT),2.08
Canberra00415,MEDICAL AND HEALTH,2.08
Canberra00395,BIOLOGICAL,2.08
Canberra00419,PSYCHOLOGY AND COGNITIVE SCIENCES,2.07
Canberra00145,ENGINEERING,2.07
Canberra00256,ENVIRONMENTAL,2.07
Canberra00249,TECHNOLOGY,2.07
Canberra00227,"LANGUAGE, COMMUNICATION AND CULTURE",2.07
Canberra00336,"LANGUAGE, COMMUNICATION AND CULTURE",2.06
Canberra00162,HISTORY AND ARCHAEOLOGY,2.06
Canberra00065,OTHERS(RELEVANT),2.06
Canberra00139,OTHERS(IRRELEVANT),2.06
Canberra00009,OTHERS(IRRELEVANT),2.06
Canberra00189,PSYCHOLOGY AND COGNITIVE SCIENCES,2.06
Canberra00121,EARTH,2.06
Canberra00215,OTHERS(RELEVANT),2.06
Canberra00419,EARTH,2.05
Canberra00378,MEDICAL AND HEALTH,2.05
Canberra00295,TECHNOLOGY,2.05
Canberra00399,PSYCHOLOGY AND COGNITIVE SCIENCES,2.05
Canberra00036,MEDICAL AND HEALTH,2.05
Canberra00220,HISTORY AND ARCHAEOLOGY,2.05
Canberra00000,PSYCHOLOGY AND COGNITIVE SCIENCES,2.04
Canberra00290,LAW AND LEGAL STUDIES,2.04
Canberra00040,OTHERS(RELEVANT),2.04
Canberra00263,STUDIES IN HUMAN SOCIETY,2.04
Canberra00278,OTHERS(RELEVANT),2.03
Canberra00356,OTHERS(IRRELEVANT),2.03
Canberra00189,OTHERS(RELEVANT),2.03
Canberra00107,EARTH,2.03
Canberra00317,INFORMATION AND COMPUTING,2.03
Canberra00336,AGRICULTURAL AND VETERINARY,2.03
Canberra00087,PSYCHOLOGY AND COGNITIVE SCIENCES,2.03
Canberra00194,LAW AND LEGAL STUDIES,2.02
Canberra00286,BIOLOGICAL,2.02
Canberra00251,OTHERS(RELEVANT),2.02
Canberra00118,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.02
Canberra00331,INFORMATION AND COMPUTING,2.02
Canberra00041,OTHERS(IRRELEVANT),2.01
Canberra00327,STUDIES IN HUMAN SOCIETY,2.01
Canberra00063,OTHERS(RELEVANT),2.01
Canberra00304,ECONOMICS,2.01
Canberra00089,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.01
Canberra00118,OTHERS(RELEVANT),2.01
Canberra00270,ECONOMICS,2.01
Canberra00359,MEDICAL AND HEALTH,2
Canberra00159,INFORMATION AND COMPUTING,2
Canberra00281,STUDIES IN HUMAN SOCIETY,2
Canberra00401,ECONOMICS,2
Canberra00049,ECONOMICS,2
Canberra00227,MATHEMATICAL,2
Canberra00305,MATHEMATICAL,2
Canberra00237,OTHERS(RELEVANT),2
Canberra00231,MATHEMATICAL,2
Canberra00159,STUDIES IN HUMAN SOCIETY,2
Canberra00077,MATHEMATICAL,2
Canberra00114,AGRICULTURAL AND VETERINARY,2
Canberra00439,STUDIES IN HUMAN SOCIETY,1.99
Canberra00122,OTHERS(IRRELEVANT),1.99
Canberra00118,ENVIRONMENTAL,1.99
Canberra00325,OTHERS(RELEVANT),1.99
Canberra00133,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00381,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00080,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00243,EDUCATION,1.99
Canberra00294,TECHNOLOGY,1.99
Canberra00407,OTHERS(RELEVANT),1.98
Canberra00315,LAW AND LEGAL STUDIES,1.98
Canberra00380,ENGINEERING,1.98
Canberra00094,TECHNOLOGY,1.98
Canberra00420,ECONOMICS,1.98
Canberra00359,EDUCATION,1.98
Canberra00175,HISTORY AND ARCHAEOLOGY,1.98
Canberra00369,"LANGUAGE, COMMUNICATION AND CULTURE",1.98
Canberra00183,OTHERS(RELEVANT),1.98
Canberra00334,STUDIES IN HUMAN SOCIETY,1.97
Canberra00056,"LANGUAGE, COMMUNICATION AND CULTURE",1.97
Canberra00360,LAW AND LEGAL STUDIES,1.96
Canberra00147,EDUCATION,1.96
Canberra00299,OTHERS(RELEVANT),1.96
Canberra00421,"LANGUAGE, COMMUNICATION AND CULTURE",1.96
Canberra00311,OTHERS(RELEVANT),1.96
Canberra00192,CHEMICAL,1.96
Canberra00300,ECONOMICS,1.96
Canberra00015,STUDIES IN HUMAN SOCIETY,1.96
Canberra00199,MEDICAL AND HEALTH,1.96
Canberra00290,INFORMATION AND COMPUTING,1.96
Canberra00162,BIOLOGICAL,1.95
Canberra00212,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.95
Canberra00354,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.95
Canberra00254,STUDIES IN CREATIVE ARTS AND WRITING,1.95
Canberra00233,OTHERS(IRRELEVANT),1.94
Canberra00059,"LANGUAGE, COMMUNICATION AND CULTURE",1.94
Canberra00124,ECONOMICS,1.94
Canberra00448,STUDIES IN HUMAN SOCIETY,1.94
Canberra00337,STUDIES IN HUMAN SOCIETY,1.94
Canberra00192,EDUCATION,1.94
Canberra00026,STUDIES IN CREATIVE ARTS AND WRITING,1.94
Canberra00392,BIOLOGICAL,1.94
Canberra00117,TECHNOLOGY,1.94
Canberra00015,INFORMATION AND COMPUTING,1.94
Canberra00099,TECHNOLOGY,1.93
Canberra00029,"LANGUAGE, COMMUNICATION AND CULTURE",1.93
Canberra00153,OTHERS(IRRELEVANT),1.93
Canberra00419,AGRICULTURAL AND VETERINARY,1.92
Canberra00119,EDUCATION,1.92
Canberra00121,BIOLOGICAL,1.92
Canberra00288,HISTORY AND ARCHAEOLOGY,1.92
Canberra00165,TECHNOLOGY,1.92
Canberra00346,LAW AND LEGAL STUDIES,1.91
Canberra00258,OTHERS(RELEVANT),1.91
Canberra00397,OTHERS(RELEVANT),1.91
Canberra00295,ENVIRONMENTAL,1.91
Canberra00231,BIOLOGICAL,1.91
Canberra00079,PSYCHOLOGY AND COGNITIVE SCIENCES,1.9
Canberra00401,OTHERS(RELEVANT),1.9
Canberra00331,LAW AND LEGAL STUDIES,1.9
Canberra00436,PSYCHOLOGY AND COGNITIVE SCIENCES,1.9
Canberra00120,OTHERS(IRRELEVANT),1.9
Canberra00380,TECHNOLOGY,1.9
Canberra00022,TECHNOLOGY,1.9
Canberra00107,PSYCHOLOGY AND COGNITIVE SCIENCES,1.89
Canberra00213,LAW AND LEGAL STUDIES,1.89
Canberra00190,STUDIES IN HUMAN SOCIETY,1.89
Canberra00238,OTHERS(RELEVANT),1.89
Canberra00410,ECONOMICS,1.89
Canberra00112,EDUCATION,1.89
Canberra00109,EDUCATION,1.89
Canberra00277,PSYCHOLOGY AND COGNITIVE SCIENCES,1.89
Canberra00192,BIOLOGICAL,1.88
Canberra00432,OTHERS(RELEVANT),1.88
Canberra00407,AGRICULTURAL AND VETERINARY,1.88
Canberra00031,PSYCHOLOGY AND COGNITIVE SCIENCES,1.88
Canberra00380,"LANGUAGE, COMMUNICATION AND CULTURE",1.88
Canberra00368,EDUCATION,1.88
Canberra00419,BIOLOGICAL,1.88
Canberra00256,PSYCHOLOGY AND COGNITIVE SCIENCES,1.88
Canberra00215,MEDICAL AND HEALTH,1.88
Canberra00015,MEDICAL AND HEALTH,1.88
Canberra00205,INFORMATION AND COMPUTING,1.88
Canberra00000,STUDIES IN HUMAN SOCIETY,1.88
Canberra00286,STUDIES IN CREATIVE ARTS AND WRITING,1.88
Canberra00254,OTHERS(RELEVANT),1.87
Canberra00039,EDUCATION,1.87
Canberra00056,BIOLOGICAL,1.87
Canberra00433,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.87
Canberra00228,EDUCATION,1.87
Canberra00228,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.87
Canberra00270,EARTH,1.87
Canberra00153,STUDIES IN HUMAN SOCIETY,1.87
Canberra00329,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.87
Canberra00283,PSYCHOLOGY AND COGNITIVE SCIENCES,1.86
Canberra00088,MEDICAL AND HEALTH,1.86
Canberra00225,OTHERS(RELEVANT),1.86
Canberra00304,TECHNOLOGY,1.86
Canberra00430,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.86
Canberra00287,STUDIES IN CREATIVE ARTS AND WRITING,1.85
Canberra00105,EARTH,1.85
Canberra00160,ENVIRONMENTAL,1.85
Canberra00367,MEDICAL AND HEALTH,1.85
Canberra00242,EDUCATION,1.85
Canberra00428,PSYCHOLOGY AND COGNITIVE SCIENCES,1.85
Canberra00102,OTHERS(RELEVANT),1.85
Canberra00331,STUDIES IN CREATIVE ARTS AND WRITING,1.85
Canberra00320,EARTH,1.85
Canberra00052,OTHERS(IRRELEVANT),1.84
Canberra00164,OTHERS(RELEVANT),1.84
Canberra00183,EDUCATION,1.84
Canberra00289,OTHERS(RELEVANT),1.83
Canberra00277,ECONOMICS,1.83
Canberra00127,HISTORY AND ARCHAEOLOGY,1.83
Canberra00395,EDUCATION,1.83
Canberra00069,PHYSICAL,1.83
Canberra00392,"LANGUAGE, COMMUNICATION AND CULTURE",1.83
Canberra00307,OTHERS(RELEVANT),1.83
Canberra00291,HISTORY AND ARCHAEOLOGY,1.83
Canberra00327,EDUCATION,1.83
Canberra00166,LAW AND LEGAL STUDIES,1.83
Canberra00440,HISTORY AND ARCHAEOLOGY,1.83
Canberra00419,BUILT ENVIRONMENT AND DESIGN,1.83
Canberra00411,ECONOMICS,1.83
Canberra00077,STUDIES IN CREATIVE ARTS AND WRITING,1.83
Canberra00041,PSYCHOLOGY AND COGNITIVE SCIENCES,1.82
Canberra00013,HISTORY AND ARCHAEOLOGY,1.82
Canberra00273,"LANGUAGE, COMMUNICATION AND CULTURE",1.82
Canberra00275,STUDIES IN HUMAN SOCIETY,1.82
Canberra00295,ECONOMICS,1.82
Canberra00188,OTHERS(RELEVANT),1.82
Canberra00423,OTHERS(RELEVANT),1.82
Canberra00378,EDUCATION,1.81
Canberra00230,MATHEMATICAL,1.81
Canberra00201,BIOLOGICAL,1.81
Canberra00098,"LANGUAGE, COMMUNICATION AND CULTURE",1.81
Canberra00202,EDUCATION,1.81
Canberra00231,PSYCHOLOGY AND COGNITIVE SCIENCES,1.81
Canberra00398,MEDICAL AND HEALTH,1.81
Canberra00395,PSYCHOLOGY AND COGNITIVE SCIENCES,1.8
Canberra00369,MEDICAL AND HEALTH,1.8
Canberra00022,INFORMATION AND COMPUTING,1.8
Canberra00322,EDUCATION,1.79
Canberra00058,OTHERS(IRRELEVANT),1.79
Canberra00052,ECONOMICS,1.79
Canberra00430,PHILOSOPHY AND RELIGIOUS STUDIES,1.79
Canberra00418,"LANGUAGE, COMMUNICATION AND CULTURE",1.78
Canberra00381,PHILOSOPHY AND RELIGIOUS STUDIES,1.78
Canberra00078,HISTORY AND ARCHAEOLOGY,1.78
Canberra00164,EDUCATION,1.78
Canberra00001,OTHERS(RELEVANT),1.78
Canberra00263,BIOLOGICAL,1.78
Canberra00263,OTHERS(IRRELEVANT),1.78
Canberra00283,STUDIES IN HUMAN SOCIETY,1.78
Canberra00427,EDUCATION,1.78
Canberra00029,BIOLOGICAL,1.78
Canberra00108,STUDIES IN HUMAN SOCIETY,1.78
Canberra00440,INFORMATION AND COMPUTING,1.77
Canberra00158,OTHERS(IRRELEVANT),1.77
Canberra00319,LAW AND LEGAL STUDIES,1.77
Canberra00215,TECHNOLOGY,1.77
Canberra00143,ECONOMICS,1.77
Canberra00041,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.77
Canberra00055,OTHERS(IRRELEVANT),1.77
Canberra00205,OTHERS(RELEVANT),1.76
Canberra00339,OTHERS(IRRELEVANT),1.76
Canberra00298,OTHERS(RELEVANT),1.76
Canberra00305,PSYCHOLOGY AND COGNITIVE SCIENCES,1.76
Canberra00224,STUDIES IN HUMAN SOCIETY,1.76
Canberra00442,MEDICAL AND HEALTH,1.76
Canberra00091,AGRICULTURAL AND VETERINARY,1.76
Canberra00249,LAW AND LEGAL STUDIES,1.75
Canberra00399,MEDICAL AND HEALTH,1.75
Canberra00270,EDUCATION,1.74
Canberra00403,OTHERS(RELEVANT),1.74
Canberra00013,INFORMATION AND COMPUTING,1.74
Canberra00037,MEDICAL AND HEALTH,1.74
Canberra00087,STUDIES IN CREATIVE ARTS AND WRITING,1.74
Canberra00078,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.74
Canberra00160,STUDIES IN HUMAN SOCIETY,1.74
Canberra00411,BIOLOGICAL,1.74
Canberra00389,"LANGUAGE, COMMUNICATION AND CULTURE",1.73
Canberra00224,BUILT ENVIRONMENT AND DESIGN,1.72
Canberra00415,OTHERS(RELEVANT),1.72
Canberra00105,TECHNOLOGY,1.72
Canberra00073,PSYCHOLOGY AND COGNITIVE SCIENCES,1.72
Canberra00377,LAW AND LEGAL STUDIES,1.72
Canberra00298,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.72
Canberra00164,OTHERS(IRRELEVANT),1.71
Canberra00070,OTHERS(RELEVANT),1.71
Canberra00421,PSYCHOLOGY AND COGNITIVE SCIENCES,1.71
Canberra00249,HISTORY AND ARCHAEOLOGY,1.71
Canberra00029,HISTORY AND ARCHAEOLOGY,1.71
Canberra00081,OTHERS(IRRELEVANT),1.71
Canberra00010,OTHERS(RELEVANT),1.7
Canberra00368,INFORMATION AND COMPUTING,1.7
Canberra00323,OTHERS(IRRELEVANT),1.7
Canberra00099,MATHEMATICAL,1.7
Canberra00307,PSYCHOLOGY AND COGNITIVE SCIENCES,1.69
Canberra00158,OTHERS(RELEVANT),1.69
Canberra00243,ENVIRONMENTAL,1.69
Canberra00130,PHILOSOPHY AND RELIGIOUS STUDIES,1.68
Canberra00162,ECONOMICS,1.68
Canberra00373,BIOLOGICAL,1.68
Canberra00343,HISTORY AND ARCHAEOLOGY,1.67
Canberra00020,OTHERS(RELEVANT),1.67
Canberra00080,HISTORY AND ARCHAEOLOGY,1.67
Canberra00363,OTHERS(RELEVANT),1.67
Canberra00347,STUDIES IN HUMAN SOCIETY,1.67
Canberra00239,EDUCATION,1.67
Canberra00317,PSYCHOLOGY AND COGNITIVE SCIENCES,1.66
Canberra00249,OTHERS(RELEVANT),1.66
Canberra00123,ECONOMICS,1.66
Canberra00368,BIOLOGICAL,1.66
Canberra00182,OTHERS(IRRELEVANT),1.66
Canberra00387,MEDICAL AND HEALTH,1.66
Canberra00008,PSYCHOLOGY AND COGNITIVE SCIENCES,1.66
Canberra00218,MEDICAL AND HEALTH,1.66
Canberra00310,HISTORY AND ARCHAEOLOGY,1.66
Canberra00310,LAW AND LEGAL STUDIES,1.66
Canberra00360,TECHNOLOGY,1.66
Canberra00015,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.66
Canberra00340,MEDICAL AND HEALTH,1.65
Canberra00184,MEDICAL AND HEALTH,1.65
Canberra00115,LAW AND LEGAL STUDIES,1.65
Canberra00170,HISTORY AND ARCHAEOLOGY,1.65
Canberra00368,TECHNOLOGY,1.65
Canberra00190,OTHERS(IRRELEVANT),1.65
Canberra00125,PSYCHOLOGY AND COGNITIVE SCIENCES,1.65
Canberra00165,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.65
Canberra00009,MEDICAL AND HEALTH,1.65
Canberra00270,MEDICAL AND HEALTH,1.65
Canberra00041,EDUCATION,1.65
Canberra00172,INFORMATION AND COMPUTING,1.64
Canberra00360,LAW AND LEGAL STUDIES,1.64
Canberra00181,ECONOMICS,1.64
Canberra00137,ECONOMICS,1.64
Canberra00056,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.64
Canberra00254,OTHERS(IRRELEVANT),1.64
Canberra00280,"LANGUAGE, COMMUNICATION AND CULTURE",1.64
Canberra00072,STUDIES IN HUMAN SOCIETY,1.64
Canberra00354,ECONOMICS,1.63
Canberra00368,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.63
Canberra00387,ENVIRONMENTAL,1.63
Canberra00320,AGRICULTURAL AND VETERINARY,1.63
Canberra00219,STUDIES IN HUMAN SOCIETY,1.63
Canberra00056,MEDICAL AND HEALTH,1.63
Canberra00271,BIOLOGICAL,1.63
Canberra00152,STUDIES IN CREATIVE ARTS AND WRITING,1.63
Canberra00320,ENGINEERING,1.63
Canberra00410,ENVIRONMENTAL,1.63
Canberra00158,AGRICULTURAL AND VETERINARY,1.63
Canberra00058,PSYCHOLOGY AND COGNITIVE SCIENCES,1.63
Canberra00031,BIOLOGICAL,1.62
Canberra00399,PHYSICAL,1.62
Canberra00263,BUILT ENVIRONMENT AND DESIGN,1.62
Canberra00031,PHYSICAL,1.62
Canberra00412,OTHERS(RELEVANT),1.62
Canberra00378,PSYCHOLOGY AND COGNITIVE SCIENCES,1.62
Canberra00404,HISTORY AND ARCHAEOLOGY,1.62
Canberra00222,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.62
Canberra00072,INFORMATION AND COMPUTING,1.62
Canberra00334,MEDICAL AND HEALTH,1.62
Canberra00275,AGRICULTURAL AND VETERINARY,1.62
Canberra00331,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.61
Canberra00082,OTHERS(RELEVANT),1.61
Canberra00252,STUDIES IN HUMAN SOCIETY,1.61
Canberra00331,"LANGUAGE, COMMUNICATION AND CULTURE",1.61
Canberra00130,HISTORY AND ARCHAEOLOGY,1.61
Canberra00389,OTHERS(RELEVANT),1.6
Canberra00146,OTHERS(RELEVANT),1.6
Canberra00008,TECHNOLOGY,1.6
Canberra00418,MATHEMATICAL,1.6
Canberra00318,MEDICAL AND HEALTH,1.6
Canberra00303,AGRICULTURAL AND VETERINARY,1.6
Canberra00163,TECHNOLOGY,1.59
Canberra00332,OTHERS(RELEVANT),1.59
Canberra00176,OTHERS(RELEVANT),1.59
Canberra00428,MEDICAL AND HEALTH,1.59
Canberra00281,PSYCHOLOGY AND COGNITIVE SCIENCES,1.59
Canberra00122,ENVIRONMENTAL,1.59
Canberra00356,OTHERS(RELEVANT),1.59
Canberra00333,EARTH,1.59
Canberra00333,STUDIES IN HUMAN SOCIETY,1.59
Canberra00176,INFORMATION AND COMPUTING,1.59
Canberra00108,PSYCHOLOGY AND COGNITIVE SCIENCES,1.59
Canberra00334,HISTORY AND ARCHAEOLOGY,1.58
Canberra00072,OTHERS(IRRELEVANT),1.58
Canberra00200,OTHERS(IRRELEVANT),1.57
Canberra00212,PSYCHOLOGY AND COGNITIVE SCIENCES,1.57
Canberra00287,BIOLOGICAL,1.57
Canberra00212,ECONOMICS,1.57
Canberra00085,LAW AND LEGAL STUDIES,1.57
Canberra00399,BUILT ENVIRONMENT AND DESIGN,1.57
Canberra00315,MATHEMATICAL,1.57
Canberra00023,OTHERS(IRRELEVANT),1.57
Canberra00093,EARTH,1.57
Canberra00270,"LANGUAGE, COMMUNICATION AND CULTURE",1.57
Canberra00412,TECHNOLOGY,1.57
Canberra00377,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.56
Canberra00346,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.56
Canberra00189,OTHERS(IRRELEVANT),1.56
Canberra00371,OTHERS(IRRELEVANT),1.56
Canberra00428,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.56
Canberra00399,CHEMICAL,1.56
Canberra00136,OTHERS(IRRELEVANT),1.56
Canberra00418,PSYCHOLOGY AND COGNITIVE SCIENCES,1.55
Canberra00288,OTHERS(RELEVANT),1.55
Canberra00174,OTHERS(RELEVANT),1.55
Canberra00238,MEDICAL AND HEALTH,1.55
Canberra00440,OTHERS(IRRELEVANT),1.55
Canberra00324,OTHERS(RELEVANT),1.55
Canberra00315,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.55
Canberra00215,PSYCHOLOGY AND COGNITIVE SCIENCES,1.55
Canberra00421,OTHERS(RELEVANT),1.55
Canberra00104,OTHERS(IRRELEVANT),1.55
Canberra00414,MEDICAL AND HEALTH,1.55
Canberra00095,MEDICAL AND HEALTH,1.55
Canberra00029,MEDICAL AND HEALTH,1.55
Canberra00407,BIOLOGICAL,1.55
Canberra00210,TECHNOLOGY,1.54
Canberra00026,HISTORY AND ARCHAEOLOGY,1.54
Canberra00123,"LANGUAGE, COMMUNICATION AND CULTURE",1.54
Canberra00181,MEDICAL AND HEALTH,1.54
Canberra00272,TECHNOLOGY,1.54
Canberra00147,STUDIES IN HUMAN SOCIETY,1.54
Canberra00389,STUDIES IN CREATIVE ARTS AND WRITING,1.54
Canberra00284,PSYCHOLOGY AND COGNITIVE SCIENCES,1.54
Canberra00303,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.54
Canberra00107,CHEMICAL,1.54
Canberra00272,ENGINEERING,1.54
Canberra00379,BIOLOGICAL,1.54
Canberra00333,OTHERS(IRRELEVANT),1.54
Canberra00387,OTHERS(RELEVANT),1.54
Canberra00131,PSYCHOLOGY AND COGNITIVE SCIENCES,1.54
Canberra00062,OTHERS(IRRELEVANT),1.54
Canberra00073,ENVIRONMENTAL,1.53
Canberra00397,TECHNOLOGY,1.53
Canberra00333,AGRICULTURAL AND VETERINARY,1.53
Canberra00337,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.53
Canberra00378,BIOLOGICAL,1.53
Canberra00265,OTHERS(RELEVANT),1.53
Canberra00076,"LANGUAGE, COMMUNICATION AND CULTURE",1.53
Canberra00261,OTHERS(RELEVANT),1.53
Canberra00004,STUDIES IN HUMAN SOCIETY,1.53
Canberra00296,STUDIES IN HUMAN SOCIETY,1.53
Canberra00153,OTHERS(RELEVANT),1.53
Canberra00056,STUDIES IN CREATIVE ARTS AND WRITING,1.52
Canberra00124,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.52
Canberra00410,EDUCATION,1.52
Canberra00339,EDUCATION,1.52
Canberra00360,ENGINEERING,1.52
Canberra00067,BIOLOGICAL,1.52
Canberra00300,TECHNOLOGY,1.52
Canberra00056,HISTORY AND ARCHAEOLOGY,1.52
Canberra00165,BUILT ENVIRONMENT AND DESIGN,1.52
Canberra00233,"LANGUAGE, COMMUNICATION AND CULTURE",1.52
Canberra00381,HISTORY AND ARCHAEOLOGY,1.52
Canberra00312,EDUCATION,1.52
Canberra00357,MEDICAL AND HEALTH,1.51
Canberra00227,STUDIES IN HUMAN SOCIETY,1.51
Canberra00094,ECONOMICS,1.51
Canberra00029,EARTH,1.51
Canberra00095,HISTORY AND ARCHAEOLOGY,1.51
