Tag,division,weight
town,BUILT ENVIRONMENT AND DESIGN,1
speaking,EDUCATION,1
discrimination (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
intercultural communication,"LANGUAGE, COMMUNICATION AND CULTURE",1
moral philosophy,PHILOSOPHY AND RELIGIOUS STUDIES,1
alliances,OTHERS(IRRELEVANT),1
occupation,STUDIES IN HUMAN SOCIETY,1
banking sector,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
occupations,STUDIES IN HUMAN SOCIETY,1
global climate,ENVIRONMENTAL,1
holistic approach,OTHERS(RELEVANT),1
development project,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
public management,STUDIES IN HUMAN SOCIETY,1
vaccination,MEDICAL AND HEALTH,1
middle aged,MEDICAL AND HEALTH,1
pragmatics,"LANGUAGE, COMMUNICATION AND CULTURE",1
social psychology,PSYCHOLOGY AND COGNITIVE SCIENCES,1
anti-inflammatory agents,MEDICAL AND HEALTH,1
signal-to-noise ratio,INFORMATION AND COMPUTING,1
website,INFORMATION AND COMPUTING,1
exploitation,ENVIRONMENTAL,1
genetic algorithms,BIOLOGICAL,1
museums,STUDIES IN CREATIVE ARTS AND WRITING,1
horses,AGRICULTURAL AND VETERINARY,1
electric vehicles,ENGINEERING,1
statistical methods,ENGINEERING,1
social network,"LANGUAGE, COMMUNICATION AND CULTURE",1
residential areas,BUILT ENVIRONMENT AND DESIGN,1
influence,OTHERS(IRRELEVANT),1
technology,OTHERS(IRRELEVANT),1
location factors,OTHERS(IRRELEVANT),1
blockchain,INFORMATION AND COMPUTING,1
health services research,MEDICAL AND HEALTH,1
hygiene,MEDICAL AND HEALTH,1
worldview,STUDIES IN HUMAN SOCIETY,1
social cohesion,STUDIES IN HUMAN SOCIETY,1
climate change adaptation,ENVIRONMENTAL,1
polymerase chain reaction,BIOLOGICAL,1
legal status,LAW AND LEGAL STUDIES,1
demand,OTHERS(IRRELEVANT),1
observation,OTHERS(IRRELEVANT),1
vacation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
substitution,OTHERS(IRRELEVANT),1
physical functional performance,BIOLOGICAL,1
health care professionals,MEDICAL AND HEALTH,1
lactic acid,CHEMICAL,1
industrial designs,ENGINEERING,1
coronary disease,MEDICAL AND HEALTH,1
tourism research,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
myocardial ischemia,MEDICAL AND HEALTH,1
supervision,INFORMATION AND COMPUTING,1
action research,PSYCHOLOGY AND COGNITIVE SCIENCES,1
chickens,AGRICULTURAL AND VETERINARY,1
macros,OTHERS(IRRELEVANT),1
suicidal ideation,MEDICAL AND HEALTH,1
counseling,PSYCHOLOGY AND COGNITIVE SCIENCES,1
detection,MEDICAL AND HEALTH,1
smoking cessation,MEDICAL AND HEALTH,1
goods,ENGINEERING,1
perches,AGRICULTURAL AND VETERINARY,1
democratic theory,STUDIES IN HUMAN SOCIETY,1
incivility,OTHERS(RELEVANT),1
financial markets,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
migrant,STUDIES IN HUMAN SOCIETY,1
imaging techniques,INFORMATION AND COMPUTING,1
cryptography,INFORMATION AND COMPUTING,1
sex characteristics,PSYCHOLOGY AND COGNITIVE SCIENCES,1
catchment,AGRICULTURAL AND VETERINARY,1
psychological stress,PSYCHOLOGY AND COGNITIVE SCIENCES,1
expert,OTHERS(RELEVANT),1
producer,OTHERS(RELEVANT),1
elasticity,OTHERS(RELEVANT),1
green tea,AGRICULTURAL AND VETERINARY,1
peers,STUDIES IN HUMAN SOCIETY,1
vitamin b complex,MEDICAL AND HEALTH,1
income,ECONOMICS,1
canopy,AGRICULTURAL AND VETERINARY,1
repetitive sequences,BIOLOGICAL,1
fatty acid-binding proteins,BIOLOGICAL,1
sports medicine,MEDICAL AND HEALTH,1
ecosystem services,ENVIRONMENTAL,1
jordan,OTHERS(IRRELEVANT),1
public participation,STUDIES IN HUMAN SOCIETY,1
logistics,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
unesco,OTHERS(RELEVANT),1
decapoda,AGRICULTURAL AND VETERINARY,1
group homes,OTHERS(IRRELEVANT),1
masks,TECHNOLOGY,1
medical imaging,MEDICAL AND HEALTH,1
recurrent neural networks,INFORMATION AND COMPUTING,1
cancer survivors,MEDICAL AND HEALTH,1
communications,INFORMATION AND COMPUTING,1
costs and cost analysis,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
reform,OTHERS(IRRELEVANT),1
labour party,STUDIES IN HUMAN SOCIETY,1
sediment,EARTH,1
frogs,AGRICULTURAL AND VETERINARY,1
trial,MEDICAL AND HEALTH,1
manuka honey,AGRICULTURAL AND VETERINARY,1
first world war,HISTORY AND ARCHAEOLOGY,1
parliament,STUDIES IN HUMAN SOCIETY,1
sensory properties,MEDICAL AND HEALTH,1
biometrics,BIOLOGICAL,1
papua-new guinea,OTHERS(IRRELEVANT),1
mental health support,MEDICAL AND HEALTH,1
acupuncture,MEDICAL AND HEALTH,1
quantitative method,OTHERS(RELEVANT),1
first nations,"LANGUAGE, COMMUNICATION AND CULTURE",1
pluralism,OTHERS(RELEVANT),1
accused,LAW AND LEGAL STUDIES,1
wireless networks,TECHNOLOGY,1
emotion recognition,PSYCHOLOGY AND COGNITIVE SCIENCES,1
blood vessels,MEDICAL AND HEALTH,1
cross-sectional study,OTHERS(RELEVANT),1
fishes,AGRICULTURAL AND VETERINARY,1
scotland,OTHERS(IRRELEVANT),1
exegesis,PHILOSOPHY AND RELIGIOUS STUDIES,1
multivariate analysis,INFORMATION AND COMPUTING,1
chelidae,AGRICULTURAL AND VETERINARY,1
sex determination processes,PSYCHOLOGY AND COGNITIVE SCIENCES,1
fusion reactions,PHYSICAL,1
hemoglobins,MEDICAL AND HEALTH,1
common cold,MEDICAL AND HEALTH,1
prediabetic state,MEDICAL AND HEALTH,1
compassion fatigue,PSYCHOLOGY AND COGNITIVE SCIENCES,1
scandal,"LANGUAGE, COMMUNICATION AND CULTURE",1
social economics,ECONOMICS,1
lenses,MEDICAL AND HEALTH,1
instruction,OTHERS(IRRELEVANT),1
adaptive boosting,ENGINEERING,1
economic impact,ECONOMICS,1
oxygen consumption,EARTH,1
guidelines,OTHERS(IRRELEVANT),1
dismissal,STUDIES IN HUMAN SOCIETY,1
reuse,ENVIRONMENTAL,1
compliance,OTHERS(IRRELEVANT),1
social value,STUDIES IN HUMAN SOCIETY,1
interest group,OTHERS(IRRELEVANT),1
household income,ECONOMICS,1
south australia,OTHERS(IRRELEVANT),1
medication,MEDICAL AND HEALTH,1
quadriceps muscle,MEDICAL AND HEALTH,1
breast,MEDICAL AND HEALTH,1
serogroup,BIOLOGICAL,1
episode of care,MEDICAL AND HEALTH,1
light,PHYSICAL,1
fee,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
agricultural development,AGRICULTURAL AND VETERINARY,1
letters,STUDIES IN CREATIVE ARTS AND WRITING,1
nutrient,AGRICULTURAL AND VETERINARY,1
fires,ENVIRONMENTAL,1
lead,STUDIES IN HUMAN SOCIETY,1
diabetes mellitus,MEDICAL AND HEALTH,1
social movements,STUDIES IN HUMAN SOCIETY,1
capital city,STUDIES IN HUMAN SOCIETY,1
coronavirus,MEDICAL AND HEALTH,1
threatened species,ENVIRONMENTAL,1
serum,MEDICAL AND HEALTH,1
humulus,AGRICULTURAL AND VETERINARY,1
radio access networks,TECHNOLOGY,1
nurse,MEDICAL AND HEALTH,1
logistic models,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
attention capture,PSYCHOLOGY AND COGNITIVE SCIENCES,1
empirical evidence,OTHERS(RELEVANT),1
doctrine,STUDIES IN HUMAN SOCIETY,1
political behavior,STUDIES IN HUMAN SOCIETY,1
consultation,OTHERS(IRRELEVANT),1
market,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
high court,LAW AND LEGAL STUDIES,1
recreation,STUDIES IN HUMAN SOCIETY,1
tropical diseases,MEDICAL AND HEALTH,1
population decline,STUDIES IN HUMAN SOCIETY,1
infant health,MEDICAL AND HEALTH,1
antarctica,EARTH,1
lactation,AGRICULTURAL AND VETERINARY,1
post-traumatic stress disorders,MEDICAL AND HEALTH,1
altruism,PSYCHOLOGY AND COGNITIVE SCIENCES,1
rating,ECONOMICS,1
demography,STUDIES IN HUMAN SOCIETY,1
secondary school,EDUCATION,1
alternative models,INFORMATION AND COMPUTING,1
vision system,ENGINEERING,1
basal metabolism,MEDICAL AND HEALTH,1
harbor,EARTH,1
empirical research,OTHERS(RELEVANT),1
authentication,INFORMATION AND COMPUTING,1
spine,MEDICAL AND HEALTH,1
mothers,MEDICAL AND HEALTH,1
evolutionary algorithms,INFORMATION AND COMPUTING,1
image processing,INFORMATION AND COMPUTING,1
biota,EARTH,1
snails,AGRICULTURAL AND VETERINARY,1
patient reported outcome measures,MEDICAL AND HEALTH,1
child protection,MEDICAL AND HEALTH,1
leadership,STUDIES IN HUMAN SOCIETY,1
ergometry,MEDICAL AND HEALTH,1
upper extremity,MEDICAL AND HEALTH,1
athletic injuries,MEDICAL AND HEALTH,1
construction project,BUILT ENVIRONMENT AND DESIGN,1
policy responses,STUDIES IN HUMAN SOCIETY,1
data mining,INFORMATION AND COMPUTING,1
case studies,OTHERS(RELEVANT),1
brain computer interface,INFORMATION AND COMPUTING,1
drug therapy,MEDICAL AND HEALTH,1
ethics committee,PHILOSOPHY AND RELIGIOUS STUDIES,1
mental fatigue,MEDICAL AND HEALTH,1
species recruitment,ENVIRONMENTAL,1
insect,AGRICULTURAL AND VETERINARY,1
vitamin b 12,MEDICAL AND HEALTH,1
type 1 diabetes mellitus,MEDICAL AND HEALTH,1
recommender systems,INFORMATION AND COMPUTING,1
flooding,ENVIRONMENTAL,1
perth,OTHERS(IRRELEVANT),1
pathologists,PSYCHOLOGY AND COGNITIVE SCIENCES,1
tea,AGRICULTURAL AND VETERINARY,1
destination,OTHERS(IRRELEVANT),1
nursing home,MEDICAL AND HEALTH,1
cooperation,STUDIES IN HUMAN SOCIETY,1
immigration,STUDIES IN HUMAN SOCIETY,1
deep neural networks,INFORMATION AND COMPUTING,1
hand,MEDICAL AND HEALTH,1
auckland,OTHERS(IRRELEVANT),1
functional food,MEDICAL AND HEALTH,1
homes for the aged,MEDICAL AND HEALTH,1
asia,OTHERS(IRRELEVANT),1
reporter,"LANGUAGE, COMMUNICATION AND CULTURE",1
metabolism,BIOLOGICAL,1
swimming,OTHERS(IRRELEVANT),1
point-of-care testing,MEDICAL AND HEALTH,1
retrospective studies,OTHERS(RELEVANT),1
reporting system,INFORMATION AND COMPUTING,1
cations,AGRICULTURAL AND VETERINARY,1
import,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
architect,BUILT ENVIRONMENT AND DESIGN,1
colorectal neoplasms,MEDICAL AND HEALTH,1
candidacy,MEDICAL AND HEALTH,1
autistic disorder,MEDICAL AND HEALTH,1
tokyo,OTHERS(IRRELEVANT),1
narrative,OTHERS(RELEVANT),1
organization,OTHERS(IRRELEVANT),1
data structures,INFORMATION AND COMPUTING,1
forest industries,AGRICULTURAL AND VETERINARY,1
bone and bones,MEDICAL AND HEALTH,1
pharmacy students,MEDICAL AND HEALTH,1
waist-height ratio,MEDICAL AND HEALTH,1
broadcaster,TECHNOLOGY,1
endophenotypes,MEDICAL AND HEALTH,1
group,OTHERS(IRRELEVANT),1
transaction,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
labor force,STUDIES IN HUMAN SOCIETY,1
dialogue,"LANGUAGE, COMMUNICATION AND CULTURE",1
accreditation,ENGINEERING,1
finishing,OTHERS(IRRELEVANT),1
health literacy,MEDICAL AND HEALTH,1
social distance,PHILOSOPHY AND RELIGIOUS STUDIES,1
transition economics,ECONOMICS,1
public,STUDIES IN HUMAN SOCIETY,1
federal republic of germany,OTHERS(IRRELEVANT),1
nutritionists,MEDICAL AND HEALTH,1
patient rehabilitation,MEDICAL AND HEALTH,1
social research,STUDIES IN HUMAN SOCIETY,1
clergy,MEDICAL AND HEALTH,1
tendinopathy,MEDICAL AND HEALTH,1
resident,MEDICAL AND HEALTH,1
storytelling,OTHERS(RELEVANT),1
acute coronary syndrome,MEDICAL AND HEALTH,1
irrigation,AGRICULTURAL AND VETERINARY,1
library science,INFORMATION AND COMPUTING,1
cell phone use,TECHNOLOGY,1
sustainable development goal,ENVIRONMENTAL,1
information system,INFORMATION AND COMPUTING,1
anatomy,MEDICAL AND HEALTH,1
wisdom,PSYCHOLOGY AND COGNITIVE SCIENCES,1
intestinal microorganisms,BIOLOGICAL,1
hong kong,OTHERS(IRRELEVANT),1
territories,ENVIRONMENTAL,1
excellence,OTHERS(IRRELEVANT),1
proteomics,BIOLOGICAL,1
community participation,"LANGUAGE, COMMUNICATION AND CULTURE",1
diagnostic,MEDICAL AND HEALTH,1
vocational education,EDUCATION,1
materiality,ENGINEERING,1
financial crisis,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
pyrus,AGRICULTURAL AND VETERINARY,1
education sector,STUDIES IN HUMAN SOCIETY,1
taxonomy,AGRICULTURAL AND VETERINARY,1
victoria,OTHERS(IRRELEVANT),1
urban planning,BUILT ENVIRONMENT AND DESIGN,1
principal component analysis,CHEMICAL,1
spiperone,MEDICAL AND HEALTH,1
prose,"LANGUAGE, COMMUNICATION AND CULTURE",1
content analysis,OTHERS(RELEVANT),1
health workforce,MEDICAL AND HEALTH,1
queensland,OTHERS(IRRELEVANT),1
walkers,OTHERS(IRRELEVANT),1
sensor networks,INFORMATION AND COMPUTING,1
bacterial artificial chromosomes,BIOLOGICAL,1
pharmacology,MEDICAL AND HEALTH,1
lesions (animal),AGRICULTURAL AND VETERINARY,1
mental health care,MEDICAL AND HEALTH,1
citizen,STUDIES IN HUMAN SOCIETY,1
registries,OTHERS(IRRELEVANT),1
society,STUDIES IN HUMAN SOCIETY,1
gestational weight gain,MEDICAL AND HEALTH,1
grammar,"LANGUAGE, COMMUNICATION AND CULTURE",1
disinformation,INFORMATION AND COMPUTING,1
biosecurity,AGRICULTURAL AND VETERINARY,1
language,"LANGUAGE, COMMUNICATION AND CULTURE",1
follower,ENGINEERING,1
disruption,MEDICAL AND HEALTH,1
indicator,OTHERS(RELEVANT),1
environmental amenities,ENVIRONMENTAL,1
france,OTHERS(IRRELEVANT),1
policy approach,STUDIES IN HUMAN SOCIETY,1
farmer,AGRICULTURAL AND VETERINARY,1
humidity,ENVIRONMENTAL,1
cultural economy,ECONOMICS,1
complementarity,MATHEMATICAL,1
epidemiologic studies,MEDICAL AND HEALTH,1
attribute,INFORMATION AND COMPUTING,1
senate,STUDIES IN HUMAN SOCIETY,1
network meta-analysis,INFORMATION AND COMPUTING,1
federation,STUDIES IN HUMAN SOCIETY,1
galaxiidae,AGRICULTURAL AND VETERINARY,1
regulatory reform,STUDIES IN HUMAN SOCIETY,1
self-determination,PHILOSOPHY AND RELIGIOUS STUDIES,1
designer,STUDIES IN CREATIVE ARTS AND WRITING,1
studios,INFORMATION AND COMPUTING,1
dreams,PHILOSOPHY AND RELIGIOUS STUDIES,1
magnetic resonance imaging,MEDICAL AND HEALTH,1
ankle joint,MEDICAL AND HEALTH,1
first-year student,EDUCATION,1
aging of materials,ENGINEERING,1
niche,OTHERS(IRRELEVANT),1
arsenosugar,CHEMICAL,1
group work,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
theory-practice,OTHERS(RELEVANT),1
prototype,ENGINEERING,1
resuscitation,OTHERS(RELEVANT),1
grounding,TECHNOLOGY,1
social identification,STUDIES IN HUMAN SOCIETY,1
history of architecture,BUILT ENVIRONMENT AND DESIGN,1
educational opportunity,EDUCATION,1
mobile phone,TECHNOLOGY,1
haiku,INFORMATION AND COMPUTING,1
kinematics,MEDICAL AND HEALTH,1
levodopa,MEDICAL AND HEALTH,1
user interface,INFORMATION AND COMPUTING,1
abdominal obesity,MEDICAL AND HEALTH,1
academic achievement,OTHERS(IRRELEVANT),1
access to health care,MEDICAL AND HEALTH,1
accessibility,OTHERS(IRRELEVANT),1
accounting,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
accounting curriculum,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
accounting curriculum,EDUCATION,0.5
action plan,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
activation,OTHERS(IRRELEVANT),1
actor-network-theory,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
actor-network-theory,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
acute care,MEDICAL AND HEALTH,1
adelaide,OTHERS(IRRELEVANT),1
adiposity,MEDICAL AND HEALTH,1
age group,STUDIES IN HUMAN SOCIETY,0.333333333
age group,BIOLOGICAL,0.333333333
age group,OTHERS(RELEVANT),0.333333333
agricultural land,AGRICULTURAL AND VETERINARY,0.333333333
agricultural land,ENVIRONMENTAL,0.333333333
agricultural land,BUILT ENVIRONMENT AND DESIGN,0.333333333
alcohol,MEDICAL AND HEALTH,0.333333333
alcohol,TECHNOLOGY,0.333333333
alcohol,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
amphibian,BIOLOGICAL,1
analytical framework,OTHERS(RELEVANT),1
anchors,OTHERS(RELEVANT),1
animal,BIOLOGICAL,1
ankle,MEDICAL AND HEALTH,1
ankle injuries,MEDICAL AND HEALTH,1
anomaly detection,ENGINEERING,0.333333333
anomaly detection,TECHNOLOGY,0.333333333
anomaly detection,OTHERS(RELEVANT),0.333333333
antagonism,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
antagonism,STUDIES IN HUMAN SOCIETY,0.333333333
antagonism,OTHERS(RELEVANT),0.333333333
anthology,OTHERS(IRRELEVANT),1
anthropometry,MEDICAL AND HEALTH,1
anti-bacterial agents,MEDICAL AND HEALTH,0.333333333
anti-bacterial agents,TECHNOLOGY,0.333333333
anti-bacterial agents,BIOLOGICAL,0.333333333
anticoagulants,MEDICAL AND HEALTH,0.333333333
anticoagulants,TECHNOLOGY,0.333333333
anticoagulants,BIOLOGICAL,0.333333333
antigens,BIOLOGICAL,1
anura,BIOLOGICAL,1
application programs,INFORMATION AND COMPUTING,0.5
application programs,ENGINEERING,0.5
aptitude,OTHERS(IRRELEVANT),1
aquatic ecosystems,ENVIRONMENTAL,0.5
aquatic ecosystems,TECHNOLOGY,0.5
arab,OTHERS(IRRELEVANT),1
area under curve,MATHEMATICAL,0.5
area under curve,OTHERS(RELEVANT),0.5
artwork,STUDIES IN CREATIVE ARTS AND WRITING,1
aspirin,MEDICAL AND HEALTH,1
assay,BIOLOGICAL,1
assistance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
assistance,OTHERS(IRRELEVANT),0.5
assistant,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
assistant,OTHERS(IRRELEVANT),0.5
athletic performance,MEDICAL AND HEALTH,0.5
athletic performance,EDUCATION,0.5
attitude to health,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
attitude to health,MEDICAL AND HEALTH,0.5
authenticity,OTHERS(IRRELEVANT),1
automation,ENGINEERING,0.5
automation,TECHNOLOGY,0.5
aviation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
bachelor,OTHERS(IRRELEVANT),1
bacteria,BIOLOGICAL,1
banking industry,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
basins,EARTH,1
best practice,OTHERS(IRRELEVANT),1
biogeography,BIOLOGICAL,0.333333333
biogeography,ENVIRONMENTAL,0.333333333
biogeography,EARTH,0.333333333
biomarkers,BIOLOGICAL,1
bird,BIOLOGICAL,1
bitcoin,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
bitcoin,ECONOMICS,0.333333333
bitcoin,INFORMATION AND COMPUTING,0.333333333
blended learning,INFORMATION AND COMPUTING,1
blindness,MEDICAL AND HEALTH,1
blood glucose,MEDICAL AND HEALTH,1
body weight changes,MEDICAL AND HEALTH,0.5
body weight changes,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
border,STUDIES IN HUMAN SOCIETY,0.333333333
border,EARTH,0.333333333
border,ENVIRONMENTAL,0.333333333
brazil,OTHERS(IRRELEVANT),1
broadcast,TECHNOLOGY,0.5
broadcast,LAW AND LEGAL STUDIES,0.5
buffers,OTHERS(IRRELEVANT),1
built environment,BUILT ENVIRONMENT AND DESIGN,1
bullying,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
bullying,STUDIES IN HUMAN SOCIETY,0.5
burden,OTHERS(IRRELEVANT),1
bureaucracy,STUDIES IN HUMAN SOCIETY,0.5
bureaucracy,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
cacodylic acid,BIOLOGICAL,0.333333333
cacodylic acid,CHEMICAL,0.333333333
cacodylic acid,MEDICAL AND HEALTH,0.333333333
campaign,STUDIES IN HUMAN SOCIETY,0.333333333
campaign,HISTORY AND ARCHAEOLOGY,0.333333333
campaign,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
canada,OTHERS(IRRELEVANT),1
cardiovascular diseases,MEDICAL AND HEALTH,1
case-control studies,MEDICAL AND HEALTH,1
cash flow,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
catalysts,CHEMICAL,0.5
catalysts,ENGINEERING,0.5
catchments,ENVIRONMENTAL,0.5
catchments,EARTH,0.5
celebrity,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
celebrity,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
celebrity,STUDIES IN HUMAN SOCIETY,0.333333333
cell phone,ENGINEERING,0.5
cell phone,TECHNOLOGY,0.5
cells,BIOLOGICAL,1
cellular networks,TECHNOLOGY,1
cellular telephones,TECHNOLOGY,1
censuses,STUDIES IN HUMAN SOCIETY,1
cerebrovascular circulation,MEDICAL AND HEALTH,1
certification,OTHERS(IRRELEVANT),1
cesarean section,MEDICAL AND HEALTH,1
checklist,OTHERS(IRRELEVANT),1
cheese,ENGINEERING,0.5
cheese,TECHNOLOGY,0.5
chemical analysis,CHEMICAL,1
chemistry,CHEMICAL,1
child care,MEDICAL AND HEALTH,1
chronic disease,MEDICAL AND HEALTH,1
chronic illness,MEDICAL AND HEALTH,1
chronic kidney failure,MEDICAL AND HEALTH,1
city center,STUDIES IN HUMAN SOCIETY,0.333333333
city center,BUILT ENVIRONMENT AND DESIGN,0.333333333
city center,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
classroom,EDUCATION,1
climate policy,ENVIRONMENTAL,0.5
climate policy,STUDIES IN HUMAN SOCIETY,0.5
clinician,MEDICAL AND HEALTH,1
clothing,ENGINEERING,1
coach,EDUCATION,1
co-creation,OTHERS(IRRELEVANT),1
coding,INFORMATION AND COMPUTING,0.333333333
coding,BIOLOGICAL,0.333333333
coding,ENGINEERING,0.333333333
cognitive behavioral therapy,PSYCHOLOGY AND COGNITIVE SCIENCES,1
cognitive dysfunction,PSYCHOLOGY AND COGNITIVE SCIENCES,1
cohort studies,OTHERS(RELEVANT),1
cold temperature,OTHERS(RELEVANT),1
collective behavior,STUDIES IN HUMAN SOCIETY,0.333333333
collective behavior,BIOLOGICAL,0.333333333
collective behavior,OTHERS(RELEVANT),0.333333333
commonwealth,STUDIES IN HUMAN SOCIETY,0.5
commonwealth,OTHERS(IRRELEVANT),0.5
community research,STUDIES IN HUMAN SOCIETY,0.5
community research,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
company value,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
comparative study,OTHERS(RELEVANT),1
competitiveness,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
complementary therapies,MEDICAL AND HEALTH,0.5
complementary therapies,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
computer vision,INFORMATION AND COMPUTING,1
conceptual model,OTHERS(RELEVANT),1
concretes,CHEMICAL,0.333333333
concretes,ENGINEERING,0.333333333
concretes,BUILT ENVIRONMENT AND DESIGN,0.333333333
confidentiality,OTHERS(IRRELEVANT),1
conflict,OTHERS(IRRELEVANT),1
conflict (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
conservation management,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
conservation management,STUDIES IN HUMAN SOCIETY,0.5
contact,OTHERS(IRRELEVANT),1
contagious disease,MEDICAL AND HEALTH,0.333333333
contagious disease,AGRICULTURAL AND VETERINARY,0.333333333
contagious disease,BIOLOGICAL,0.333333333
contextual factors,PSYCHOLOGY AND COGNITIVE SCIENCES,1
contingency,ENGINEERING,0.333333333
contingency,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
contingency,OTHERS(RELEVANT),0.333333333
control groups,OTHERS(RELEVANT),1
cooling,ENGINEERING,1
coping,OTHERS(IRRELEVANT),1
coproduction,AGRICULTURAL AND VETERINARY,0.333333333
coproduction,ENGINEERING,0.333333333
coproduction,TECHNOLOGY,0.333333333
correctional institution,MEDICAL AND HEALTH,0.5
correctional institution,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
crack,OTHERS(RELEVANT),1
creative writing,STUDIES IN CREATIVE ARTS AND WRITING,0.5
creative writing,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
credibility,OTHERS(RELEVANT),1
criminal investigation,STUDIES IN HUMAN SOCIETY,1
criminal justice systems,STUDIES IN HUMAN SOCIETY,1
criminology,STUDIES IN HUMAN SOCIETY,1
critic,STUDIES IN CREATIVE ARTS AND WRITING,1
critical care,MEDICAL AND HEALTH,1
cross-over studies,OTHERS(RELEVANT),1
cross-sectional studies,OTHERS(RELEVANT),1
cultural geography,STUDIES IN HUMAN SOCIETY,0.5
cultural geography,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
cultural relations,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
cultural relations,STUDIES IN HUMAN SOCIETY,0.5
curricula,EDUCATION,1
customer,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
cyberbullying,STUDIES IN HUMAN SOCIETY,0.333333333
cyberbullying,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
cyberbullying,LAW AND LEGAL STUDIES,0.333333333
cytogenetics,BIOLOGICAL,1
cytokines,BIOLOGICAL,1
czech republic,OTHERS(IRRELEVANT),1
damage,OTHERS(IRRELEVANT),1
dams,BUILT ENVIRONMENT AND DESIGN,0.5
dams,ENGINEERING,0.5
dance,EDUCATION,1
dancing,EDUCATION,1
data analytics,OTHERS(RELEVANT),1
data collection,OTHERS(RELEVANT),1
data quality,OTHERS(RELEVANT),1
data science,INFORMATION AND COMPUTING,1
databases,INFORMATION AND COMPUTING,1
datasets,INFORMATION AND COMPUTING,1
deception,LAW AND LEGAL STUDIES,0.5
deception,BIOLOGICAL,0.5
deficit,STUDIES IN HUMAN SOCIETY,1
delphi technique,MEDICAL AND HEALTH,1
democratization,STUDIES IN HUMAN SOCIETY,1
denmark,OTHERS(IRRELEVANT),1
deprescriptions,MEDICAL AND HEALTH,1
descriptive statistics,MATHEMATICAL,0.5
descriptive statistics,OTHERS(RELEVANT),0.5
desert,ENVIRONMENTAL,0.5
desert,EARTH,0.5
detectors,ENGINEERING,1
detention,LAW AND LEGAL STUDIES,0.5
detention,STUDIES IN HUMAN SOCIETY,0.5
determinants,OTHERS(IRRELEVANT),1
deuterium,CHEMICAL,0.5
deuterium,PHYSICAL,0.5
development model,STUDIES IN HUMAN SOCIETY,1
development strategy,STUDIES IN HUMAN SOCIETY,1
dietetics,MEDICAL AND HEALTH,0.333333333
dietetics,ENGINEERING,0.333333333
dietetics,TECHNOLOGY,0.333333333
dietitians,MEDICAL AND HEALTH,0.333333333
dietitians,ENGINEERING,0.333333333
dietitians,TECHNOLOGY,0.333333333
