Tags,Weight,Staff ID,tagsType
soil,10%,Canberra00023,StaffTags
carbon,9%,Canberra00023,StaffTags
environmental factors,9%,Canberra00023,StaffTags
temperature,9%,Canberra00023,StaffTags
Pollen,92%,Canberra00023,StaffTags
Thermotolerance,56%,Canberra00023,StaffTags
Biodiversity,41%,Canberra00023,StaffTags
Soil,29%,Canberra00023,StaffTags
Pollination,28%,Canberra00023,StaffTags
Climate,27%,Canberra00023,StaffTags
Reproduction,26%,Canberra00023,StaffTags
Climate Change,25%,Canberra00023,StaffTags
Hot Temperature,24%,Canberra00023,StaffTags
Midwifery,22%,Canberra00023,StaffTags
Temperature,17%,Canberra00023,StaffTags
Cold Temperature,17%,Canberra00023,StaffTags
Meta-Analysis,16%,Canberra00023,StaffTags
Extreme Heat,16%,Canberra00023,StaffTags
Nursing,16%,Canberra00023,StaffTags
Flowers,15%,Canberra00023,StaffTags
Ecosystem,15%,Canberra00023,StaffTags
Curriculum,11%,Canberra00023,StaffTags
Nurse Midwives,10%,Canberra00023,StaffTags
Acclimatization,10%,Canberra00023,StaffTags
Social Justice,9%,Canberra00023,StaffTags
Fresh Water,9%,Canberra00023,StaffTags
Learning,8%,Canberra00023,StaffTags
Lepidoptera,8%,Canberra00023,StaffTags
Teaching,6%,Canberra00023,StaffTags
Datasets,6%,Canberra00023,StaffTags
Seeds,5%,Canberra00023,StaffTags
Health,5%,Canberra00023,StaffTags
Ovule,5%,Canberra00023,StaffTags
Nursing Schools,5%,Canberra00023,StaffTags
Diptera,5%,Canberra00023,StaffTags
Introduced Species,5%,Canberra00023,StaffTags
digital divide,63%,Canberra00024,StaffTags
river,55%,Canberra00024,StaffTags
resilience,50%,Canberra00024,StaffTags
climate change,50%,Canberra00024,StaffTags
New Zealand,48%,Canberra00024,StaffTags
art,60%,Canberra00024,StaffTags
writer,32%,Canberra00024,StaffTags
knowledge,32%,Canberra00024,StaffTags
communications,24%,Canberra00024,StaffTags
experience,19%,Canberra00024,StaffTags
reconciliation,18%,Canberra00024,StaffTags
artist,18%,Canberra00024,StaffTags
research practice,18%,Canberra00024,StaffTags
Internet,28%,Canberra00024,StaffTags
learning,13%,Canberra00024,StaffTags
childhood,13%,Canberra00024,StaffTags
time,10%,Canberra00024,StaffTags
shipping lane,9%,Canberra00024,StaffTags
Teaching,8%,Canberra00024,StaffTags
love,6%,Canberra00024,StaffTags
education,6%,Canberra00024,StaffTags
tropics,5%,Canberra00024,StaffTags
indigenous knowledge,54%,Canberra00024,StaffTags
policy,35%,Canberra00024,StaffTags
ocean,33%,Canberra00024,StaffTags
communication,29%,Canberra00024,StaffTags
ecosystem assessment,27%,Canberra00024,StaffTags
Anthropocene,25%,Canberra00024,StaffTags
marine ecosystem,19%,Canberra00024,StaffTags
document,14%,Canberra00024,StaffTags
decision making,14%,Canberra00024,StaffTags
science,12%,Canberra00024,StaffTags
decision,12%,Canberra00024,StaffTags
history,10%,Canberra00024,StaffTags
paper,5%,Canberra00024,StaffTags
Digital Divide,100%,Canberra00024,StaffTags
Modems,42%,Canberra00024,StaffTags
Internet Access,41%,Canberra00024,StaffTags
Telecommunications,40%,Canberra00024,StaffTags
Technology,38%,Canberra00024,StaffTags
Cell Phone,35%,Canberra00024,StaffTags
History,21%,Canberra00024,StaffTags
Boats,100%,Canberra00000,ProjectTags
Internet of things,95%,Canberra00000,ProjectTags
Jamming,100%,Canberra00000,ProjectTags
Energy harvesting,17%,Canberra00000,ProjectTags
Reinforcement learning,17%,Canberra00000,ProjectTags
Machine learning,99%,Canberra00000,ProjectTags
Sales,53%,Canberra00000,ProjectTags
Profitability,94%,Canberra00000,ProjectTags
Costs,40%,Canberra00000,ProjectTags
Attack,88%,Canberra00000,ProjectTags
Equipment and Supplies,55%,Canberra00000,ProjectTags
Signal Jamming,47%,Canberra00000,ProjectTags
Deep Learning,35%,Canberra00000,ProjectTags
Crops,100%,Canberra00000,ProjectTags
Convolution,90%,Canberra00000,ProjectTags
Network architecture,84%,Canberra00000,ProjectTags
Neural networks,62%,Canberra00000,ProjectTags
Sensors,91%,Canberra00000,ProjectTags
Deep neural networks,100%,Canberra00000,ProjectTags
Websites,75%,Canberra00000,ProjectTags
Mobile Devices,100%,Canberra00000,ProjectTags
Sensing,74%,Canberra00000,ProjectTags
Policy,52%,Canberra00000,ProjectTags
Mobile computing,74%,Canberra00000,ProjectTags
Q-learning,45%,Canberra00000,ProjectTags
Data Analytics,100%,Canberra00000,ProjectTags
Game theory,31%,Canberra00000,ProjectTags
Big data,82%,Canberra00000,ProjectTags
Information management,98%,Canberra00000,ProjectTags
Learning algorithms,87%,Canberra00000,ProjectTags
Cellular telephones,25%,Canberra00000,ProjectTags
Accelerometers,100%,Canberra00000,ProjectTags
Deep learning,89%,Canberra00000,ProjectTags
Feature extraction,20%,Canberra00000,ProjectTags
Data Science,30%,Canberra00000,ProjectTags
Electric sparks,89%,Canberra00000,ProjectTags
Smartphones,20%,Canberra00000,ProjectTags
data compression,100%,Canberra00000,ProjectTags
Data compression,72%,Canberra00000,ProjectTags
Wireless sensor networks,100%,Canberra00000,ProjectTags
sensors,44%,Canberra00000,ProjectTags
compressing,29%,Canberra00000,ProjectTags
Stochastic systems,30%,Canberra00000,ProjectTags
Electronic data interchange,27%,Canberra00000,ProjectTags
Object detection,27%,Canberra00000,ProjectTags
Adaptive algorithms,25%,Canberra00000,ProjectTags
Glossaries,100%,Canberra00000,ProjectTags
Sensor nodes,80%,Canberra00000,ProjectTags
Monitoring,100%,Canberra00000,ProjectTags
Backpropagation,86%,Canberra00000,ProjectTags
Mobile robots,79%,Canberra00000,ProjectTags
Wireless Sensor Networks,100%,Canberra00000,ProjectTags
Data Compression,85%,Canberra00000,ProjectTags
Error Bounds,60%,Canberra00000,ProjectTags
Sensor networks,27%,Canberra00000,ProjectTags
participation,100%,Canberra00001,ProjectTags
refugee,100%,Canberra00001,ProjectTags
education,36%,Canberra00001,ProjectTags
English language,45%,Canberra00001,ProjectTags
school education,32%,Canberra00001,ProjectTags
student,36%,Canberra00001,ProjectTags
resettlement,25%,Canberra00001,ProjectTags
cultural diversity,23%,Canberra00001,ProjectTags
school,63%,Canberra00001,ProjectTags
transition,44%,Canberra00001,ProjectTags
higher education,40%,Canberra00001,ProjectTags
experience,36%,Canberra00001,ProjectTags
UNHCR,30%,Canberra00001,ProjectTags
teacher,40%,Canberra00001,ProjectTags
teacher attitude,33%,Canberra00001,ProjectTags
probation,32%,Canberra00001,ProjectTags
educator,39%,Canberra00001,ProjectTags
Teacher Response,100%,Canberra00001,ProjectTags
Education Reform,77%,Canberra00001,ProjectTags
Agenda,42%,Canberra00001,ProjectTags
reform,30%,Canberra00001,ProjectTags
long-term commitment,65%,Canberra00001,ProjectTags
Teaching,56%,Canberra00001,ProjectTags
induction,24%,Canberra00001,ProjectTags
mentoring,42%,Canberra00001,ProjectTags
discourse,12%,Canberra00001,ProjectTags
learning,8%,Canberra00001,ProjectTags
right to speak,100%,Canberra00001,ProjectTags
literacy,100%,Canberra00001,ProjectTags
political intervention,17%,Canberra00001,ProjectTags
mathematics,82%,Canberra00001,ProjectTags
colloquial,33%,Canberra00001,ProjectTags
classroom,76%,Canberra00001,ProjectTags
curriculum,7%,Canberra00001,ProjectTags
Spelling,100%,Canberra00001,ProjectTags
Teacher Preparation,66%,Canberra00001,ProjectTags
Literacy,67%,Canberra00001,ProjectTags
English Language Learners,100%,Canberra00001,ProjectTags
Writing Development,86%,Canberra00001,ProjectTags
semiotics,18%,Canberra00001,ProjectTags
English Medium,17%,Canberra00001,ProjectTags
Teacher Education,100%,Canberra00001,ProjectTags
Education Policy,97%,Canberra00001,ProjectTags
Autonomy,61%,Canberra00001,ProjectTags
feature film,100%,Canberra00001,ProjectTags
multimodality,89%,Canberra00001,ProjectTags
digital divide,74%,Canberra00001,ProjectTags
movies,72%,Canberra00001,ProjectTags
computer game,67%,Canberra00001,ProjectTags
Access to schools,41%,Canberra00001,ProjectTags
learning to read,35%,Canberra00001,ProjectTags
Engagement,100%,Canberra00002,ProjectTags
Students,47%,Canberra00002,ProjectTags
Strategy,45%,Canberra00002,ProjectTags
Feedback,30%,Canberra00002,ProjectTags
Leverage,27%,Canberra00002,ProjectTags
Menstruation,100%,Canberra00002,ProjectTags
Confidence Intervals,35%,Canberra00002,ProjectTags
Brain,43%,Canberra00002,ProjectTags
Menopause,100%,Canberra00002,ProjectTags
Menarche,29%,Canberra00002,ProjectTags
Hippocampus,100%,Canberra00002,ProjectTags
Waist-Hip Ratio,96%,Canberra00002,ProjectTags
Fats,73%,Canberra00002,ProjectTags
Overweight,93%,Canberra00002,ProjectTags
Obesity,88%,Canberra00002,ProjectTags
electronics,100%,Canberra00002,ProjectTags
examination,82%,Canberra00002,ProjectTags
experience,45%,Canberra00002,ProjectTags
software,39%,Canberra00002,ProjectTags
history of science,36%,Canberra00002,ProjectTags
Meta-Analysis,74%,Canberra00002,ProjectTags
Systematic Reviews,73%,Canberra00002,ProjectTags
Lipids,63%,Canberra00002,ProjectTags
HDL Lipoproteins,12%,Canberra00002,ProjectTags
LDL Lipoproteins,12%,Canberra00002,ProjectTags
growth differentiation factors,100%,Canberra00002,ProjectTags
Growth Differentiation Factor 15,98%,Canberra00002,ProjectTags
transforming growth factors,84%,Canberra00002,ProjectTags
Transforming Growth Factors,66%,Canberra00002,ProjectTags
cytokines,60%,Canberra00002,ProjectTags
Frontotemporal Dementia With Motor Neuron Disease,100%,Canberra00002,ProjectTags
Atrophy,55%,Canberra00002,ProjectTags
Gyrus Cinguli,33%,Canberra00002,ProjectTags
Motor Cortex,32%,Canberra00002,ProjectTags
Prefrontal Cortex,19%,Canberra00002,ProjectTags
Codes of Conduct,100%,Canberra00005,ProjectTags
Microfinance,87%,Canberra00005,ProjectTags
Microfinance Institutions,75%,Canberra00005,ProjectTags
India,35%,Canberra00005,ProjectTags
Workable Competition,29%,Canberra00005,ProjectTags
trade agreement,100%,Canberra00005,ProjectTags
insurance,88%,Canberra00005,ProjectTags
dispute resolution mechanism,68%,Canberra00005,ProjectTags
investment policy,63%,Canberra00005,ProjectTags
welfare economics,62%,Canberra00005,ProjectTags
Cost-benefit Analysis,100%,Canberra00005,ProjectTags
Distributional Impacts,89%,Canberra00005,ProjectTags
Airports,68%,Canberra00005,ProjectTags
Discount Rate,68%,Canberra00005,ProjectTags
political participation,13%,Canberra00007,ProjectTags
protest,86%,Canberra00007,ProjectTags
participation,52%,Canberra00007,ProjectTags
deliberative democracy,100%,Canberra00007,ProjectTags
deliberation,51%,Canberra00007,ProjectTags
speaking,60%,Canberra00007,ProjectTags
politics,53%,Canberra00007,ProjectTags
queer theory,57%,Canberra00007,ProjectTags
equality,36%,Canberra00007,ProjectTags
discrimination,33%,Canberra00007,ProjectTags
citizen,27%,Canberra00007,ProjectTags
Public health,100%,Canberra00007,ProjectTags
Fluxes,67%,Canberra00007,ProjectTags
Democracy,71%,Canberra00007,ProjectTags
democracy,30%,Canberra00007,ProjectTags
Participatory Democracy,29%,Canberra00007,ProjectTags
inclusion,74%,Canberra00007,ProjectTags
asymmetry,48%,Canberra00007,ProjectTags
communication,42%,Canberra00007,ProjectTags
non-verbal communication,33%,Canberra00007,ProjectTags
corporeality,100%,Canberra00007,ProjectTags
Corporeality,85%,Canberra00007,ProjectTags
Subjectivity,80%,Canberra00007,ProjectTags
Materialist,72%,Canberra00007,ProjectTags
Political Theory,100%,Canberra00007,ProjectTags
Democratic Theory,90%,Canberra00007,ProjectTags
political theory,72%,Canberra00007,ProjectTags
Political Science,42%,Canberra00007,ProjectTags
Economic Theory,38%,Canberra00007,ProjectTags
anonymity,100%,Canberra00007,ProjectTags
graffiti,17%,Canberra00007,ProjectTags
subversion,15%,Canberra00007,ProjectTags
Cyborgs,100%,Canberra00007,ProjectTags
subjectivity,50%,Canberra00007,ProjectTags
nihilism,43%,Canberra00007,ProjectTags
emotion,41%,Canberra00007,ProjectTags
idealism,36%,Canberra00007,ProjectTags
persistence,40%,Canberra00007,ProjectTags
virtual reality,22%,Canberra00007,ProjectTags
domination,22%,Canberra00007,ProjectTags
wisdom,100%,Canberra00007,ProjectTags
Austria,73%,Canberra00007,ProjectTags
innovation,70%,Canberra00007,ProjectTags
moderator,34%,Canberra00007,ProjectTags
Perestroika,100%,Canberra00007,ProjectTags
History of Ideas,85%,Canberra00007,ProjectTags
Russia,59%,Canberra00007,ProjectTags
Socialist,32%,Canberra00007,ProjectTags
Samizdat,29%,Canberra00007,ProjectTags
Carbidopa,26%,Canberra00008,ProjectTags
levodopa drug combination carbidopa,86%,Canberra00008,ProjectTags
Myopia,100%,Canberra00008,ProjectTags
Levodopa,100%,Canberra00008,ProjectTags
Chickens,79%,Canberra00008,ProjectTags
complementarity,100%,Canberra00008,ProjectTags
microRNA,85%,Canberra00008,ProjectTags
Animals,6%,Canberra00008,ProjectTags
Conservation,80%,Canberra00008,ProjectTags
branching,77%,Canberra00008,ProjectTags
Lenses,84%,Canberra00008,ProjectTags
Pharmacology,59%,Canberra00008,ProjectTags
ADTN,87%,Canberra00008,ProjectTags
Dopamine,45%,Canberra00008,ProjectTags
Spiperone,41%,Canberra00008,ProjectTags
SCH 23390,17%,Canberra00008,ProjectTags
Bhutan,33%,Canberra00008,ProjectTags
Referral and Consultation,14%,Canberra00008,ProjectTags
Logistic Models,13%,Canberra00008,ProjectTags
Southeastern Asia,12%,Canberra00008,ProjectTags
Ophthalmic Solutions,37%,Canberra00008,ProjectTags
Intravitreal Injections,30%,Canberra00008,ProjectTags
Deuterium,17%,Canberra00008,ProjectTags
Eye,50%,Canberra00008,ProjectTags
Safety,52%,Canberra00008,ProjectTags
Theoretical Models,72%,Canberra00008,ProjectTags
Growth,42%,Canberra00008,ProjectTags
Animal Models,27%,Canberra00008,ProjectTags
Epidemics,77%,Canberra00008,ProjectTags
Causality,16%,Canberra00008,ProjectTags
Young Adult,14%,Canberra00008,ProjectTags
Degenerative Myopia,14%,Canberra00008,ProjectTags
Dopamine D1 Receptors,100%,Canberra00008,ProjectTags
Light,63%,Canberra00008,ProjectTags
ecopipam,21%,Canberra00008,ProjectTags
Retina,71%,Canberra00008,ProjectTags
caste,100%,Canberra00008,ProjectTags
honeybee,99%,Canberra00008,ProjectTags
Bees,100%,Canberra00008,ProjectTags
bee,83%,Canberra00008,ProjectTags
methylation,80%,Canberra00008,ProjectTags
Swainsonine,100%,Canberra00008,ProjectTags
Mannosidases,99%,Canberra00008,ProjectTags
swainsonine,91%,Canberra00008,ProjectTags
mannosidases,86%,Canberra00008,ProjectTags
Vision Disorders,99%,Canberra00008,ProjectTags
Antioxidants,67%,Canberra00008,ProjectTags
Neurotransmitter Agents,38%,Canberra00008,ProjectTags
Tupaiidae,20%,Canberra00008,ProjectTags
Honey,99%,Canberra00008,ProjectTags
Social Class,70%,Canberra00008,ProjectTags
MicroRNAs,64%,Canberra00008,ProjectTags
Genome,20%,Canberra00008,ProjectTags
F 4,15%,Canberra00008,ProjectTags
Direction compound,100%,Canberra00008,ProjectTags
Messenger RNA,78%,Canberra00008,ProjectTags
Animal Model,100%,Canberra00008,ProjectTags
Nonhuman Primate,11%,Canberra00008,ProjectTags
Plasticity,10%,Canberra00008,ProjectTags
Pathway,8%,Canberra00008,ProjectTags
Research Personnel,63%,Canberra00008,ProjectTags
Dopamine D2 Receptor Antagonists,26%,Canberra00008,ProjectTags
Refractive Errors,100%,Canberra00008,ProjectTags
Proteomics,79%,Canberra00008,ProjectTags
Glucagon,100%,Canberra00008,ProjectTags
RNA,71%,Canberra00008,ProjectTags
Crystallins,100%,Canberra00008,ProjectTags
Amacrine Cells,100%,Canberra00008,ProjectTags
Crystalline Lens,47%,Canberra00008,ProjectTags
Gene Expression,45%,Canberra00008,ProjectTags
Genes,30%,Canberra00008,ProjectTags
Dopamine Antagonists,36%,Canberra00008,ProjectTags
Sunlight,27%,Canberra00008,ProjectTags
Withholding Treatment,13%,Canberra00008,ProjectTags
Muscarinic Antagonists,100%,Canberra00008,ProjectTags
Dopamine Agonists,92%,Canberra00008,ProjectTags
Social Presence,100%,Canberra00009,ProjectTags
Self-service Technology,100%,Canberra00009,ProjectTags
travel,66%,Canberra00009,ProjectTags
Service Provider,59%,Canberra00009,ProjectTags
Costs,56%,Canberra00009,ProjectTags
services,46%,Canberra00009,ProjectTags
Web Sites,44%,Canberra00009,ProjectTags
Service Encounter,43%,Canberra00009,ProjectTags
Service Employees,42%,Canberra00009,ProjectTags
Interaction,40%,Canberra00009,ProjectTags
Job Satisfaction,100%,Canberra00010,ProjectTags
Continuity of Patient Care,97%,Canberra00010,ProjectTags
Midwifery,89%,Canberra00010,ProjectTags
Hand,63%,Canberra00010,ProjectTags
Students,34%,Canberra00010,ProjectTags
Curriculum,87%,Canberra00010,ProjectTags
Learning,32%,Canberra00010,ProjectTags
Accreditation,19%,Canberra00010,ProjectTags
Infant Health,100%,Canberra00010,ProjectTags
United Nations,100%,Canberra00010,ProjectTags
Interviews,27%,Canberra00010,ProjectTags
Breast Feeding,100%,Canberra00010,ProjectTags
Subcutaneous Infusions,100%,Canberra00010,ProjectTags
Type 1 Diabetes Mellitus,68%,Canberra00010,ProjectTags
Insulin,51%,Canberra00010,ProjectTags
Therapeutics,12%,Canberra00010,ProjectTags
Consciousness,8%,Canberra00010,ProjectTags
Practice (Psychology),92%,Canberra00010,ProjectTags
Education,56%,Canberra00010,ProjectTags
health,30%,Canberra00010,ProjectTags
infant,18%,Canberra00010,ProjectTags
Health,12%,Canberra00010,ProjectTags
stakeholder,15%,Canberra00010,ProjectTags
Walking,77%,Canberra00010,ProjectTags
Global Health,14%,Canberra00010,ProjectTags
Health Promotion,14%,Canberra00010,ProjectTags
Motivation,11%,Canberra00010,ProjectTags
Federal Government,27%,Canberra00010,ProjectTags
Nutrition Policy,26%,Canberra00010,ProjectTags
Volunteers,17%,Canberra00010,ProjectTags
Infant Care,16%,Canberra00010,ProjectTags
Libraries,11%,Canberra00010,ProjectTags
Nursing,10%,Canberra00010,ProjectTags
Translational Medical Research,93%,Canberra00010,ProjectTags
Health Policy,13%,Canberra00010,ProjectTags
Intimate Partner Violence,100%,Canberra00010,ProjectTags
Pregnancy,46%,Canberra00010,ProjectTags
Administrative Personnel,81%,Canberra00010,ProjectTags
Delivery of Health Care,50%,Canberra00010,ProjectTags
Policy Making,19%,Canberra00010,ProjectTags
Civil Rights,60%,Canberra00010,ProjectTags
Posters,11%,Canberra00010,ProjectTags
Evaluation Studies,8%,Canberra00010,ProjectTags
Income,7%,Canberra00010,ProjectTags
Health Facilities,29%,Canberra00010,ProjectTags
Conflict (Psychology),27%,Canberra00010,ProjectTags
political participation,100%,Canberra00011,ProjectTags
protest,91%,Canberra00011,ProjectTags
participation,52%,Canberra00011,ProjectTags
deliberative democracy,100%,Canberra00011,ProjectTags
deliberation,19%,Canberra00011,ProjectTags
speaking,60%,Canberra00011,ProjectTags
disinformation,40%,Canberra00011,ProjectTags
normalization,28%,Canberra00011,ProjectTags
polarization,100%,Canberra00011,ProjectTags
empirical research,22%,Canberra00011,ProjectTags
Emergency,100%,Canberra00011,ProjectTags
Democracy,58%,Canberra00011,ProjectTags
democracy,18%,Canberra00011,ProjectTags
institutional infrastructure,28%,Canberra00011,ProjectTags
State of Emergency,28%,Canberra00011,ProjectTags
Public health,100%,Canberra00011,ProjectTags
Fluxes,67%,Canberra00011,ProjectTags
Participatory Democracy,29%,Canberra00011,ProjectTags
postal service,100%,Canberra00011,ProjectTags
Democratic institutions,87%,Canberra00011,ProjectTags
authoritarianism,74%,Canberra00011,ProjectTags
presidential election,70%,Canberra00011,ProjectTags
integrity,100%,Canberra00011,ProjectTags
representative democracy,60%,Canberra00011,ProjectTags
reform,68%,Canberra00011,ProjectTags
communication,42%,Canberra00011,ProjectTags
inclusion,55%,Canberra00011,ProjectTags
non-verbal communication,33%,Canberra00011,ProjectTags
interpretation,22%,Canberra00011,ProjectTags
roundtable discussion,74%,Canberra00011,ProjectTags
Hamburg,68%,Canberra00011,ProjectTags
policy studies,23%,Canberra00011,ProjectTags
Deliberative Democracy,100%,Canberra00011,ProjectTags
politician,48%,Canberra00011,ProjectTags
Policymaker,47%,Canberra00011,ProjectTags
Democratic Theory,38%,Canberra00011,ProjectTags
interconnection,56%,Canberra00011,ProjectTags
opinion formation,38%,Canberra00011,ProjectTags
citizen,16%,Canberra00011,ProjectTags
public,70%,Canberra00011,ProjectTags
enclave,41%,Canberra00011,ProjectTags
politics,68%,Canberra00011,ProjectTags
policy making,18%,Canberra00011,ProjectTags
Turkey,52%,Canberra00011,ProjectTags
Brazil,78%,Canberra00011,ProjectTags
event,64%,Canberra00011,ProjectTags
cause,17%,Canberra00011,ProjectTags
collective decision,49%,Canberra00011,ProjectTags
Crisis of Democracy,100%,Canberra00011,ProjectTags
Pathway,52%,Canberra00011,ProjectTags
Innovation,43%,Canberra00011,ProjectTags
coal,100%,Canberra00011,ProjectTags
opposition,74%,Canberra00011,ProjectTags
emotion,69%,Canberra00011,ProjectTags
rural area,26%,Canberra00011,ProjectTags
coping,100%,Canberra00011,ProjectTags
metaphor,56%,Canberra00011,ProjectTags
guarantee,56%,Canberra00011,ProjectTags
conversation,20%,Canberra00011,ProjectTags
time,52%,Canberra00011,ProjectTags
anger,88%,Canberra00011,ProjectTags
Environmental issues,23%,Canberra00011,ProjectTags
farmer,20%,Canberra00011,ProjectTags
ontology,100%,Canberra00011,ProjectTags
epistemology,99%,Canberra00011,ProjectTags
political science,100%,Canberra00011,ProjectTags
textbook,59%,Canberra00011,ProjectTags
radicalism,100%,Canberra00011,ProjectTags
multicultural society,100%,Canberra00011,ProjectTags
Communication,44%,Canberra00011,ProjectTags
radicalization,35%,Canberra00011,ProjectTags
pluralism,96%,Canberra00011,ProjectTags
honor,91%,Canberra00011,ProjectTags
research method,58%,Canberra00011,ProjectTags
social scientist,20%,Canberra00011,ProjectTags
Normative Theory,73%,Canberra00011,ProjectTags
peace process,94%,Canberra00011,ProjectTags
process analysis,24%,Canberra00011,ProjectTags
dismantling,24%,Canberra00011,ProjectTags
political decision making,51%,Canberra00011,ProjectTags
political decision,47%,Canberra00011,ProjectTags
community center,65%,Canberra00011,ProjectTags
Organization and Institution,62%,Canberra00011,ProjectTags
political institution,50%,Canberra00011,ProjectTags
environmental politics,100%,Canberra00011,ProjectTags
dramaturgy,91%,Canberra00011,ProjectTags
social media,77%,Canberra00011,ProjectTags
empirical analysis,72%,Canberra00011,ProjectTags
qualitative method,96%,Canberra00011,ProjectTags
statistical method,38%,Canberra00011,ProjectTags
quantitative method,35%,Canberra00011,ProjectTags
examination,11%,Canberra00011,ProjectTags
Cultural Diversity,100%,Canberra00011,ProjectTags
Homicide,63%,Canberra00011,ProjectTags
Germany,60%,Canberra00011,ProjectTags
protest movement,100%,Canberra00011,ProjectTags
festival,100%,Canberra00011,ProjectTags
Aristotle,26%,Canberra00011,ProjectTags
aggregation,21%,Canberra00011,ProjectTags
rationality,19%,Canberra00011,ProjectTags
trend,49%,Canberra00011,ProjectTags
immigration,23%,Canberra00011,ProjectTags
society,7%,Canberra00011,ProjectTags
political movement,17%,Canberra00011,ProjectTags
Internet,100%,Canberra00011,ProjectTags
promotion,39%,Canberra00011,ProjectTags
sociability,30%,Canberra00011,ProjectTags
political conflict,30%,Canberra00011,ProjectTags
erosion,28%,Canberra00011,ProjectTags
Presumption,20%,Canberra00011,ProjectTags
Social Movements,25%,Canberra00011,ProjectTags
Islamic Discourse,82%,Canberra00011,ProjectTags
Muslim Societies,69%,Canberra00011,ProjectTags
Longitudinal Study,55%,Canberra00011,ProjectTags
Discourse,51%,Canberra00011,ProjectTags
twenty-first century,100%,Canberra00012,ProjectTags
global power,100%,Canberra00012,ProjectTags
globalization,27%,Canberra00012,ProjectTags
leader,23%,Canberra00012,ProjectTags
present,20%,Canberra00012,ProjectTags
ECHR,100%,Canberra00012,ProjectTags
public health,60%,Canberra00012,ProjectTags
responsibility,45%,Canberra00012,ProjectTags
obligation,44%,Canberra00012,ProjectTags
human rights,46%,Canberra00012,ProjectTags
international criminal justice,53%,Canberra00012,ProjectTags
African Union,100%,Canberra00012,ProjectTags
immunity,40%,Canberra00012,ProjectTags
criticism,28%,Canberra00012,ProjectTags
Advisory Opinions,26%,Canberra00012,ProjectTags
erosion,100%,Canberra00012,ProjectTags
sovereignty,85%,Canberra00012,ProjectTags
communist party,78%,Canberra00012,ProjectTags
disinformation,29%,Canberra00012,ProjectTags
New Zealand,39%,Canberra00012,ProjectTags
warfare,57%,Canberra00012,ProjectTags
Russia,73%,Canberra00012,ProjectTags
annexation,34%,Canberra00012,ProjectTags
policy approach,29%,Canberra00012,ProjectTags
Military operations,66%,Canberra00012,ProjectTags
Law,51%,Canberra00012,ProjectTags
constitutional state,32%,Canberra00012,ProjectTags
abuse,31%,Canberra00012,ProjectTags
International Criminal Court,90%,Canberra00012,ProjectTags
statute,68%,Canberra00012,ProjectTags
aggression,64%,Canberra00012,ProjectTags
offense,30%,Canberra00012,ProjectTags
exclusion,25%,Canberra00012,ProjectTags
International criminal law,48%,Canberra00012,ProjectTags
international legal principles,26%,Canberra00012,ProjectTags
signatory state,25%,Canberra00012,ProjectTags
Arab Spring,100%,Canberra00012,ProjectTags
Middle East,27%,Canberra00012,ProjectTags
Qatar,51%,Canberra00012,ProjectTags
Libya,49%,Canberra00012,ProjectTags
national security,80%,Canberra00012,ProjectTags
threat,40%,Canberra00012,ProjectTags
European Court,47%,Canberra00012,ProjectTags
weapon,59%,Canberra00012,ProjectTags
international rules,43%,Canberra00012,ProjectTags
Republic of South Africa,66%,Canberra00012,ProjectTags
Ukraine,40%,Canberra00012,ProjectTags
vulnerability,36%,Canberra00012,ProjectTags
Social Justice,100%,Canberra00012,ProjectTags
justice,56%,Canberra00012,ProjectTags
Observation,9%,Canberra00012,ProjectTags
peace,100%,Canberra00012,ProjectTags
military doctrine,46%,Canberra00012,ProjectTags
terrorism,63%,Canberra00012,ProjectTags
Jurisprudence,93%,Canberra00012,ProjectTags
Apartheid,70%,Canberra00012,ProjectTags
aboriginal land right,69%,Canberra00012,ProjectTags
Territories,62%,Canberra00012,ProjectTags
Military,65%,Canberra00012,ProjectTags
international legal rules,64%,Canberra00012,ProjectTags
alleged violations,58%,Canberra00012,ProjectTags
violation of the law,57%,Canberra00012,ProjectTags
occupied territory,53%,Canberra00012,ProjectTags
human rights violation,43%,Canberra00012,ProjectTags
Corporate Governance,100%,Canberra00012,ProjectTags
Multinationality,89%,Canberra00012,ProjectTags
Corporate Responsibility,76%,Canberra00012,ProjectTags
Human Rights,57%,Canberra00012,ProjectTags
Emerging Markets,52%,Canberra00012,ProjectTags
International Environmental Law,31%,Canberra00012,ProjectTags
customary international law,29%,Canberra00012,ProjectTags
International Humanitarian Law,27%,Canberra00012,ProjectTags
proportionality,26%,Canberra00012,ProjectTags
Target drones,100%,Canberra00012,ProjectTags
legality,100%,Canberra00012,ProjectTags
Prevention of Terrorism,100%,Canberra00012,ProjectTags
anti-terrorism,84%,Canberra00012,ProjectTags
corporation,26%,Canberra00012,ProjectTags
International law,100%,Canberra00012,ProjectTags
Terrorism,75%,Canberra00012,ProjectTags
international terrorism,74%,Canberra00012,ProjectTags
Civil Liability,74%,Canberra00012,ProjectTags
bank,51%,Canberra00012,ProjectTags
campaign,68%,Canberra00012,ProjectTags
freedom of operation,39%,Canberra00012,ProjectTags
international crimes,100%,Canberra00012,ProjectTags
Students,9%,Canberra00013,ProjectTags
Education,58%,Canberra00013,ProjectTags
Health,17%,Canberra00013,ProjectTags
Health Occupations,14%,Canberra00013,ProjectTags
Allied Health Personnel,14%,Canberra00013,ProjectTags
Blogging,39%,Canberra00013,ProjectTags
