,Name,Tag,Weight
35386,James Neill,Gadgets,0.49
35387,James Neill,Salmon,0.47
35388,James Neill,Non-Randomized Controlled Trials,1.0
35389,James Neill,Anxiety,0.61
35390,James Neill,Insurance Benefits,0.12
35391,James Neill,Individuality,0.11
35392,James Neill,Research Design,0.09
35393,James Neill,Plagiarism,1.0
35394,James Neill,Self Efficacy,0.88
35395,James Neill,Self Report,0.75
35396,James Neill,Demography,0.37
35397,James Neill,psychotherapy,0.32
35398,James Neill,education,0.98
35399,James Neill,therapy research,0.25
35400,James Neill,evaluation,0.07
35401,James Neill,Social Identification,1.0
35402,James Neill,Identification (Psychology),0.6
35403,James Neill,Self Concept,0.48
35404,James Neill,Social Theory,0.32
35405,James Neill,dramaturgy,1.0
35406,James Neill,theater,0.13
35407,James Neill,Czech Republic,0.13
35408,James Neill,content analysis,0.09
35409,James Neill,Equipment and Supplies,0.67
35410,James Neill,Psychological Models,0.54
35411,James Neill,Adolescent Health,0.46
35412,James Neill,Fruit,0.35
35413,James Neill,experience,1.0
35414,James Neill,locus of control,0.56
35415,James Neill,educational research,0.5
35416,James Neill,self-concept,0.5
35417,Rohan Nethsinghe,music,1.0
35418,Rohan Nethsinghe,music lessons,0.55
35419,Rohan Nethsinghe,art,0.26
35420,Rohan Nethsinghe,teacher,0.25
35421,Rohan Nethsinghe,artist,0.22
35422,Rohan Nethsinghe,Teaching,0.21
35423,Rohan Nethsinghe,education,0.19
35424,Rohan Nethsinghe,song,0.18
35425,Rohan Nethsinghe,learning,0.14
35426,Rohan Nethsinghe,student,0.12
35427,Rohan Nethsinghe,art education,0.12
35428,Rohan Nethsinghe,Spain,0.11
35429,Rohan Nethsinghe,experience,0.11
35430,Rohan Nethsinghe,cultural heritage,0.11
35431,Rohan Nethsinghe,cultural relations,0.1
35432,Rohan Nethsinghe,educational setting,0.1
35433,Rohan Nethsinghe,cultural diversity,0.1
35434,Rohan Nethsinghe,resilience,0.09
35435,Rohan Nethsinghe,recourse,0.09
35436,Rohan Nethsinghe,university,0.09
35437,Rohan Nethsinghe,vocational education,0.08
35438,Rohan Nethsinghe,Vocational Education,0.08
35439,Rohan Nethsinghe,authenticity,0.08
35440,Rohan Nethsinghe,educational policy,0.08
35441,Rohan Nethsinghe,sustainability,0.08
35442,Rohan Nethsinghe,musician,0.07
35443,Rohan Nethsinghe,certification,0.07
35444,Rohan Nethsinghe,participation,0.06
35445,Rohan Nethsinghe,utilization,0.06
35446,Rohan Nethsinghe,simulation,0.06
35447,Rohan Nethsinghe,intercultural education,0.06
35448,Rohan Nethsinghe,curriculum,0.06
35449,Rohan Nethsinghe,candidacy,0.06
35450,Rohan Nethsinghe,confidence,0.06
35451,Rohan Nethsinghe,educator,0.06
35452,Rohan Nethsinghe,performance,0.06
35453,Rohan Nethsinghe,Initial Teacher Education,0.18
35454,Rohan Nethsinghe,Interpretative Phenomenological Analysis,0.1
35455,Rohan Nethsinghe,Cultural Exchange,0.09
35456,Rohan Nethsinghe,Cultural Diversity,0.09
35457,Rohan Nethsinghe,Cultural Heritage,0.08
35458,Rohan Nethsinghe,Art,0.08
35459,Rohan Nethsinghe,Education Program,0.07
35460,Rohan Nethsinghe,Music,0.07
35461,Rohan Nethsinghe,Song,0.06
35462,Rohan Nethsinghe,resilience,1.0
35463,Rohan Nethsinghe,music,1.0
35464,Rohan Nethsinghe,social isolation,0.65
35465,Rohan Nethsinghe,quality of life,0.61
35466,Rohan Nethsinghe,Russian language,0.48
35467,Rohan Nethsinghe,Initial Teacher Education,1.0
35468,Rohan Nethsinghe,cultural relations,0.56
35469,Rohan Nethsinghe,Cultural Exchange,0.53
35470,Rohan Nethsinghe,song,1.0
35471,Rohan Nethsinghe,Song,0.36
35472,Rohan Nethsinghe,music lessons,1.0
35473,Rohan Nethsinghe,teacher,0.43
35474,Rohan Nethsinghe,education,0.31
35475,Rohan Nethsinghe,confidence,0.88
35476,Rohan Nethsinghe,Teaching,0.44
35477,Rohan Nethsinghe,primary school teacher,0.43
35478,Rohan Nethsinghe,participation,1.0
35479,Rohan Nethsinghe,available information,0.97
35480,Rohan Nethsinghe,student,0.67
35481,Rohan Nethsinghe,educational policy,1.0
35482,Rohan Nethsinghe,Spain,0.79
35483,Rohan Nethsinghe,art,0.85
35484,Rohan Nethsinghe,art education,1.0
35485,Rohan Nethsinghe,artist,0.38
35486,Rohan Nethsinghe,educational setting,0.43
35487,Rohan Nethsinghe,Cultural Heritage,1.0
35488,Rohan Nethsinghe,Art,0.98
35489,Rohan Nethsinghe,Heritage Preservation,0.59
35490,Rohan Nethsinghe,Interpretative Phenomenological Analysis,0.55
35491,Rohan Nethsinghe,Inclusivity,0.47
35492,Rohan Nethsinghe,educator,0.52
35493,Rohan Nethsinghe,curriculum,0.23
35494,Rohan Nethsinghe,intercultural education,0.66
35495,Rohan Nethsinghe,music teacher,0.36
35496,Rohan Nethsinghe,cultural diversity,0.42
35497,Rohan Nethsinghe,candidacy,1.0
35498,Rohan Nethsinghe,apprenticeship,0.73
35499,Rohan Nethsinghe,university,0.3
35500,Rohan Nethsinghe,coherence,0.3
35501,Rohan Nethsinghe,logistics,0.25
35502,Rohan Nethsinghe,performance,0.54
35503,Rohan Nethsinghe,cause,0.34
35504,Rohan Nethsinghe,recourse,0.9
35505,Rohan Nethsinghe,cultural heritage,0.89
35506,Rohan Nethsinghe,utilization,0.64
35507,Rohan Nethsinghe,authenticity,1.0
35508,Rohan Nethsinghe,simulation,0.78
35509,Rohan Nethsinghe,learning,0.4
35510,Rohan Nethsinghe,regulation,0.23
35511,Rohan Nethsinghe,Music,0.96
35512,Rohan Nethsinghe,Self-identity,0.39
35513,Rohan Nethsinghe,Education,0.54
35514,Rohan Nethsinghe,musician,0.49
35515,Rohan Nethsinghe,vocational education,1.0
35516,Rohan Nethsinghe,Vocational Education,0.99
35517,Rohan Nethsinghe,certification,0.79
35518,Rohan Nethsinghe,industry,0.55
35519,Rohan Nethsinghe,experience,0.32
35520,Rohan Nethsinghe,drama,0.4
35521,Phillip Newman,Medial Tibial Stress Syndrome,1.0
35522,Phillip Newman,Systematic Reviews,0.85
35523,Phillip Newman,Wounds and Injuries,0.76
35524,Phillip Newman,Meta-Analysis,0.63
35525,Phillip Newman,Sports,0.58
35526,Phillip Newman,Biomechanical Phenomena,0.39
35527,Phillip Newman,Athletes,0.33
35528,Phillip Newman,Ankle,0.32
35529,Phillip Newman,Neck Pain,0.31
35530,Phillip Newman,Knee,0.25
35531,Phillip Newman,Proprioception,0.23
35532,Phillip Newman,Pain,0.22
35533,Phillip Newman,Military Personnel,0.2
35534,Phillip Newman,Prospective Studies,0.2
35535,Phillip Newman,Leg,0.2
35536,Phillip Newman,Anterior Cruciate Ligament,0.18
35537,Phillip Newman,Palpation,0.18
35538,Phillip Newman,compound A 12,0.18
35539,Phillip Newman,Physical Functional Performance,0.17
35540,Phillip Newman,Exercise,0.17
35541,Phillip Newman,Body Regions,0.17
35542,Phillip Newman,Physical Therapists,0.15
35543,Phillip Newman,Knee Joint,0.14
35544,Phillip Newman,Health,0.13
35545,Phillip Newman,Humulus,0.12
35546,Phillip Newman,Edema,0.11
35547,Phillip Newman,Thigh,0.11
35548,Phillip Newman,Bone and Bones,0.1
35549,Phillip Newman,Epidemiology,0.1
35550,Phillip Newman,Cohort Studies,0.1
35551,Phillip Newman,Fluoroscopy,0.1
35552,Phillip Newman,Age Groups,0.1
35553,Phillip Newman,Physical Fitness,0.1
35554,Phillip Newman,Odds Ratio,0.1
35555,Phillip Newman,Technology,0.09
35556,Phillip Newman,Clinical Studies,0.09
35557,Phillip Newman,Randomized Controlled Trials,0.09
35558,Phillip Newman,Ankle Injuries,0.08
35559,Phillip Newman,Ligaments,0.08
35560,Phillip Newman,Athletic Injuries,0.08
35561,Phillip Newman,Lower Extremity,0.08
35562,Phillip Newman,Self-Injurious Behavior,0.08
35563,Phillip Newman,Self Report,0.08
35564,Phillip Newman,Hip,0.08
35565,Phillip Newman,Databases,0.07
35566,Phillip Newman,Aircraft,0.07
35567,Phillip Newman,Outcome Assessment (Health Care),0.07
35568,Phillip Newman,Monitoring,0.27
35569,Phillip Newman,Antennas,0.14
35570,Phillip Newman,Adaptive boosting,0.12
35571,Phillip Newman,Sensors,0.12
35572,Phillip Newman,Personnel,0.1
35573,Phillip Newman,Classifiers,0.09
35574,Phillip Newman,System of systems,0.08
35575,Phillip Newman,ROM,0.05
35576,Phillip Newman,Muscle,0.05
35577,Phillip Newman,Proprioception,1.0
35578,Phillip Newman,Ankle,0.84
35579,Phillip Newman,Physical Therapists,0.69
35580,Phillip Newman,Sports,0.4
35581,Phillip Newman,Randomized Controlled Trials,0.53
35582,Phillip Newman,elite,1.0
35583,Phillip Newman,athlete,0.92
35584,Phillip Newman,coach,0.73
35585,Phillip Newman,rating,0.56
35586,Phillip Newman,staff,0.46
35587,Phillip Newman,Meta-Analysis,0.44
35588,Phillip Newman,Systematic Reviews,0.44
35589,Phillip Newman,Wounds and Injuries,0.18
35590,Phillip Newman,Security Measures,0.23
35591,Phillip Newman,Military Personnel,0.62
35592,Phillip Newman,Epidemiology,0.7
35593,Phillip Newman,Machine Learning,0.35
35594,Phillip Newman,Bone and Bones,0.26
35595,Phillip Newman,artificial intelligence,1.0
35596,Phillip Newman,prediction,0.23
35597,Phillip Newman,risk factors,0.22
35598,Phillip Newman,systematic review,0.15
35599,Phillip Newman,teachers,0.14
35600,Phillip Newman,System of systems,1.0
35601,Phillip Newman,Monitoring,0.35
35602,Phillip Newman,Sensors,0.35
35603,Phillip Newman,Fixed wings,0.5
35604,Phillip Newman,Loads (forces),0.48
35605,Phillip Newman,Athletes,1.0
35606,Phillip Newman,Ankle Injuries,0.7
35607,Phillip Newman,Prospective Studies,0.48
35608,Phillip Newman,Athletic Injuries,0.67
35609,Phillip Newman,Self-Injurious Behavior,0.66
35610,Phillip Newman,Adaptive boosting,0.82
35611,Phillip Newman,Linear regression,0.51
35612,Phillip Newman,Flight dynamics,0.29
35613,Phillip Newman,"1,3-di(4-imidazolinophenoxyl)propane",0.2
35614,Phillip Newman,Veterans,0.2
35615,Phillip Newman,Health,0.19
35616,Phillip Newman,Safety,0.17
35617,Phillip Newman,taxonomy,0.29
35618,Phillip Newman,musculoskeletal diseases,0.2
35619,Phillip Newman,sports medicine,0.18
35620,Phillip Newman,support vector machines,0.17
35621,Phillip Newman,Biomechanical Phenomena,0.84
35622,Phillip Newman,Knee,0.83
35623,Phillip Newman,Age Groups,0.53
35624,Phillip Newman,Los Angeles,0.17
35625,Phillip Newman,Fluoroscopy,0.16
35626,Phillip Newman,Neck Pain,0.87
35627,Phillip Newman,Aircraft,0.1
35628,Phillip Newman,Spine,0.06
35629,Phillip Newman,Personnel,1.0
35630,Phillip Newman,Exercise,0.32
35631,Phillip Newman,Antennas,0.9
35632,Phillip Newman,ROM,0.76
35633,Phillip Newman,Kinematics,0.48
35634,Phillip Newman,Cameras,0.44
35635,Phillip Newman,Classifiers,1.0
35636,Phillip Newman,Logistics,0.4
35637,Phillip Newman,Mastoid,0.3
35638,Phillip Newman,Neck,0.12
35639,Phillip Newman,Medial Tibial Stress Syndrome,1.0
35640,Phillip Newman,Hip,0.16
35641,Phillip Newman,Cohort Studies,0.13
35642,Phillip Newman,ROC Curve,0.16
35643,Phillip Newman,Thigh,0.84
35644,Phillip Newman,Odds Ratio,0.24
35645,Phillip Newman,Physical Fitness,0.65
35646,Phillip Newman,Body Regions,1.0
35647,Phillip Newman,Knee Injuries,0.12
35648,Phillip Newman,Risk Management,0.14
35649,Phillip Newman,Workload,0.12
35650,Phillip Newman,Sensitivity and Specificity,0.34
35651,Phillip Newman,Support Vector Machine,0.28
35652,Phillip Newman,Forests,0.27
35653,Phillip Newman,Pain,0.43
35654,Phillip Newman,Investigational Therapies,0.11
35655,Phillip Newman,Palpation,0.66
35656,Phillip Newman,Control Groups,0.1
35657,Phillip Newman,Health Expenditures,0.19
35658,Phillip Newman,Anterior Cruciate Ligament,1.0
35659,Phillip Newman,Knee Joint,0.89
35660,Phillip Newman,Anterior Cruciate Ligament Injuries,0.24
35661,Phillip Newman,Hamstring Muscles,0.24
35662,Phillip Newman,Leg,1.0
35663,Phillip Newman,Compartment Syndromes,0.31
35664,Phillip Newman,Physical Functional Performance,1.0
35665,Phillip Newman,Humulus,0.84
35666,Phillip Newman,Ligaments,0.57
35667,Phillip Newman,Lower Extremity,0.49
35668,Phillip Newman,Edema,0.47
35669,Phillip Newman,compound A 12,1.0
35670,Phillip Newman,Clinical Studies,0.52
35671,Phillip Newman,Articular Range of Motion,0.27
35672,Caroline Ng Tseung-Wong,Mauritius,0.23
35673,Caroline Ng Tseung-Wong,Cultural Diversity,0.51
35674,Caroline Ng Tseung-Wong,Social Identification,0.33
35675,Caroline Ng Tseung-Wong,Islam,0.31
35676,Caroline Ng Tseung-Wong,Social Distance,0.1
35677,Caroline Ng Tseung-Wong,Switzerland,0.11
35678,Caroline Ng Tseung-Wong,Self Report,0.11
35679,Caroline Ng Tseung-Wong,Social Desirability,0.11
35680,Caroline Ng Tseung-Wong,Conflict (Psychology),0.1
35681,Caroline Ng Tseung-Wong,Identification (Psychology),0.09
35682,Caroline Ng Tseung-Wong,Personality,0.09
35683,Caroline Ng Tseung-Wong,Personality Disorders,0.08
35684,Caroline Ng Tseung-Wong,Emotions,0.08
35685,Caroline Ng Tseung-Wong,Decision Making,0.08
35686,Caroline Ng Tseung-Wong,Psychometrics,0.07
35687,Caroline Ng Tseung-Wong,Sex Characteristics,0.07
35688,Caroline Ng Tseung-Wong,Personality Inventory,0.06
35689,Caroline Ng Tseung-Wong,Social Theory,0.05
35690,Caroline Ng Tseung-Wong,Democracy,0.05
35691,Caroline Ng Tseung-Wong,multicultural society,0.32
35692,Caroline Ng Tseung-Wong,outgroup,0.26
35693,Caroline Ng Tseung-Wong,cultural diversity,0.16
35694,Caroline Ng Tseung-Wong,Group,0.14
35695,Caroline Ng Tseung-Wong,adolescent,0.12
35696,Caroline Ng Tseung-Wong,national identity,0.12
35697,Caroline Ng Tseung-Wong,identity conflict,0.12
35698,Caroline Ng Tseung-Wong,Muslim,0.12
35699,Caroline Ng Tseung-Wong,social distance,0.11
35700,Caroline Ng Tseung-Wong,evaluation,0.1
35701,Caroline Ng Tseung-Wong,ethnic group,0.1
35702,Caroline Ng Tseung-Wong,group membership,0.09
35703,Caroline Ng Tseung-Wong,social desirability,0.09
35704,Caroline Ng Tseung-Wong,trend,0.07
35705,Caroline Ng Tseung-Wong,Ideologies,0.07
35706,Caroline Ng Tseung-Wong,psychometrics,0.06
35707,Caroline Ng Tseung-Wong,cultural identity,0.06
35708,Caroline Ng Tseung-Wong,personality,0.05
35709,Caroline Ng Tseung-Wong,personality structure,0.05
35710,Caroline Ng Tseung-Wong,decision making,0.05
35711,Caroline Ng Tseung-Wong,Multiculturalism,0.23
35712,Caroline Ng Tseung-Wong,Prototypicality,0.11
35713,Caroline Ng Tseung-Wong,Indispensability,0.1
35714,Caroline Ng Tseung-Wong,Adolescence,0.1
35715,Caroline Ng Tseung-Wong,Ideology,0.08
35716,Caroline Ng Tseung-Wong,Religious Groups,0.08
35717,Caroline Ng Tseung-Wong,Lovers,0.07
35718,Caroline Ng Tseung-Wong,Neighbors,0.07
35719,Caroline Ng Tseung-Wong,Evaluation,0.05
35720,Caroline Ng Tseung-Wong,Intergroup,1.0
35721,Caroline Ng Tseung-Wong,Outgroup,0.76
35722,Caroline Ng Tseung-Wong,Evaluation,0.43
35723,Caroline Ng Tseung-Wong,outgroup,0.61
35724,Caroline Ng Tseung-Wong,evaluation,0.36
35725,Caroline Ng Tseung-Wong,Mauritius,0.88
35726,Caroline Ng Tseung-Wong,Cultural Diversity,0.98
35727,Caroline Ng Tseung-Wong,identity conflict,0.84
35728,Caroline Ng Tseung-Wong,Conflict (Psychology),0.6
35729,Caroline Ng Tseung-Wong,Social Distance,0.94
35730,Caroline Ng Tseung-Wong,national identity,0.22
35731,Caroline Ng Tseung-Wong,National Identity,0.5
35732,Caroline Ng Tseung-Wong,Multiculturalism,1.0
35733,Caroline Ng Tseung-Wong,Ideology,0.69
35734,Caroline Ng Tseung-Wong,multicultural society,0.66
35735,Caroline Ng Tseung-Wong,Ideologies,0.6
35736,Caroline Ng Tseung-Wong,cultural identity,1.0
35737,Caroline Ng Tseung-Wong,Negotiating,0.46
35738,Caroline Ng Tseung-Wong,Psychological Adaptation,0.44
35739,Caroline Ng Tseung-Wong,Israel,0.43
35740,Caroline Ng Tseung-Wong,Emotions,0.47
35741,Caroline Ng Tseung-Wong,adolescent,0.35
35742,Caroline Ng Tseung-Wong,conflict potential,0.23
35743,Caroline Ng Tseung-Wong,constitutional reform,0.23
35744,Caroline Ng Tseung-Wong,cultural anthropology,0.22
35745,Caroline Ng Tseung-Wong,cultural diversity,0.68
35746,Caroline Ng Tseung-Wong,ethnic group,0.36
35747,Caroline Ng Tseung-Wong,social distance,0.79
35748,Caroline Ng Tseung-Wong,Personality,0.93
35749,Caroline Ng Tseung-Wong,personality,0.8
35750,Caroline Ng Tseung-Wong,personality structure,0.76
35751,Caroline Ng Tseung-Wong,Personality Inventory,0.1
35752,Caroline Ng Tseung-Wong,Switzerland,0.17
35753,Caroline Ng Tseung-Wong,Representative Democracy,0.63
35754,Caroline Ng Tseung-Wong,Decision-Making Procedure,0.53
35755,Caroline Ng Tseung-Wong,Oligarchy,0.51
35756,Caroline Ng Tseung-Wong,Decision Making,0.49
35757,Caroline Ng Tseung-Wong,Social Identification,0.72
35758,Caroline Ng Tseung-Wong,Adolescence,0.8
35759,Caroline Ng Tseung-Wong,Identification (Psychology),0.74
35760,Caroline Ng Tseung-Wong,Religious Groups,0.62
35761,Caroline Ng Tseung-Wong,Individuality,1.0
35762,Caroline Ng Tseung-Wong,Self Report,0.47
35763,Caroline Ng Tseung-Wong,Research Personnel,0.39
35764,Caroline Ng Tseung-Wong,Prototypicality,0.86
35765,Caroline Ng Tseung-Wong,Indispensability,0.81
35766,Caroline Ng Tseung-Wong,Islam,0.79
35767,Caroline Ng Tseung-Wong,Social Desirability,1.0
35768,Caroline Ng Tseung-Wong,social desirability,0.81
35769,Caroline Ng Tseung-Wong,Psychometrics,0.67
35770,Caroline Ng Tseung-Wong,psychometrics,0.61
35771,Caroline Ng Tseung-Wong,Personality Disorders,1.0
35772,Caroline Ng Tseung-Wong,Dependent Personality Disorder,0.27
35773,Caroline Ng Tseung-Wong,Paranoid Personality Disorder,0.13
35774,Caroline Ng Tseung-Wong,Sex Characteristics,1.0
35775,Caroline Ng Tseung-Wong,Social Theory,0.71
35776,Sue Nichols,macroinvertebrate,0.89
35777,Sue Nichols,river,0.78
35778,Sue Nichols,water management,0.71
35779,Sue Nichols,malathion,0.67
35780,Sue Nichols,antagonism,0.56
35781,Sue Nichols,environmental management,0.08
35782,Sue Nichols,environmental science,0.05
35783,Sue Nichols,decision making,0.48
35784,Sue Nichols,environmental assessment,0.53
35785,Sue Nichols,literature,0.43
35786,Sue Nichols,assessment method,0.4
35787,Sue Nichols,decision,0.39
35788,Sue Nichols,effect,0.39
35789,Sue Nichols,aquatic ecosystem,0.39
35790,Sue Nichols,DNA,0.37
35791,Sue Nichols,adaptive management,0.37
35792,Sue Nichols,science,0.36
35793,Sue Nichols,pesticide,0.34
35794,Sue Nichols,method,0.34
35795,Sue Nichols,river management,0.34
35796,Sue Nichols,invertebrate,0.33
35797,Sue Nichols,monitoring,0.14
35798,Sue Nichols,rehabilitation,0.31
35799,Sue Nichols,freshwater ecosystem,0.31
35800,Sue Nichols,policy,0.3
35801,Sue Nichols,banking,0.29
35802,Sue Nichols,program,0.28
35803,Sue Nichols,water,0.26
35804,Sue Nichols,decision analysis,0.26
35805,Sue Nichols,insecticide,0.26
35806,Sue Nichols,toxicity,0.05
35807,Sue Nichols,software,0.24
35808,Sue Nichols,natural value,0.23
35809,Sue Nichols,chemical,0.22
35810,Sue Nichols,drought,0.17
35811,Sue Nichols,flocculation,0.22
35812,Sue Nichols,allocation,0.22
35813,Sue Nichols,stakeholder,0.22
35814,Sue Nichols,data quality,0.21
35815,Sue Nichols,aid,0.21
35816,Sue Nichols,need,0.21
35817,Sue Nichols,water resource,0.2
35818,Sue Nichols,water quality,0.2
35819,Sue Nichols,river system,0.2
35820,Sue Nichols,eutrophication,0.25
35821,Sue Nichols,transparency,0.19
35822,Sue Nichols,fauna,0.19
35823,Sue Nichols,biological monitoring,0.17
35824,Sue Nichols,ecosystem,0.17
35825,Sue Nichols,political boundary,0.16
35826,Sue Nichols,biological assessment,1.0
35827,Sue Nichols,rivers,0.69
35828,Sue Nichols,macroinvertebrates,0.61
35829,Sue Nichols,DNA barcoding,0.48
35830,Sue Nichols,systematic review,0.39
35831,Sue Nichols,aquatic ecosystems,0.31
35832,Sue Nichols,synthesis,0.28
35833,Sue Nichols,ecosystems,0.26
35834,Sue Nichols,weaving,0.25
35835,Sue Nichols,rehabilitation (people),0.23
35836,Sue Nichols,rapid methods,0.22
35837,Sue Nichols,storage conditions,0.22
35838,Sue Nichols,invertebrates,0.18
35839,Sue Nichols,methodology,0.18
35840,Sue Nichols,toxic substances,0.1
35841,Sue Nichols,organisms,0.08
35842,Sue Nichols,sampling,0.08
35843,Sue Nichols,Australian Capital Territory,0.08
35844,Sue Nichols,environmental monitoring,0.07
35845,Sue Nichols,species identification,0.07
35846,Sue Nichols,marine science,0.06
35847,Sue Nichols,oceanography,0.06
35848,Sue Nichols,limnology,0.06
35849,Sue Nichols,freshwater ecosystems,0.06
35850,Sue Nichols,repeatability,0.05
35851,Sue Nichols,water resources,0.05
35852,Sue Nichols,remote sensing,0.05
35853,Sue Nichols,Canada,0.05
35854,Sue Nichols,periphyton,0.05
35855,Sue Nichols,South Korea,0.05
35856,Sue Nichols,Pesticides,1.0
35857,Sue Nichols,pesticide,0.54
35858,Sue Nichols,index,0.37
35859,Sue Nichols,Malathion,0.9
35860,Sue Nichols,malathion,1.0
35861,Sue Nichols,Biota,1.0
35862,Sue Nichols,antagonism,0.98
35863,Sue Nichols,Sediments,0.73
35864,Sue Nichols,biological assessment,1.0
35865,Sue Nichols,Rivers,0.87
35866,Sue Nichols,rehabilitation (people),0.75
35867,Sue Nichols,rehabilitation,0.69
35868,Sue Nichols,river,0.61
35869,Sue Nichols,Water Quality,1.0
35870,Sue Nichols,Snow and ice removal,0.92
35871,Sue Nichols,Water quality,0.84
35872,Sue Nichols,Salinity,1.0
35873,Sue Nichols,Salts,0.64
35874,Sue Nichols,macroinvertebrates,0.35
35875,Sue Nichols,DNA barcoding,0.93
35876,Sue Nichols,macroinvertebrate,0.97
35877,Sue Nichols,storage conditions,0.72
35878,Sue Nichols,Toxicity,0.79
35879,Sue Nichols,Ecosystems,0.78
35880,Sue Nichols,Ecosystem,0.85
35881,Sue Nichols,toxic substances,0.32
35882,Sue Nichols,Flocculation,1.0
35883,Sue Nichols,freshwater ecosystem,0.82
35884,Sue Nichols,flocculation,0.72
35885,Sue Nichols,Metals,0.62
35886,Sue Nichols,insecticide,0.85
35887,Sue Nichols,invertebrate,0.73
35888,Sue Nichols,aid,1.0
35889,Sue Nichols,decision,0.36
35890,Sue Nichols,synthesis,0.45
35891,Sue Nichols,literature,0.58
35892,Sue Nichols,method,0.15
35893,Sue Nichols,banking,0.95
35894,Sue Nichols,systematic review,0.95
35895,Sue Nichols,decision making,0.75
35896,Sue Nichols,science,0.74
35897,Sue Nichols,oceanography,0.22
35898,Sue Nichols,fauna,0.7
35899,Sue Nichols,DNA,0.69
35900,Sue Nichols,Water management,1.0
35901,Sue Nichols,decision analysis,0.92
35902,Sue Nichols,Catchments,0.92
35903,Sue Nichols,Decision theory,0.91
35904,Sue Nichols,water management,1.0
35905,Sue Nichols,adaptive management,1.0
35906,Sue Nichols,Aquatic ecosystems,0.64
35907,Sue Nichols,rivers,0.99
35908,Sue Nichols,water resource,0.54
35909,Sue Nichols,political boundary,0.52
35910,Sue Nichols,administrative boundary,0.52
35911,Sue Nichols,environmental assessment,1.0
35912,Sue Nichols,weaving,0.96
35913,Sue Nichols,assessment method,0.24
35914,Sue Nichols,rapid methods,0.83
35915,Sue Nichols,aquatic ecosystems,1.0
35916,Sue Nichols,aquatic ecosystem,0.81
35917,Sue Nichols,ecosystems,0.63
35918,Sue Nichols,ecosystem assessment,0.58
35919,Sue Nichols,ecosystem,0.22
35920,Sue Nichols,environmental science,0.63
35921,Sue Nichols,software,0.32
35922,Sue Nichols,Environmental management,0.4
35923,Sue Nichols,environmental research,0.2
35924,Sue Nichols,Transparency,0.3
35925,Sue Nichols,eutrophication,1.0
35926,Sue Nichols,invertebrates,0.71
35927,Sue Nichols,data quality,1.0
35928,Sue Nichols,monitoring,0.41
35929,Sue Nichols,water quality,0.18
35930,Sue Nichols,electrical conductivity,0.17
35931,Sue Nichols,turbidity,0.16
35932,Sue Nichols,water,0.62
35933,Sue Nichols,health,0.38
35934,Sue Nichols,biological characteristics,0.22
35935,Sue Nichols,allocation,1.0
35936,Sue Nichols,irrigation,0.87
35937,Sue Nichols,river management,1.0
35938,Sue Nichols,hydrology,0.71
35939,Sue Nichols,vegetation,0.68
35940,Sue Nichols,policy,0.7
35941,Sue Nichols,stakeholder,0.25
35942,Sue Nichols,research center,0.39
35943,Sue Nichols,methodology,0.22
35944,Sue Nichols,knowledge transfer,1.0
35945,Sue Nichols,evidence,0.38
35946,Sue Nichols,science policy,0.19
35947,Sue Nichols,technical literature,0.19
35948,Sue Nichols,drought,0.44
35949,Sue Nichols,periphyton,0.28
35950,Sue Nichols,environmental management,1.0
35951,Sue Nichols,Geomorphology,1.0
35952,Sue Nichols,Water,0.73
35953,Sue Nichols,Fish,0.6
35954,Sue Nichols,bushfire,0.39
35955,Sue Nichols,ecological assessment,0.37
35956,Sue Nichols,jurisdiction,0.44
35957,Sue Nichols,impact assessment,0.39
35958,Sue Nichols,natural value,1.0
35959,Sue Nichols,distribution,0.25
35960,Sue Nichols,river system,0.23
35961,Geoff Nicoll,Corporate Governance,1.0
35962,Geoff Nicoll,Enforcement,0.73
35963,Geoff Nicoll,Stakeholders,0.72
35964,Geoff Nicoll,Governance,0.56
35965,Geoff Nicoll,Public Sector,0.49
35966,Geoff Nicoll,Food,0.49
35967,Geoff Nicoll,China,0.46
35968,Geoff Nicoll,Government,0.31
35969,Geoff Nicoll,Public Governance,0.3
35970,Geoff Nicoll,Milk,0.27
35971,Geoff Nicoll,Scandal,0.27
35972,Geoff Nicoll,Food Safety Standards,0.19
35973,Geoff Nicoll,Law Reform,0.18
35974,Geoff Nicoll,Social Stability,0.17
35975,Geoff Nicoll,Autocracy,0.17
35976,Geoff Nicoll,Communication,0.13
35977,Geoff Nicoll,Regulatory Framework,0.13
35978,Geoff Nicoll,Economic Development,0.12
35979,Geoff Nicoll,Credibility,0.11
35980,Geoff Nicoll,Industry,0.07
35981,Geoff Nicoll,Suppliers,0.07
35982,Geoff Nicoll,pension fund,0.96
35983,Geoff Nicoll,Bangladesh,0.64
35984,Geoff Nicoll,public sector,0.53
35985,Geoff Nicoll,pension,0.41
35986,Geoff Nicoll,responsibility,0.35
35987,Geoff Nicoll,industry,0.3
35988,Geoff Nicoll,private sector,0.27
35989,Geoff Nicoll,research project,0.23
35990,Geoff Nicoll,coverage,0.19
35991,Geoff Nicoll,Social security programs,0.18
35992,Geoff Nicoll,Government employees,0.17
35993,Geoff Nicoll,Chile,0.11
35994,Geoff Nicoll,Singapore,0.11
35995,Geoff Nicoll,minister,0.11
35996,Geoff Nicoll,India,0.09
35997,Geoff Nicoll,experience,0.08
35998,Geoff Nicoll,citizen,0.07
35999,Geoff Nicoll,present,0.07
36000,Geoff Nicoll,participation,0.06
