Tags,Weight_sum,Staff_cnt,Weight_avg_all,Weight_avg_ind
Te Papa,1.23,2,0.0032975871313672923,0.615
Clinicians,1.23,3,0.0032975871313672923,0.41
folic acid,1.23,2,0.0032975871313672923,0.615
remedies,1.23,2,0.0032975871313672923,0.615
Neighborhood Effects,1.23,2,0.0032975871313672923,0.615
malnutrition,1.23,3,0.0032975871313672923,0.41
Fossil fuels,1.23,6,0.0032975871313672923,0.205
traffic volume,1.23,3,0.0032975871313672923,0.41
Time-varying Coefficients,1.23,2,0.0032975871313672923,0.615
Winter Olympics,1.23,2,0.0032975871313672923,0.615
Charts,1.23,3,0.0032975871313672923,0.41
British Press,1.23,2,0.0032975871313672923,0.615
case management,1.23,2,0.0032975871313672923,0.615
Family Structure,1.23,3,0.0032975871313672923,0.41
Conventional,1.23,6,0.0032975871313672923,0.205
stem,1.23,2,0.0032975871313672923,0.615
E-health,1.23,2,0.0032975871313672923,0.615
Steam,1.23,2,0.0032975871313672923,0.615
Brand Performance,1.23,2,0.0032975871313672923,0.615
natural value,1.23,2,0.0032975871313672923,0.615
Olive Oil,1.23,3,0.0032975871313672923,0.41
Computer Use,1.23,2,0.0032975871313672923,0.615
Victoria (Australia),1.23,6,0.0032975871313672923,0.205
An Enterprise,1.23,2,0.0032975871313672923,0.615
stimuli,1.23,3,0.0032975871313672923,0.41
Sustainable Building,1.23,2,0.0032975871313672923,0.615
diffuse pollution,1.23,2,0.0032975871313672923,0.615
Smart power grids,1.23,2,0.0032975871313672923,0.615
Administration of criminal justice,1.23,2,0.0032975871313672923,0.615
Evolutionary Optimization,1.23,2,0.0032975871313672923,0.615
Anecdote,1.23,3,0.0032975871313672923,0.41
chlorophyll a,1.23,2,0.0032975871313672923,0.615
Sustainable Development Goals,1.23,2,0.0032975871313672923,0.615
Concrete construction,1.23,3,0.0032975871313672923,0.41
Italy,1.23,4,0.0032975871313672923,0.3075
media analysis,1.23,2,0.0032975871313672923,0.615
ice cap,1.23,2,0.0032975871313672923,0.615
Cricket,1.23,2,0.0032975871313672923,0.615
Entamoeba histolytica,1.23,2,0.0032975871313672923,0.615
Least Developed Countries (LDCs),1.23,4,0.0032975871313672923,0.3075
Psychiatric Nursing,1.23,2,0.0032975871313672923,0.615
Bath,1.23,2,0.0032975871313672923,0.615
Machiavellianism,1.23,2,0.0032975871313672923,0.615
Cones,1.23,2,0.0032975871313672923,0.615
Enantioselectivity,1.23,2,0.0032975871313672923,0.615
Rwanda,1.23,3,0.0032975871313672923,0.41
Linear Model,1.23,2,0.0032975871313672923,0.615
Emotional Speech,1.23,2,0.0032975871313672923,0.615
Natural gas,1.2200000000000002,2,0.003270777479892762,0.6100000000000001
Common Law,1.2200000000000002,3,0.003270777479892762,0.40666666666666673
argumentation,1.22,3,0.0032707774798927613,0.4066666666666667
duration,1.22,4,0.0032707774798927613,0.305
information warfare,1.22,2,0.0032707774798927613,0.61
Giuseppe Terragni,1.22,2,0.0032707774798927613,0.61
epidemiology,1.22,2,0.0032707774798927613,0.61
alumni,1.22,3,0.0032707774798927613,0.4066666666666667
third generation,1.22,2,0.0032707774798927613,0.61
Preventive Conservation,1.22,2,0.0032707774798927613,0.61
Inference,1.22,2,0.0032707774798927613,0.61
Specification languages,1.22,2,0.0032707774798927613,0.61
Type Frequency,1.22,2,0.0032707774798927613,0.61
Anti-Inflammatory Agents,1.22,6,0.0032707774798927613,0.20333333333333334
ferrets,1.22,2,0.0032707774798927613,0.61
Salmo trutta,1.22,3,0.0032707774798927613,0.4066666666666667
Human Services,1.22,2,0.0032707774798927613,0.61
Horse,1.22,2,0.0032707774798927613,0.61
Completeness,1.22,2,0.0032707774798927613,0.61
Chronic Progressive Multiple Sclerosis,1.22,2,0.0032707774798927613,0.61
Information Infrastructure,1.22,2,0.0032707774798927613,0.61
apartment size,1.22,2,0.0032707774798927613,0.61
Nowcasting,1.22,2,0.0032707774798927613,0.61
nomad,1.22,2,0.0032707774798927613,0.61
diversification,1.22,4,0.0032707774798927613,0.305
Kernel Estimation,1.22,2,0.0032707774798927613,0.61
New Year,1.22,2,0.0032707774798927613,0.61
Metabolic Diseases,1.22,3,0.0032707774798927613,0.4066666666666667
bacterioplankton,1.22,2,0.0032707774798927613,0.61
Afterimage,1.22,2,0.0032707774798927613,0.61
Fair Value,1.22,2,0.0032707774798927613,0.61
Global initiatives,1.22,2,0.0032707774798927613,0.61
Pinus,1.22,3,0.0032707774798927613,0.4066666666666667
deglaciation,1.22,2,0.0032707774798927613,0.61
Employment Program,1.22,2,0.0032707774798927613,0.61
paternity,1.22,2,0.0032707774798927613,0.61
Respiratory System,1.22,4,0.0032707774798927613,0.305
Color Vision,1.22,2,0.0032707774798927613,0.61
Customer satisfaction,1.22,3,0.0032707774798927613,0.4066666666666667
Chiropractic,1.22,2,0.0032707774798927613,0.61
Basket,1.22,2,0.0032707774798927613,0.61
Watercolour,1.22,3,0.0032707774798927613,0.4066666666666667
mHealth,1.22,2,0.0032707774798927613,0.61
Stroke Rehabilitation,1.22,2,0.0032707774798927613,0.61
Assisted Reproductive Techniques,1.22,2,0.0032707774798927613,0.61
Climate Change Adaptation,1.22,3,0.0032707774798927613,0.4066666666666667
Bruxelles,1.22,2,0.0032707774798927613,0.61
Hand Strength,1.22,3,0.0032707774798927613,0.4066666666666667
Supply Chain,1.22,4,0.0032707774798927613,0.305
Cerebral Palsy,1.22,2,0.0032707774798927613,0.61
Summarization,1.22,2,0.0032707774798927613,0.61
Royalty,1.22,2,0.0032707774798927613,0.61
aerial survey,1.22,2,0.0032707774798927613,0.61
Agglomeration Effect,1.22,2,0.0032707774798927613,0.61
emigration,1.22,3,0.0032707774798927613,0.4066666666666667
Public Organizations,1.22,2,0.0032707774798927613,0.61
Labor Policy,1.22,2,0.0032707774798927613,0.61
search engine,1.22,5,0.0032707774798927613,0.244
Psychological Ownership,1.22,2,0.0032707774798927613,0.61
Progesterone Receptors,1.2199999999999998,3,0.003270777479892761,0.40666666666666657
collective knowledge,1.21,2,0.0032439678284182307,0.605
occupational therapist,1.21,3,0.0032439678284182307,0.4033333333333333
Renaissance,1.21,2,0.0032439678284182307,0.605
herpetofauna,1.21,2,0.0032439678284182307,0.605
testimony,1.21,3,0.0032439678284182307,0.4033333333333333
classical economics,1.21,2,0.0032439678284182307,0.605
Speech-language Pathologists,1.21,3,0.0032439678284182307,0.4033333333333333
Squamata,1.21,4,0.0032439678284182307,0.3025
safety research,1.21,2,0.0032439678284182307,0.605
crab,1.21,2,0.0032439678284182307,0.605
public advocate,1.21,2,0.0032439678284182307,0.605
Thuringia,1.21,2,0.0032439678284182307,0.605
Infrastructure Investment,1.21,3,0.0032439678284182307,0.4033333333333333
Faecalibacterium prausnitzii,1.21,2,0.0032439678284182307,0.605
Free Verse,1.21,3,0.0032439678284182307,0.4033333333333333
Architecture Magazine,1.21,2,0.0032439678284182307,0.605
Perils,1.21,2,0.0032439678284182307,0.605
incubation,1.21,5,0.0032439678284182307,0.242
Suppurative Otitis Media,1.21,2,0.0032439678284182307,0.605
salinity tolerance,1.21,2,0.0032439678284182307,0.605
Mud Brick,1.21,2,0.0032439678284182307,0.605
water efficiency,1.21,2,0.0032439678284182307,0.605
High Pressure Liquid Chromatography,1.21,2,0.0032439678284182307,0.605
Competency-Based Education,1.21,2,0.0032439678284182307,0.605
shareholder right,1.21,2,0.0032439678284182307,0.605
Public Expenditures,1.21,2,0.0032439678284182307,0.605
Respiratory Muscles,1.21,2,0.0032439678284182307,0.605
Gambusia,1.21,3,0.0032439678284182307,0.4033333333333333
Safety Climate,1.21,2,0.0032439678284182307,0.605
informal communication,1.21,2,0.0032439678284182307,0.605
Structural Analysis,1.21,3,0.0032439678284182307,0.4033333333333333
Business Administration,1.21,2,0.0032439678284182307,0.605
Garden Design,1.21,2,0.0032439678284182307,0.605
Exoskeleton (Robotics),1.21,4,0.0032439678284182307,0.3025
Arab World,1.21,2,0.0032439678284182307,0.605
worker's child,1.21,2,0.0032439678284182307,0.605
urban research,1.21,3,0.0032439678284182307,0.4033333333333333
Carotid Intima-Media Thickness,1.21,2,0.0032439678284182307,0.605
Electronic Banking,1.21,2,0.0032439678284182307,0.605
stable isotope,1.21,5,0.0032439678284182307,0.242
Asteraceae,1.21,4,0.0032439678284182307,0.3025
dam,1.21,2,0.0032439678284182307,0.605
Acoustic Doppler Current Profiler,1.21,2,0.0032439678284182307,0.605
family right,1.21,2,0.0032439678284182307,0.605
Wallpaper,1.21,2,0.0032439678284182307,0.605
landscape genetics,1.21,2,0.0032439678284182307,0.605
census survey,1.21,2,0.0032439678284182307,0.605
Return Policy,1.21,2,0.0032439678284182307,0.605
Public Administration,1.21,3,0.0032439678284182307,0.4033333333333333
fishing industry,1.21,2,0.0032439678284182307,0.605
overtopping,1.21,2,0.0032439678284182307,0.605
Computed Tomography Angiography,1.21,2,0.0032439678284182307,0.605
Digital Libraries,1.21,2,0.0032439678284182307,0.605
Brand Reputation,1.21,2,0.0032439678284182307,0.605
Digital Age,1.21,4,0.0032439678284182307,0.3025
Number line,1.21,4,0.0032439678284182307,0.3025
Routing,1.21,2,0.0032439678284182307,0.605
Career Development,1.2000000000000002,3,0.0032171581769437,0.4000000000000001
Student Perceptions,1.2000000000000002,3,0.0032171581769437,0.4000000000000001
News Agencies,1.2000000000000002,4,0.0032171581769437,0.30000000000000004
Glass Beads,1.2000000000000002,2,0.0032171581769437,0.6000000000000001
informal sector,1.2,2,0.0032171581769436996,0.6
Water programs,1.2,2,0.0032171581769436996,0.6
occupational reintegration,1.2,2,0.0032171581769436996,0.6
Cardiac Catheters,1.2,2,0.0032171581769436996,0.6
Cost Estimating,1.2,2,0.0032171581769436996,0.6
Audition,1.2,2,0.0032171581769436996,0.6
Lagovirus,1.2,2,0.0032171581769436996,0.6
Body Dysmorphic Disorders,1.2,2,0.0032171581769436996,0.6
WorldView,1.2,3,0.0032171581769436996,0.39999999999999997
transportation development,1.2,2,0.0032171581769436996,0.6
sugar,1.2,2,0.0032171581769436996,0.6
Aphthous Stomatitis,1.2,2,0.0032171581769436996,0.6
gibberellins,1.2,2,0.0032171581769436996,0.6
social criticism,1.2,2,0.0032171581769436996,0.6
Shell Beads,1.2,2,0.0032171581769436996,0.6
Archaeological Heritage Management,1.2,2,0.0032171581769436996,0.6
distributive justice,1.2,2,0.0032171581769436996,0.6
vehicle,1.2,3,0.0032171581769436996,0.39999999999999997
figuration,1.2,2,0.0032171581769436996,0.6
Serum,1.2,5,0.0032171581769436996,0.24
Political Activity,1.2,4,0.0032171581769436996,0.3
Information Requirements,1.2,2,0.0032171581769436996,0.6
auditing,1.2,4,0.0032171581769436996,0.3
integrated approach,1.2,2,0.0032171581769436996,0.6
Railroads,1.2,2,0.0032171581769436996,0.6
City Size,1.2,2,0.0032171581769436996,0.6
creditor,1.2,2,0.0032171581769436996,0.6
Verb Classes,1.2,2,0.0032171581769436996,0.6
forest plantations,1.2,2,0.0032171581769436996,0.6
Repurchase Intention,1.2,2,0.0032171581769436996,0.6
Enjambment,1.2,2,0.0032171581769436996,0.6
Innovation Diffusion,1.2,2,0.0032171581769436996,0.6
Investment in Energy,1.2,2,0.0032171581769436996,0.6
Sediment transport,1.2,2,0.0032171581769436996,0.6
female employee,1.2,2,0.0032171581769436996,0.6
Waves,1.2,2,0.0032171581769436996,0.6
environmental protection,1.2,4,0.0032171581769436996,0.3
collective decision,1.2,5,0.0032171581769436996,0.24
environmental politics,1.2,2,0.0032171581769436996,0.6
self-determination,1.2,5,0.0032171581769436996,0.24
Adaptive systems,1.2,3,0.0032171581769436996,0.39999999999999997
women's rights,1.2,2,0.0032171581769436996,0.6
Extreme Learning Machine,1.2,2,0.0032171581769436996,0.6
Swaps,1.2,2,0.0032171581769436996,0.6
mixed layer,1.2,2,0.0032171581769436996,0.6
job satisfaction,1.2,3,0.0032171581769436996,0.39999999999999997
aqua regia,1.2,2,0.0032171581769436996,0.6
Digital Subtraction Angiography,1.2,2,0.0032171581769436996,0.6
Dictatorship,1.2,3,0.0032171581769436996,0.39999999999999997
personal liability,1.2,2,0.0032171581769436996,0.6
Artistic Interpretation,1.2,2,0.0032171581769436996,0.6
selenium,1.2,3,0.0032171581769436996,0.39999999999999997
Professional Practice Gaps,1.2,3,0.0032171581769436996,0.39999999999999997
Nursing Assistants,1.2,2,0.0032171581769436996,0.6
mining industry,1.2,2,0.0032171581769436996,0.6
Environmental Art,1.2,2,0.0032171581769436996,0.6
State Hospitals,1.2,2,0.0032171581769436996,0.6
Medical Students,1.2,4,0.0032171581769436996,0.3
Feedback Trading,1.2,2,0.0032171581769436996,0.6
foreign policy,1.2,3,0.0032171581769436996,0.39999999999999997
humanism,1.2,2,0.0032171581769436996,0.6
development theory,1.2,2,0.0032171581769436996,0.6
Efficient Allocation,1.2,2,0.0032171581769436996,0.6
History of Glass,1.2,2,0.0032171581769436996,0.6
Life Expectancy,1.2,3,0.0032171581769436996,0.39999999999999997
funeral,1.2,2,0.0032171581769436996,0.6
Desorption,1.2,2,0.0032171581769436996,0.6
Optic Flow,1.2,2,0.0032171581769436996,0.6
National Narrative,1.2,2,0.0032171581769436996,0.6
layout,1.2,2,0.0032171581769436996,0.6
Public Pensions,1.2,2,0.0032171581769436996,0.6
Media System,1.2,2,0.0032171581769436996,0.6
English as a Second Language,1.2,2,0.0032171581769436996,0.6
Gambling,1.2,2,0.0032171581769436996,0.6
loyalty,1.2,4,0.0032171581769436996,0.3
European Law,1.2,2,0.0032171581769436996,0.6
Virion,1.2,5,0.0032171581769436996,0.24
Mineral Waters,1.19,2,0.0031903485254691686,0.595
Attorneys general,1.19,2,0.0031903485254691686,0.595
organic carbon,1.19,4,0.0031903485254691686,0.2975
ST Elevation Myocardial Infarction,1.19,2,0.0031903485254691686,0.595
regional policy,1.19,3,0.0031903485254691686,0.39666666666666667
Biofeedback (Psychology),1.19,2,0.0031903485254691686,0.595
social planning,1.19,2,0.0031903485254691686,0.595
Contrast Media,1.19,4,0.0031903485254691686,0.2975
Computational methods,1.19,3,0.0031903485254691686,0.39666666666666667
Klebsiella,1.19,2,0.0031903485254691686,0.595
Crohn Disease,1.19,2,0.0031903485254691686,0.595
Composting,1.19,2,0.0031903485254691686,0.595
Philypnodon,1.19,2,0.0031903485254691686,0.595
Musicianship,1.19,2,0.0031903485254691686,0.595
Violent Conflict,1.19,2,0.0031903485254691686,0.595
Lender of Last Resort,1.19,2,0.0031903485254691686,0.595
Doctoral Students,1.19,2,0.0031903485254691686,0.595
air,1.19,6,0.0031903485254691686,0.19833333333333333
Write-offs,1.19,2,0.0031903485254691686,0.595
Forensic Medicine,1.19,2,0.0031903485254691686,0.595
Personal digital assistants,1.19,2,0.0031903485254691686,0.595
Hardness,1.19,3,0.0031903485254691686,0.39666666666666667
Beads,1.19,2,0.0031903485254691686,0.595
career education,1.19,2,0.0031903485254691686,0.595
arsenic acid,1.19,4,0.0031903485254691686,0.2975
X Ray Computed Tomography,1.19,2,0.0031903485254691686,0.595
alignment,1.19,2,0.0031903485254691686,0.595
Isabelle,1.19,2,0.0031903485254691686,0.595
Advanced Practice Nursing,1.19,3,0.0031903485254691686,0.39666666666666667
Animal Welfare,1.19,2,0.0031903485254691686,0.595
Yersinia,1.19,2,0.0031903485254691686,0.595
Poetic Practice,1.19,2,0.0031903485254691686,0.595
hunger,1.19,4,0.0031903485254691686,0.2975
Knee Replacement Arthroplasties,1.19,2,0.0031903485254691686,0.595
Complement Activation,1.19,2,0.0031903485254691686,0.595
Patents,1.19,3,0.0031903485254691686,0.39666666666666667
Amblyopia,1.19,2,0.0031903485254691686,0.595
value-orientation,1.19,2,0.0031903485254691686,0.595
plant population,1.19,2,0.0031903485254691686,0.595
ice retreat,1.19,2,0.0031903485254691686,0.595
Capital Asset Pricing Model,1.19,2,0.0031903485254691686,0.595
flight,1.19,3,0.0031903485254691686,0.39666666666666667
Income Tax Reform,1.19,2,0.0031903485254691686,0.595
regulatory enforcement,1.19,2,0.0031903485254691686,0.595
Maritime Culture,1.19,2,0.0031903485254691686,0.595
Electronic commerce,1.19,2,0.0031903485254691686,0.595
Electronic Trading,1.19,2,0.0031903485254691686,0.595
Predict,1.19,4,0.0031903485254691686,0.2975
Laser beams,1.19,2,0.0031903485254691686,0.595
expenditures,1.19,2,0.0031903485254691686,0.595
Speech analysis,1.19,2,0.0031903485254691686,0.595
microsociology,1.19,2,0.0031903485254691686,0.595
Selenomethionine,1.19,3,0.0031903485254691686,0.39666666666666667
Power Relations,1.19,5,0.0031903485254691686,0.238
Maternal Health Services,1.19,2,0.0031903485254691686,0.595
Media Usage,1.1800000000000002,4,0.0031635388739946384,0.29500000000000004
German Federal Railways,1.1800000000000002,3,0.0031635388739946384,0.39333333333333337
Actins,1.1800000000000002,2,0.0031635388739946384,0.5900000000000001
decision analysis,1.1800000000000002,2,0.0031635388739946384,0.5900000000000001
Fleet,1.1800000000000002,2,0.0031635388739946384,0.5900000000000001
dispute resolution mechanism,1.1800000000000002,2,0.0031635388739946384,0.5900000000000001
Public Sector Accounting,1.1800000000000002,3,0.0031635388739946384,0.39333333333333337
Family Conflict,1.1800000000000002,5,0.0031635388739946384,0.23600000000000004
Performance Measurement System,1.18,2,0.003163538873994638,0.59
Nose,1.18,3,0.003163538873994638,0.3933333333333333
Hydrodynamics,1.18,2,0.003163538873994638,0.59
macroecology,1.18,2,0.003163538873994638,0.59
physicochemical properties,1.18,2,0.003163538873994638,0.59
National Heritage,1.18,2,0.003163538873994638,0.59
school sports,1.18,2,0.003163538873994638,0.59
educational technology,1.18,2,0.003163538873994638,0.59
effective population size,1.18,3,0.003163538873994638,0.3933333333333333
Seasonality,1.18,2,0.003163538873994638,0.59
Inventiveness,1.18,2,0.003163538873994638,0.59
Health Legislation,1.18,2,0.003163538873994638,0.59
Nunavut,1.18,2,0.003163538873994638,0.59
Memoir,1.18,4,0.003163538873994638,0.295
rust disease,1.18,2,0.003163538873994638,0.59
transportation planning,1.18,2,0.003163538873994638,0.59
communication barrier,1.18,2,0.003163538873994638,0.59
evening primrose oil,1.18,2,0.003163538873994638,0.59
Shroud,1.18,2,0.003163538873994638,0.59
Bacterial DNA,1.18,2,0.003163538873994638,0.59
Initial Teacher Education,1.18,2,0.003163538873994638,0.59
Mess,1.18,2,0.003163538873994638,0.59
Anthony Caro,1.18,2,0.003163538873994638,0.59
Decision-making Model,1.18,2,0.003163538873994638,0.59
Predator,1.18,2,0.003163538873994638,0.59
Network Analysis,1.18,2,0.003163538873994638,0.59
Facework,1.18,2,0.003163538873994638,0.59
cyclopropane,1.18,2,0.003163538873994638,0.59
Unpredictability,1.18,2,0.003163538873994638,0.59
South Sudan,1.18,2,0.003163538873994638,0.59
Initiation Rituals,1.18,2,0.003163538873994638,0.59
Music Memory,1.18,2,0.003163538873994638,0.59
Question Answering,1.18,2,0.003163538873994638,0.59
Duty of care,1.18,2,0.003163538873994638,0.59
resorts,1.18,2,0.003163538873994638,0.59
physiotherapist,1.18,2,0.003163538873994638,0.59
Sustainable Management,1.18,2,0.003163538873994638,0.59
Total Factor Productivity,1.18,2,0.003163538873994638,0.59
bargaining,1.18,2,0.003163538873994638,0.59
human resources,1.18,2,0.003163538873994638,0.59
environmental cost,1.18,2,0.003163538873994638,0.59
GDAP protein,1.18,2,0.003163538873994638,0.59
agricultural pollution,1.18,2,0.003163538873994638,0.59
Historical Archaeology,1.18,2,0.003163538873994638,0.59
Arab Spring,1.18,2,0.003163538873994638,0.59
Property Development,1.18,2,0.003163538873994638,0.59
economic reform,1.18,2,0.003163538873994638,0.59
environmental hazard,1.18,2,0.003163538873994638,0.59
Central Europe,1.18,2,0.003163538873994638,0.59
social infrastructure,1.18,3,0.003163538873994638,0.3933333333333333
Professional Ethics,1.18,2,0.003163538873994638,0.59
career guidance,1.18,2,0.003163538873994638,0.59
Asian Emerging Markets,1.18,2,0.003163538873994638,0.59
lending,1.18,2,0.003163538873994638,0.59
Susan Howe,1.18,2,0.003163538873994638,0.59
25-hydroxyvitamin D,1.18,2,0.003163538873994638,0.59
Mastodynia,1.18,2,0.003163538873994638,0.59
molt,1.18,2,0.003163538873994638,0.59
glaciology,1.18,2,0.003163538873994638,0.59
Lutra lutra,1.18,2,0.003163538873994638,0.59
Aquaculture,1.18,2,0.003163538873994638,0.59
Colicins,1.18,2,0.003163538873994638,0.59
Risk-return Trade-off,1.18,2,0.003163538873994638,0.59
Swine Flu,1.18,2,0.003163538873994638,0.59
Multi-task Learning,1.18,2,0.003163538873994638,0.59
Social Values,1.18,3,0.003163538873994638,0.3933333333333333
Dietary Carbohydrates,1.18,3,0.003163538873994638,0.3933333333333333
Loans,1.1700000000000002,3,0.003136729222520108,0.39000000000000007
Crimes against women,1.17,2,0.003136729222520107,0.585
difference in income,1.17,3,0.003136729222520107,0.38999999999999996
skilled worker,1.17,2,0.003136729222520107,0.585
Ajuga,1.17,2,0.003136729222520107,0.585
nutrient enrichment,1.17,2,0.003136729222520107,0.585
energy flux,1.17,2,0.003136729222520107,0.585
Financial Data,1.17,6,0.003136729222520107,0.19499999999999998
stalking,1.17,2,0.003136729222520107,0.585
Personal Income Tax,1.17,3,0.003136729222520107,0.38999999999999996
Tafsir,1.17,2,0.003136729222520107,0.585
Interdisciplinary Placement,1.17,2,0.003136729222520107,0.585
E-finance,1.17,2,0.003136729222520107,0.585
In Situ,1.17,2,0.003136729222520107,0.585
Economic Crisis,1.17,2,0.003136729222520107,0.585
Autism,1.17,2,0.003136729222520107,0.585
Book Art,1.17,2,0.003136729222520107,0.585
lead isotope,1.17,2,0.003136729222520107,0.585
Southeastern Asia,1.17,3,0.003136729222520107,0.38999999999999996
Innovation Adoption,1.17,3,0.003136729222520107,0.38999999999999996
Retinitis Pigmentosa,1.17,2,0.003136729222520107,0.585
Object Biography,1.17,2,0.003136729222520107,0.585
Viral Proteins,1.17,3,0.003136729222520107,0.38999999999999996
Tax Rate,1.17,3,0.003136729222520107,0.38999999999999996
Activism,1.17,2,0.003136729222520107,0.585
Face,1.17,4,0.003136729222520107,0.2925
Equality Constraints,1.17,2,0.003136729222520107,0.585
role conflict,1.17,2,0.003136729222520107,0.585
Panama,1.17,2,0.003136729222520107,0.585
Leicester,1.17,2,0.003136729222520107,0.585
Electrodiagnosis,1.17,2,0.003136729222520107,0.585
Nutritional Sciences,1.17,2,0.003136729222520107,0.585
Cross-cultural Studies,1.17,2,0.003136729222520107,0.585
reform strategy,1.17,2,0.003136729222520107,0.585
Labels,1.17,3,0.003136729222520107,0.38999999999999996
Financial Fragility,1.17,2,0.003136729222520107,0.585
Doxorubicin,1.17,2,0.003136729222520107,0.585
Hormones,1.17,4,0.003136729222520107,0.2925
Marxism,1.17,2,0.003136729222520107,0.585
insecticide resistance,1.17,3,0.003136729222520107,0.38999999999999996
rupintrivir,1.17,2,0.003136729222520107,0.585
Gene Frequency,1.17,3,0.003136729222520107,0.38999999999999996
Radiation protection,1.17,4,0.003136729222520107,0.2925
cytochrome,1.17,5,0.003136729222520107,0.23399999999999999
Graphical user interfaces,1.17,3,0.003136729222520107,0.38999999999999996
Risk-return,1.17,2,0.003136729222520107,0.585
Currency,1.17,2,0.003136729222520107,0.585
documentation,1.17,3,0.003136729222520107,0.38999999999999996
subsistence,1.17,3,0.003136729222520107,0.38999999999999996
Sensitivity Analysis,1.17,2,0.003136729222520107,0.585
Pauline Hanson,1.17,2,0.003136729222520107,0.585
Theory of Mind,1.17,2,0.003136729222520107,0.585
population ecology,1.1600000000000001,3,0.0031099195710455768,0.3866666666666667
ecgonine methyl ester,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
gas exchange,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
Resources,1.1600000000000001,5,0.0031099195710455768,0.23200000000000004
sociality,1.1600000000000001,3,0.0031099195710455768,0.3866666666666667
Local Knowledge,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
Voids,1.1600000000000001,3,0.0031099195710455768,0.3866666666666667
Cityscape,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
Cesarean Section,1.1600000000000001,5,0.0031099195710455768,0.23200000000000004
missionary,1.1600000000000001,3,0.0031099195710455768,0.3866666666666667
Condensation,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
Covariance matrix,1.1600000000000001,4,0.0031099195710455768,0.29000000000000004
basic need,1.1600000000000001,2,0.0031099195710455768,0.5800000000000001
Altered States,1.16,2,0.0031099195710455763,0.58
Alpha Rhythm,1.16,2,0.0031099195710455763,0.58
economic cooperation,1.16,2,0.0031099195710455763,0.58
anti-terrorism,1.16,2,0.0031099195710455763,0.58
child education,1.16,2,0.0031099195710455763,0.58
Reasoning,1.16,2,0.0031099195710455763,0.58
Remuneration,1.16,4,0.0031099195710455763,0.29
Laser,1.16,2,0.0031099195710455763,0.58
Nursing Records,1.16,2,0.0031099195710455763,0.58
Wolfiporia,1.16,2,0.0031099195710455763,0.58
Credit,1.16,3,0.0031099195710455763,0.38666666666666666
Mathematical transformations,1.16,2,0.0031099195710455763,0.58
ado-trastuzumab emtansine,1.16,2,0.0031099195710455763,0.58
Leukocytes,1.16,4,0.0031099195710455763,0.29
Parking,1.16,2,0.0031099195710455763,0.58
tabloidization,1.16,2,0.0031099195710455763,0.58
Imperfections,1.16,2,0.0031099195710455763,0.58
Tunga penetrans,1.16,2,0.0031099195710455763,0.58
Printing,1.16,2,0.0031099195710455763,0.58
Lifetime,1.16,2,0.0031099195710455763,0.58
Marine Environment,1.16,2,0.0031099195710455763,0.58
Trilogy,1.16,2,0.0031099195710455763,0.58
Orhan Pamuk,1.16,2,0.0031099195710455763,0.58
conservation policy,1.16,2,0.0031099195710455763,0.58
Standardized Nursing Terminology,1.16,2,0.0031099195710455763,0.58
amenity,1.16,3,0.0031099195710455763,0.38666666666666666
paratuberculosis,1.16,2,0.0031099195710455763,0.58
Bombs,1.16,2,0.0031099195710455763,0.58
Management Accounting Systems,1.16,2,0.0031099195710455763,0.58
Divisia Index,1.16,2,0.0031099195710455763,0.58
Air quality,1.16,2,0.0031099195710455763,0.58
Ethnic Minorities,1.16,2,0.0031099195710455763,0.58
sales,1.16,3,0.0031099195710455763,0.38666666666666666
Pervasive Computing,1.16,2,0.0031099195710455763,0.58
Simultaneous Localization and Mapping,1.16,2,0.0031099195710455763,0.58
clone,1.16,2,0.0031099195710455763,0.58
Nephrology Nursing,1.16,2,0.0031099195710455763,0.58
Measles virus,1.16,2,0.0031099195710455763,0.58
living environment,1.16,2,0.0031099195710455763,0.58
Adult Children,1.16,2,0.0031099195710455763,0.58
littoral zone,1.16,2,0.0031099195710455763,0.58
Bicycling,1.16,2,0.0031099195710455763,0.58
Consumption Inequality,1.16,2,0.0031099195710455763,0.58
health law,1.16,2,0.0031099195710455763,0.58
Charles Olson,1.16,2,0.0031099195710455763,0.58
Posthumous Publication,1.16,2,0.0031099195710455763,0.58
"Aged, 80 and over",1.16,2,0.0031099195710455763,0.58
Appetite,1.16,2,0.0031099195710455763,0.58
Family Names,1.16,2,0.0031099195710455763,0.58
Child Language,1.16,4,0.0031099195710455763,0.29
Positionality,1.16,2,0.0031099195710455763,0.58
Biological Adaptation,1.16,2,0.0031099195710455763,0.58
Fool,1.16,2,0.0031099195710455763,0.58
Magnetic levitation,1.16,2,0.0031099195710455763,0.58
Macroeconomics,1.16,3,0.0031099195710455763,0.38666666666666666
Hemisphere,1.16,2,0.0031099195710455763,0.58
residential development,1.16,2,0.0031099195710455763,0.58
Language Classes,1.16,2,0.0031099195710455763,0.58
Architectural Theory,1.16,2,0.0031099195710455763,0.58
Apes,1.16,2,0.0031099195710455763,0.58
hypocotyls,1.16,2,0.0031099195710455763,0.58
Labor Market Policy,1.16,2,0.0031099195710455763,0.58
