Name,ID,attributes
Automatic Weather Stations Equipment Installation Services,448-2019-20,"{'ATM ID': '448-2019-20', 'Agency': 'Bureau of Meteorology', 'Category': '72102200 - Electrical services', 'Close Date & Time': '30-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '19-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Automatic Weather Stations Equipment Installation Services', 'Conditions for Participation': 'Refer to RFT documentation', 'Timeframe for Delivery': 'Refer to RFT documentation', 'Address for Lodgement': 'Tenders@bom.gov.au'}"
BRIGHT Nanoprobe PDS,PSC001548,"{'ATM ID': 'PSC001548', 'Agency': 'Australian Nuclear Science and Technology Organisation', 'Category': '41100000 - Laboratory and scientific equipment', 'Close Date & Time': '30-Sep-2021 4:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '11-Aug-2021', 'Location': 'VIC  Melbourne', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Design, Supply, Installation and Commissioning of the Photon Delivery System (PDS) for the Nanoprobe (NANO) Beamline.', 'Conditions for Participation': 'Refer to\xa0PSC001548 - Approach To Market.', 'Timeframe for Delivery': 'June 2023', 'Address for Lodgement': 'AusTender'}"
Insights and Analytics,SPC-7103,"{'ATM ID': 'SPC-7103', 'Agency': 'Australian Taxation Office', 'Category': '81110000 - Computer services', 'Close Date & Time': '8-Oct-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '26-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The ATO’s Data and Analytics capability is seeking a contemporary technology solutions to support ATO‘s operational objective to use data and insights to deliver value for our clients and inform decision making. As key ATO data and analytics infrastructures are approaching their end of life, various platform options are being explored and evaluated, one of which is cloud technology. The Insights and Analytics procurement scope include the following steps:  •&nbsp Ingest and Store •&nbsp Data Processing, and  •&nbsp Data Consumption.', 'Conditions for Participation': 'Please refer to Part 1 - Conditions of Tender\xa0', 'Timeframe for Delivery': 'Please refer to Part 1 - Conditions of Tender', 'Address for Lodgement': 'AusTender at www.tenders.gov.au, in accordance with instructions in Request documentation'}"
ESTL4503PH1 Facilities to Support LAND4503 Armed Reconnaissance Helicopter Replacement – Managing Contractor MCC-1 2021,AZ6316 - MCC DCA,"{'ATM ID': 'AZ6316 - MCC DCA', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '19-Aug-2021', 'Location': 'QLD, NT', 'ATM Type': 'Notice', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'ESTL4503PH1 Facilities to Support LAND4503 Phase 1 Armed Reconnaissance Helicopter Replacement project is to provide the facilities and infrastructure required to support the introduction into service and sustainment of the Boeing Apache Guardian helicopter capability, which will replace the Tiger Armed Reconnaissance Helicopter (ARH) capability. The Managing Contractor services include delivery of design (through 30%, 50%, 90% and final design stages), assistance in siting board and project approvals and PWC, procurement of design subconsultants and trade packages, and management of the following scope and related works. The scope of the project may include: 1st Aviation Regiment, Robertson Barracks, Darwin: adapt and optimise the current infrastructure and facilities to support the requirements of the Apache helicopter which may include the redevelopment of the the apron to meet Apache operational requirements and future-proof for the Chinook; including upgrade and refurbishment of existing facilities, including working accommodation, hangars, apron, headquarters building, and training facilities. upgrade of existing services and in-ground infrastructure; and provide temporary facilities and enabling infrastructure to facilitate continuity of operations during the transition phase from the Tiger ARH to the Apache. Robertson Close Training Area, Darwin: construct a Forward Arming and Refuelling Point. Army Aviation Training Centre, Swartz Barracks, Oakey: upgrade or rebuild the infrastructure and facilities located at the Army Aviation Training Centre to support the new Apache.\xa0', 'Other Instructions': 'The Managing Contractor Contract (MCC-1 2021) is a two stage Contract where the successful applicant is appointed to plan the Works (the Planning Phase). The Planning Phase includes all aspects of design, environmental, heritage, services condition and capacity investigations. Managing Contractor appointment for the Delivery Phase is subject to all relevant Approvals, including Delivery Phase Agreement under the Contract with the Commonwealth. Disclaimer and Confidentiality Agreement The Disclaimer and Confidentiality Agreement is available from the Contact Officer.\xa0 Tenderers are required to complete, duly execute and return the Disclaimer and Confidentiality Agreement by return email to the Contact Officer. A passcode will be provided to access the Tender Documentation within ATM AZ6316 ESTL4503PH1 Facilities to Support LAND4503 Armed Reconnaissance Helicopter Replacement – Managing Contractor (MCC-1 2021). Confidential Information The Tender Documents contain Confidential Information. Further information regarding the Tenderer\'s obligations in respect of Confidential Information is set out in the Disclaimer and Confidentiality Agreement and the Tender Documents. Sensitive or Classified Information The Tender Documents do contain Sensitive or Classified information.\xa0 Further information regarding the Tenderer\'s obligations in respect of Sensitive and Classified Information is set out in the Disclaimer and Confidentiality Agreement and the Tender Documents. Industry Briefing A virtual industry briefing will be conducted on 6 September 2021 at 10am AEST.\xa0\xa0 Further information regarding the industry briefing is provided in the Tender Documents. Building Code 2016 The Building Code 2016 applies. If the Building Code 2016 applies then by lodging a Tender, the Tenderer will become subject to the Building Code 2016. Further information regarding the Building Code 2016 is provided in the Tender Documents (including conditions of participation and minimum form and content requirements). WHS Accreditation Scheme The WHS Accreditation Scheme pursuant to the Building and Construction Industry (Improving Productivity) Act 2016 (Cth) applies.\xa0 Further information regarding the WHS Accreditation Scheme is provided in the Tender Documents. Indigenous Procurement Policy The Australian Government\'s new Indigenous Procurement Policy took effect on 1 July 2015.\xa0 Further information regarding the Indigenous Procurement Policy is provided in the Tender Documents (including, if it applies potential minimum form and content requirements). Joint Bids\xa0 The Commonwealth does offer the Tenderer an opportunity to lodge its Tender on a Joint Bid Basis.\xa0 Further information regarding Joint Bids is provided in the Tender Documents. PWC Act The Works described in the Tender Documents are a ""public work"" and therefore subject to section 18 of the Public Works Committee Act 1969 (Cth). Evaluation Criteria The evaluation criteria are described in the Tender Documents. Minimum Form and Content Requirements\xa0 The minimum form and content requirements are described in the Tender Documents.\xa0\xa0', 'Conditions for Participation': 'The conditions for participation are described in the Tender Documents. The Conditions for Participation are described in Tender Documents.', 'Timeframe for Delivery': 'The Award Date is anticipated to be January 2022. The Services are anticipated to commence in February 2022 with Completion in or before November 2029 Estimated Value (AUD): From$470,000,000.00to$530,000,000.00', 'Address for Lodgement': 'AusTender at www.tenders.gov.au, in accordance with instructions in Request documentation.'}"
Defence Infrastructure Panel 2022 – 2027 for Airfield Pavements,AZ6325,"{'ATM ID': 'AZ6325', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '23-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'Airfield Pavements under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) \xa0 The ATM documentation for this service category is being released as part of Tranche 2.', 'Other Instructions': 'All ATM documentation for Tranche 2\xa0has been loaded onto AusTender. To access: 1. Click “ATM Documents” For ease of completing the tender documents, they have been split up and provided in a Zip file.', 'Conditions for Participation': 'Refer to the ATM documentation.', 'Timeframe for Delivery': 'The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Airfield Pavements to the correct ATM ID electronic tender box', 'Addenda Available': 'View Addenda'}"
Defence Infrastructure Panel 2022 – 2027 for Infrastructure Engineering Assessments,AZ6327,"{'ATM ID': 'AZ6327', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '23-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Proposal', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'Infrastructure Engineering Assessments under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche 2.\xa0', 'Other Instructions': 'All ATM documentation for Tranche 2 has been loaded onto AusTender. To access: 1. Click “ATM Documents” For ease of completing the tender documents, they have been split up and provided in a Zip file.', 'Conditions for Participation': 'Refer to the ATM documentation.', 'Timeframe for Delivery': 'The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Airfield Pavements to the correct ATM ID electronic tender box.', 'Addenda Available': 'View Addenda'}"
Defence Infrastructure Panel 2022 – 2027 for Property Acquisition and Disposal Services,AZ6326,"{'ATM ID': 'AZ6326', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '23-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Proposal', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'Property Acquisition and Disposal Services under a panel arrangement to support the Commonwealth across Australia. \xa0 \xa0 The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. \xa0 The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. \xa0 Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche 2.', 'Other Instructions': 'All ATM documentation for Tranche 2 has been loaded onto AusTender. To access: 1. Click “ATM Documents” For ease of completing the tender documents, they have been split up and provided in a Zip file.', 'Conditions for Participation': 'Refer to the ATM documentation.', 'Timeframe for Delivery': 'The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Airfield Pavements to the correct ATM ID electronic tender box.', 'Addenda Available': 'View Addenda'}"
Special Notice for Next Generation Personal Electronic Countermeasures System for Defence,HUB-21-PECM-001,"{'ATM ID': 'HUB-21-PECM-001', 'Agency': 'Department of Defence - DSRG', 'Category': '92111700 - Military science and research', 'Close Date & Time': '14-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '16-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Notice', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The Department of Defence via the Australian Army and the Defence Innovation Hub (‘Defence’) are seeking innovation proposals that will assist Defence in exploring next-generation Personal Electronic Countermeasures (Personal ECM) systems.The focus of this Challenge Statement is Personal ECM. Defence recognises that due to the highly constrained size, weight and power considerations, within the context of a rapidly evolving threat environment, Personal ECM is on the edge of technical feasibility. Therefore, Defence is seeking innovative solutions for a next-generation Personal ECM system to provide protection to individual Australian Defence Force (ADF) personnel.\xa0 This challenge focuses on leveraging innovative technology to provide a next generation Personal ECM system capable of delivering a high level of protection for individual ADF personnel against an evolving Radio Controlled Improvised Explosive Device (RCIED) threat, within the constraints of size, weight and power considerations (as stated below). The future deployable ADF requires a personal ECM system that is able to inhibit multiple RCIED triggers, is modular and sufficiently agile to meet changes in RCIED triggers, and be configurable to reliably operate in various environments. Next Generation Personal ECM systems must be able to counter emerging and future vulnerabilities and threats, whilst minimising impact on an individual’s mobility. Army seeks to explore improvements in Personal ECM system components (for example processing, amplifiers, antennas and batteries) that can be integrated into a single solution, and are easy to operate. Next Generation Personal ECM systems will need to be interoperable with other radio frequency (RF) and electrical systems, and able to log operational data to support exploitation. Defence encourages Respondents to collaborate broadly and/or form consortiums with industry leaders in ECM system componentry in an effort to achieve the maximum technological potential. Proposals should demonstrate a pathway for how technical upgrades will be achieved to ensure that the Personal ECM system maintains relevance to an evolving threat environment. Defence considers the following design goals to be of particular importance in the design of a Personal ECM system: 1.\xa0 \xa0 ADF individuals need to be protected against the widest possible range of commercial radio-controlled triggered threats, with minimal impact to their tactical mobility. This means consideration be given to the size, weight and power constraints of the proposed system. Defence considers that a total weight of 1-2kg is ideal; however, Defence will consider other options that can demonstrate there will be minimal impact to mobility. 2.\xa0 \xa0 RCIED threats are constantly evolving as adversaries seek to exploit the rapid advance of commercial telecommunications and recreational technologies in order to gain an advantage over the ADF. Solutions that are offered need to consider how the system will be upgraded, in terms of both hardware and software, over the proposed life of type of the system. 3.\xa0 \xa0 ADF individuals will perform a variety of tasks whilst under the protection of Personal ECM. The solutions offered need to consider the ease of use of the system by an operator, including the ability to quickly identify that the system is operational and the ability to rapidly load different RCIED defeat protocols/waveforms. The focus of this Challenge Statement is Personal ECM. Defence recognises that due to the highly constrained size, weight and power considerations, within the context of a rapidly evolving threat environment, Personal ECM is on the edge of technical feasibility. Therefore, Defence is seeking innovative solutions for a next-generation Personal ECM system to provide protection to individual AD personnel. Technologically Mature Products Defence would prefer proposals based on products that are at a reasonable technological maturity, i.e. at TRL 4 (component and/or breadboard laboratory validated) to TRL 6 (system adequacy validated in a simulated environment). Proposals at lower levels of technological maturity are unlikely to be able to be demonstrated within the preferred 18-month timeframe. Defence’s objective of the RFP is to conduct a detailed evaluation of Proposals to select a number of Respondents to enter into an Innovation Contract with Defence to deliver a prototype system\xa0 for the Australian Army within 18 months after contract commencement. Respondents may need to satisfy security requirements to review and hold information classified up to SECRET. This material has limited release to Australia, Canada, New Zealand, United Kingdom and the United States of America. If your prototype will not be ready in this timeframe, you should not respond to this RFP.\xa0 An alternative is to consider submitting an Innovation Proposal through the Defence Innovation Hub portal which is available at the following link: https://www.innovationhub.defence.gov.au/call-for-submissions/.', 'Other Instructions': 'Respondents must submit a response to this RFP using the ‘Special Notice Proposal Submission Form’ available at https://www.innovationhub.defence.gov.au/call-for-submissions/ by 12:00 noon (local time in the Australian Capital Territory) on Thursday 14 October 2021 (Closing Time).\xa0 Please refer to the Special Notice at https://www.innovationhub.defence.gov.au/call-for-submissions/ Defence has prepared a number of resources to help you as you consider submitting a proposal. These resources include how the Defence Innovation Hub operates and evaluates Proposals. The Defence Innovation Hub’s website can be accessed here to view these resources. You might like to speak with a business advisor from the Centre for Defence Industry Capability (CDIC) to understand how they might be able to assist you throughout this procurement. See www.business.gov.au/cdic for further information. Submissions to this RFP can be made by selecting ‘Create New Proposal’ for this Challenge Statement. A submission can be made any time before the Closing Time.', 'Conditions for Participation': '<span"">Respondents must have a valid ABN or NZBN in order to participate in this procurement processes', 'Timeframe for Delivery': 'Defence’s objective of the RFP is to conduct a detailed evaluation of Proposals to select a number of Respondents to enter into an Innovation Contract with Defence to deliver a prototype system\xa0 for the Australian Army within 18 months after contract commencement.', 'Address for Lodgement': 'https://www.innovationhub.defence.gov.au/call-for-submissions/'}"
Future Clothing System,LSD/RFI/20016/1,"{'ATM ID': 'LSD/RFI/20016/1', 'Agency': 'Department of Defence - CASG', 'Category': '53100000 - Clothing', 'Close Date & Time': '20-Oct-2021 4:30 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '25-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Information', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'The sole purpose of this Request for Information (RFI) is to obtain information in connection with the Future Clothing System (FCS).', 'Description': 'This is an open approach to market for a Request For Information (RFI) activity for the design, acquisition and implementation of a Future Clothing System (FCS) for the Australian Defence Force. Respondents are invited to describe their capability, capacity and expertise to deliver the FCS with options for the Commonwealth to consider, including where possible indicative costings. Responses to this RFI will inform a future Request for Tender, tentatively planned for Quarter 1 2022.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.auusing the 'Lodgement Page' link on this tender notification.""}"
EOI to assist with the delivery of More effective control of pest molluscs (snails and slugs) in Australian grain crops,EOI,"{'ATM ID': 'EOI', 'Agency': 'Grains Research and Development Corporation', 'Category': '70140000 - Crop production and management and protection', 'Close Date & Time': '26-Oct-2021 5:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '17-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Expression of Interest', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Background Several exotic snail and slug species of European origin have established in Australian cropping regions and become significant pests of grain crops. Slugs and snails attack seedling crops, resulting in plant damage and yield impacts and losses associated with the costs of resowing and field control. Snails, additionally, climb crop plants in spring and contaminate the grain harvest, creating significant harvest costs (harvester modifications, damage to machinery, post-harvest grain cleaning) and losses (grain value downgrades, receival rejections) for affected growers, and pose serious market access risks for the industry. Mollusc management consists of an integrated, year-round approach comprising cultural, mechanical, and chemical (baiting) methods, including: physical control methods prior to crop sowing (e.g., stubble burning, slashing, rolling, cabling and grazing), chemical control methods prior to crop harvest (e.g., baiting in the field with approved chemicals) and physical control methods at or after harvest (e.g., use of a modified header, grain cleaning).  Research on the impact of snails in the grains industry has occurred since the 1980s, and GRDC has a history of investment in novel approaches to mollusc control, some of which are ongoing. \xa0  Early work focused on biology and ecology (in permanent pastures, in pasture-cereal rotations, and some limited work in continuous cropping rotations), developing engineering solutions, improving baiting efficacy, and the introduction of a parasitoid fly. Some aspects of the integrated control program (stubble bashing, stubble burning, tillage, grazing, header modifications) developed and adopted during the 1990s and 2000s, have become less practical since the adoption of no-till farming. More recent research has led to new information and more refined guidelines to assist growers to maximise the cost-effectiveness of molluscicidal baiting programs. Collective research efforts have led to the development and adoption of improved integrated control programmes and some very promising approaches for further research. However, even when performed exceptionally well, best practice management does not always reduce mollusc pressures significantly. The development of improved management tactics for snails and slugs remains a priority to improve growers’ profitability and ensure Australia’s market access is maintained. Respondents are to consider opportunities to develop new knowledge and diverse approaches that can be implemented effectively for monitoring and managing slugs and snails, including improved physical, cultural, chemical, and biological tools and technologies, to minimise losses and maximise market opportunities. Respondents could consider opportunities to:  Improve knowledge and understanding of mollusc biology and ecology to identify and exploit weaknesses and vulnerabilities in their lifecycles to maximise baiting effectiveness and achieve better management outcomes. Explore potential new formulations/actives/delivery systems, including molecules from novel sources, for their potential as molluscides, attractants or repellents, in conjunction with commercial partners where relevant. Use knowledge of mollusc movement and behaviour to evaluate physical approaches (e.g., trap crops, barriers, aggregation mechanisms and traps) to exclude and/or concentrate molluscs for targeted management. \xa0 Explore the relative palatability of different crops and varieties to herbivory by pest molluscs to identify opportunity crops/rotations/break crops that could be used strategically to reduce the impact of pest molluscs. Quantify the effects of using strategic physical/cultural approaches (incl. burning/cultivation/cabling) in different farming systems and whether sustained, economic benefits can be realised to reduce mollusc pressure. Explore opportunities for tools and technologies to detect, identify, quantify and determine special/temporal distribution of molluscs in paddock and at harvest to inform targeted management actions including removal/segregation of snails. Investigate best bet options for precision detection and engineering solutions for removal/separation that target snails along the supply chain, in conjunction with key industry and/or commercial partners. The focus of this EOI is the development of well-timed, integrated management approaches for slugs and snails that deliver multiple benefits to Australian grain growers and advisers by enabling them to minimise control failures, maximise market opportunities and derive sustained benefits that consider the seasonal threats posed by these pests. For the strategies to be readily adopted and implemented successfully, Respondents could consider opportunities to: Understand the influence of climate variability and farming systems changes on the pest status of molluscs (seasonal and paddock risk). Enable accurate forecasting of mollusc activity to maximise baiting efficacy and increase grower confidence in the proactive implementation of management strategies using understanding of the environmental triggers for mollusc movement and seasonal activity patterns. Provide growers and advisers with an understanding of the percentage control targets for snails and slugs to inform the true impacts and economic benefits of baiting and other field control operations. Provide growers and advisers with an understanding of the economics and feasibility of different physical/cultural practices that are available in the paddock and at harvest to inform decision making. Measure grower practice change to determine levels of adoption and any barriers to best practice management.', 'Conditions for Participation': ""Full details of the EOI, conditions of participation\xa0 and\xa0 evaluation criteria can be found on the GRDC website under 'other opportunities' on the tenders page."", 'Timeframe for Delivery': 'It is anticipated that this will be a 4 year activity', 'Address for Lodgement': 'Enquiries in relation to this EOI must be submitted to the email address of the Document Contact and Enquiries by the Deadline for Submission of Respondent Enquiries to be accepted. Responses must be submitted to the email address of the Document Contact and Enquiries by the Closing Time to be accepted.  Subject to this EOI, Responses lodged after the Closing Time or that do not provide all the information requested may be excluded from further consideration.'}"
JP9102 Australian Defence Satellite Communication System,JSD/NOT/12477/12,"{'ATM ID': 'JSD/NOT/12477/12', 'Agency': 'Department of Defence - CASG', 'Category': '92110000 - Military services and national defence', 'Close Date & Time': '24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '9-Apr-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas', 'ATM Type': 'Notice APP Reference: CASG\\PP\\12477', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'This notice provides updated information regarding the Joint Project (JP) 9102 and invites potential tenderers to register their interest to attend an Industry Briefing which is planned to be held in conjunction with the proposed RFT release.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
Industry Notice – Management Advisory Services for the Australian Government,FIN/007/20Notice1B,"{'ATM ID': 'FIN/007/20Notice1B', 'Agency': 'Department of Finance', 'Category': '84111500 - Accounting services', 'Close Date & Time': '24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '14-Aug-2020', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Notice', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel.\xa0 The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services. The Panel will not include labour hire (contractor) services. Further information is available at https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10 \xa0 Note: Any further notices or requests for tender about the proposed whole-of-Australian Government Management Advisory Services Panel will be published on AusTender under the Management and Business Professionals and Administrative Services Category only.', 'Other Instructions': 'This is a notice only. No responses are required at this time.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
Industry Notice – Management Advisory Services for the Australian Government,FIN/007/20Notice1A,"{'ATM ID': 'FIN/007/20Notice1A', 'Agency': 'Department of Finance', 'Category': '81120000 - Economics', 'Close Date & Time': '24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '14-Aug-2020', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Notice', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel.\xa0 The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services. The Panel will not include labour hire (contractor) services. \xa0 Further information is available at https://www.tenders.gov.au/Atm/Show/6b77571d-30d9-4337-844c-8b9913332b10 \xa0 Note: Any further notices or requests for tender about the proposed whole-of-Australian Government Management Advisory Services Panel will be published on AusTender under the Management and Business Professionals and Administrative Services Category only.', 'Other Instructions': 'This is a notice only. No responses are required at this time.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
JP9102 Australian Defence Satellite Communication System,JSD/NOT/12477/11,"{'ATM ID': 'JSD/NOT/12477/11', 'Agency': 'Department of Defence - CASG', 'Category': '92110000 - Military services and national defence', 'Close Date & Time': '24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '26-Feb-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas', 'ATM Type': 'Notice APP Reference: CASG\\PP\\12477', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Notice to provide updated information regarding the current status of the JP9102 which includes the delay of the proposed RFT release and details for a planned Industry Briefing and release of the RFT Data Pack', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
Industry Notice – Management Advisory Services for the Australian Government,FIN/007/20Notice1,"{'ATM ID': 'FIN/007/20Notice1', 'Agency': 'Department of Finance', 'Category': '80100000 - Management advisory services', 'Close Date & Time': '24-Dec-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '12-Aug-2020', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Notice', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'The Department of Finance is proposing to establish a whole-of-Australian Government Management Advisory Services Panel. The Service Areas covered by the Panel are intended to be separated into three categories, which are Financial, Corporate and Commercial Management Advisory Services.  The Panel will not include labour hire (contractor) services.   It is intended that the procurement process to establish the Panel will be undertaken in three phases.\xa0 Each phase will be an open approach to the market and will be published on AusTender as a Request for Tender (RFT). Further information is provided in the attached document.', 'Other Instructions': 'This is a notice only. No responses are required at this time.\xa0', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
