_id,weight,orig_id,Title,Category,Description,Title_orig,Category_orig,Description_orig,relevancy score(irrelevant:0;nearly the same:5)
62340e6528a0c11b54da37b6,-0.850600547,62340e6828a0c11b54da37b7,National Disability Advocacy Program,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services under Outcome 3: Disability and Carers – Program 3.1.2: Disability and Carer Support for the National Disability Advocacy Program (NDAP) from 1 December 2021 to 11 January 2022. 
 NDAP provides people with disability access to effective disability advocacy to promote, protect and ensure equal enjoyment of all human rights enabling community participation. 
 With the grant, successful applicants will become an NDAP organisation and provide individual advocates to assist people with complex, specialised and often serious issues that can include, however, not be limited to: 
 
 understanding disability rights and responsibilities 
 discrimination, criminal and child protection cases 
 mental health facilities and through mental health review tribunals 
 resolving issues about government benefits, payments, pensions and support services 
 support through tribunals for guardianship, tenancy and consumer affairs 
 access to housing, education and other state or territory based systems 
 support and coordinate systems for people in domestic violence situations 
 resolve complex service provision or complaints issues, particularly those that are difficult for the person to speak to. 
",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",5
623404f528a0c11b54da3430,-0.68317646,62340e6828a0c11b54da37b7,Commonwealth Continuity of Support Programme - Accommodation Management Grant (WA),Aged Care,"The CoS Programme provides specialist disability services to those who are ineligible for the National Disability Insurance Scheme (NDIS) due to their age at the time the NDIS is implemented in a region. 
 The CoS Programme will support approximately 8,500 older people at full implementation. Once the NDIS completes its rollout in a region, there will be no new entrants to the CoS Programme. Once all existing clients transition out, the program will cease. 
 In the context of the Programme, continuity of support means supporting older people to achieve similar outcomes to those they were achieving prior to transitioning to the new arrangements. 
 The objectives of Programme are 
 
 
 deliver high quality care, support and services to clients to assist them to achieve similar outcomes to those they were achieving prior to transitioning to the new arrangements; 
 
 
 support clients to be informed about aged care service options and support their transition into aged care services where appropriate; 
 
 
 support clients through the delivery of accommodation support, community support, community access, respite services, and Individual Support Packages; 
 
 
 support clients through the direct service delivery of planned respite services which allow families and other regular carers to take a break from their usual caring duties and support and maintain the care relationship, while providing a positive experience for the person with disability; 
 
 
 provide services that are socially and culturally appropriate and free from discrimination to all clients, including those with special needs; 
 
 
 facilitate client choice and enhance the independence and wellbeing of clients and ensure services are responsive to their needs; and 
 
 provide flexible, timely services that are responsive to local needs; and take into account the protection and promotion of the human rights of persons with disabilities in all policies and the CoS Programme.  
",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",3
6234096928a0c11b54da35e8,-0.675400803,62340e6828a0c11b54da37b7,Disability Employment Continuity of Support (DECoS),Services for People with Disabilities,"The Australian Government has invited organisations listed in Appendix A of the Grant Opportunity Guidelines to apply for the DECoS program under this grant opportunity. 
 The DECoS program will run from 1 April 2021 to 30 June 2023. 
 From 1 April 2021, the DECoS program will provide funding for supports and services that enable current Disability Employment Assistance (DEA) clients who are confirmed ineligible for the National Disability Insurance Scheme (NDIS) to participate in and retain employment. 
 Clients (supported employees) funded through the DEA program who have been confirmed ineligible for the NDIS (due to their age, residency, citizenship or disability type), will be eligible for the DECoS program. 
  ",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",3
62340c2828a0c11b54da36e9,-0.66620624,62340e6828a0c11b54da37b7,Disability Support for Older Australians Service Coordinator,Services for People with Disabilities,"The purpose of this grant opportunity is to support service providers to coordinate and deliver select contemporary disability services to older Australians with a disability who were previously accessing services under the Continuity of Support (CoS) Programme. The Disability Support for Older Australians (DSOA) Program will deliver improved parity with the National Disability Insurance Scheme and deliver a more client-centred program through: 
 
 funding for disability services being better aligned with market pricing and nationally consistent across states and territories; 
 moving all clients to Individual Support Packages to refocus service delivery on individual client needs; and 
 meeting the Commonwealth commitment to continue supporting DSOA clients with complex needs to live at home or in a supported accommodation and to access increased support as their needs change. 
 
 To view the grant opportunity documentation, please select the red ""GO Documents"" button on the left hand side.",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",2
6234041d28a0c11b54da33dc,-0.660181577,62340e6828a0c11b54da37b7,Boosting the Local Care Workforce Program - Transition Assistance Funding,Services for People with Disabilities,"Organisations are invited to apply via an open process for Transition Assistance Funding to purchase tailored supports including business advice, professional services and software upgrades, which will assist to build the disability sector capacity and service provider readiness in the transition to the National Disability Insurance Scheme.   
 A funding pool of $5,600,000 (GST exclusive) is available for this round. Further rounds may be held in the future.  
 Eligible organisations may apply for Transition Assistance Funding of up to $20,000 (GST exclusive) to purchase tailored supports including business advice, professional services and software upgrades to assist in boosting capacity and capability as service providers.   
 The Transition Assistance Funding aims to assist organisations to:   
 
 attract retain and optimise their workforce 
 improve awareness of the opportunities and ability to enter/expand and collaborate in the disability sector 
 develop skills and capabilities required to effectively operate in a competitive disability market 
 
  Applicants must complete the  Readiness Assessment  before commencing the application form. Applicants will be provided with a unique identifier after completing the Readiness Assessment and will be required to include this in the application form.",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",2
6234053828a0c11b54da344b,-0.6568649,62340e6828a0c11b54da37b7,Boosting the Local Care Workforce Program Transition Assistance Funding Round 2,Services for People with Disabilities,"Organisations are invited to apply via an open process for Transition Assistance Funding to purchase tailored supports including business advice, professional services and software upgrades, which will assist to build the disability sector capacity and service provider readiness in the transition to the National Disability Insurance Scheme. 
 A funding pool of approximately $8,800,000 (GST exclusive) is available for this round.  
 Eligible organisations may apply for Transition Assistance Funding of up to $20,000 (GST exclusive) to purchase tailored supports including business advice, professional services and software upgrades to assist in boosting capacity and capability as service providers. 
  The Transition Assistance Funding aims to assist organisations to: 
 
 attract retain and optimise their workforce 
 
 improve awareness of the opportunities and ability to enter/expand and collaborate in the disability sector 
 
 
 develop skills and capabilities required to effectively operate in a competitive disability market 
 
 
 Applicants must complete the  Readiness Assessment  before commencing the application form. Applicants will be provided with a unique identifier after completing the Readiness Assessment and will be required to include this in the application form.",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",2
6234043b28a0c11b54da33e9,-0.645625463,62340e6828a0c11b54da37b7,Native Title Anthropologist Grant Program 2019-22,Legal Services,"The Australian Government is inviting applications via an open competitive process to apply to deliver services under the Indigenous Legal and Native Title Assistance Program, across Australia from 2019-20 to 2021-22.  
 The key focus of this funding is to increase native title anthropology capacity by assisting mid to senior anthropologists to become ‘exemplary’ anthropologists. This facilitates native title parties having access to qualified and experienced anthropologists, to support the resolution of native title claims and the effective management of native title.",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",3
6234043928a0c11b54da33e8,-0.605199473,62340e6828a0c11b54da37b7,Building Excellence in Support and Training (BEST) Program,Veterans,"The Australian Government is inviting applications through a targeted, non-competitive process to apply to deliver services under the Assistance and Other Compensation for Veterans and Dependants Program – Payments to Ex-Service Organisations (ESOs) sub-program – Building Excellence in Support and Training (BEST) Activity.  
 The BEST program (the program) forms part of the Government’s commitment to support the role of ex-service organisation (ESO) pension and welfare practitioners and advocates, who provide advice and assistance to the veteran and defence communities. It also links closely to the  Advocacy Training and Development Program  (ATDP), which provides the essential skills for claims, advocacy and welfare work. 
 BEST is intended to assist the veteran and defence communities by providing support and resources to ESO practitioners for pensions, advocacy and/or welfare work. It assists ESOs by providing a contribution to the work of these practitioners. It does not fully fund an organisation. 
 The objectives of the program are to assist ESOs to: 
 
 
 improve the quality of claims received by DVA at the primary determining level 
 
 
 reduce the rate of appeals to the Veterans’ Review Board (VRB) and the Administrative Appeals Tribunal (AAT) 
 
 
 promote the provision of welfare services to the veteran and defence community. 
 
",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",3
6234036a28a0c11b54da3392,-0.441956027,62340e6828a0c11b54da37b7,Commonwealth Continuity of Support Programme - Accomodation Management,Housing and Accommodation for People with Disabilities,"Through the 2018-19 Mid-Year Economic and Fiscal Outlook (MYEFO), the Government committed $30.5 million to introduce a non-recurrent (one-off) Accommodation Management Grant under the Commonwealth Continuity of Support (CoS) Programme for eligible service providers with eligible clients, including those providers yet to transition to the CoS Programme. 
 The CoS Programme provides continued support to older people with a disability (people aged 65 and over or Aboriginal and Torres Strait Islander people aged 50-64 years), who were receiving state-managed specialist disability services but are ineligible for the National Disability Insurance Scheme (NDIS) due to their age at the time the NDIS is implemented in a region. 
 The Accommodation Management Grant aligns with the CoS Programme objective to deliver high quality care support and services to clients to assist to achieve similar outcomes to those they were achieving prior to transitioning to the new arrangements. 
 The Accommodation Management Grant is a contribution towards the cost of supporting eligible CoS clients, and clients yet to transition to the CoS Programme, living in residential supported accommodation settings including Large and Small Residential Institutions; Hostels; or Group Homes under the CoS Programme. The contribution can be used towards rent, refurbishment, maintenance and/or project management costs and will be paid in 2018-19 to cover two financial years from 2018-19 to 2019-20.",NDIS Appeals Grant Program Opportunity,Services for People with Disabilities,"The Australian Government is inviting applications via a closed non-competitive process to deliver services for the NDIS Appeals program (the program) from 1 December 2021 to 11 January 2022.  
 The program provides assistance to NDIS Appeals service providers to support clients seeking a review of their NDIS outcomes, and others affected by reviewable decisions of the National Disability Insurance Agency (NDIA). NDIS service providers will also support clients to navigate external merits review processes in the Administrative Appeals Tribunal (AAT). 
 The program supports access to: 
 
 a skilled disability advocate who acts as a support person 
 funding for legal services, where there is a wider community that would substantially benefit from legal representation. 
 
 Activities under the program will ensure access to disability advocacy, or where required legal assistance providers, to support people with disability in Australia with NDIS Appeals(s) advocacy by: 
 
 explaining and educating the review process 
 detailing and coordinating activities involved in appealing to the AAT 
 supporting the development of all relevant documents in preparation for the AAT’s review 
 providing legal and administrative advice skills to empower and enable applicants to better represent themselves 
 attending AAT conferences and hearings to help the applicant present the case to the AAT for review. 
",3
6162aa1fe1b7f5c73e6fe885,-0.892255072,6162aa1fe1b7f5c73e6fe82c,"Grains Pest Advisory Committee (to guide R,D&E, and IRM strategies)",Crop production and management and protection,"Provide advice to GRDC regarding emerging pest issues (via an up-to-date gap analysis) to guide investment in R&D that will improve the cost effectiveness and sustainability of pest management in the Australian grains industry. Consider complex pest management issues and debate competing solutions in the context of contemporary agronomic practices, cost effectiveness and emerging technologies. Formulate and review resistance management strategies when required and assist in the communication these strategies to industry. Provide expert comment on issues referred to the committee by GRDC staff and panels. Identify entomological training needs to enhance capability and build capacity in pest biology and management.",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,5
62340fc128a0c11b54da3837,-0.84971053,6162aa1fe1b7f5c73e6fe82c,Mental Health Training Package for the Legal Assistance Sector,Mental Health,"The Australian Government is inviting organisations via a restricted process to apply to deliver services over 4 years from 2021-22 to 2024-25. The Mental health training package for the legal assistance sector program (the program) is a single grant opportunity. 
 The objective of this program is to improve service delivery by the legal assistance sector to people who are experiencing mental health issues or at risk of suicide. The successful provider will develop and deliver a national online mental health training package accessible to all legal assistance service providers to assist them to identify mental health issues and better support people in distress or at risk of suicide. 
 The program was announced as part of the 2021-22 Budget and contributes to the Government’s Mental Health and Suicide Prevention Plan. This grant program responds to Recommendation 4.2 of the National Suicide Prevention Adviser’s report  Connected and Compassionate: Implementing a national whole of governments approach to suicide prevention . The funding for the grant program is being delivered through the Community Legal Services Program (CLSP).",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,0
6162aa1fe1b7f5c73e6fe75f,-0.80901482,6162aa1fe1b7f5c73e6fe82c,Monthly Tax Update Series Webinar,Education and Training Services,To deliver the ATO’s Monthly Tax Update Series in a webinar format for participants to develop an enhanced understanding of the external perspective of the latest tax technical issues.,Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,2
6234008c28a0c11b54da3272,-0.76032912,6162aa1fe1b7f5c73e6fe82c,"2018 Science and Innovation Awards for Young People in Agriculture, Fisheries and Forestry",Rural Development,"Grant applications are now open for the 2018 Science and Innovation Awards for Young People in Agriculture, Fisheries and Forestry. If you’re 18-35, this is your chance to apply for a grant of up to $22,000 to fund your project on an innovative or emerging scientific issue that will benefit Australia’s primary industries. 
 The Science Awards encourage young scientists, researchers and innovators with original projects that will contribute to the ongoing success and sustainability of Australia’s agricultural, fisheries and forestry industries.  The Science Awards have already helped more than 210 young Australians make their ideas a reality and showcase their talent to the world. 
 There are eleven industry Science Award categories open for applications: cotton; dairy; established, new and emerging rural industries; fisheries and aquaculture; grains; health and biosecurity; meat and livestock; pork; red meat processing; viticulture and oenology and wool. Each category includes a $22,000 grant, and is generously supported by the research and development corporations and industry organisations as our Science Award partners. 
 Winners of the industry category Science Awards are then invited to apply for the Minister for Agriculture and Water Resources’ Award, which provides additional funding for an extended research project.",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,4
6162aa1fe1b7f5c73e6fe466,-0.49695103,6162aa1fe1b7f5c73e6fe82c,Study of national indicators of climate change adaptive capacity,Strategic planning consultation services,The Department requires advice on approaches to monitoring changes over time in Australia’s capacity to adapt to the impacts of climate change.,Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,3
6162aa1fe1b7f5c73e6fe777,-0.496760007,6162aa1fe1b7f5c73e6fe82c,Commercial advisory and procurement support services relating to health services and aged care digital payment services,Management advisory services,"The Department of Health is seeking to engage a professional firm for the provision of commercial advisory and procurement support services to conduct a competitive selection process, for new systems for the delivery of health and aged care claims and payment services.",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,0
6162aa1fe1b7f5c73e6fe131,-0.49143156,6162aa1fe1b7f5c73e6fe82c,Provision of a Council Compliance Information Package for the Roads to Recovery Programme.,Management advisory services,The Department wishes to obtain an informative and concise presentation package for delivery by representatives of the Department and Local Government Association to regional groups of councils setting out the key issues relating to the Roads to Recovery Programme,Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,0
6162aa1fe1b7f5c73e6fe8f4,-0.491374345,6162aa1fe1b7f5c73e6fe82c,ML Project D: Extracting value from crop/soil variability mapping,Crop production and management and protection,"Machine Learning - Project D: Extracting value from crop/soil variability mapping - Machine learning capacity, capability, and use-cases for the grains industry.",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,4
6162aa1fe1b7f5c73e6fe954,-0.489929614,6162aa1fe1b7f5c73e6fe82c,Common Seed Bulk Up 2020-2024,Crop production and management and protection,"The common seed bulk-up project has been developed to enable the success and return on investment for many high-value GRDC research investments. These investments rely on the sourcing of high-quality seed to achieve project outcomes. This common seed bulk-up project will ensure consistent delivery of seed of commercial varieties of wheat, barley, durum, oat, chickpea, lentil, lupin, faba bean and field pea to various research projects across Australia in a timely manner. Production will occur at two reliable sites, producing approximately 28 tonnes of seed for approximately 230 commercial winter crop varieties. This initiative will create considerable savings by co-ordinating the seed bulk-up of GRDC research investments, creating larger economies of scale and reducing duplication of resources.  This procurement will source, through an open market approach, a service provider who has the appropriate technical skills and experience to deliver the project outcomes.",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,5
6162aa1fe1b7f5c73e6fe16f,-0.489627224,6162aa1fe1b7f5c73e6fe82c,Advice on a National Abatement Register,Environmental Services,"The Department of the Environment and Heritage invites Tenders to provide recommendations on policy issues and design conditions for a national abatement register within the Greenhouse Challenge Plus programme.  The recommendations must be based on analysis of the types and uses of abatement credits in greenhouse gas (GHG) schemes, with an emphasis on voluntary schemes. ",Provision and Delivery of an Industry Best Practice Approach to GRDC's GroundCover™ Product Series,Crop production and management and protection,GroundCover™ Newspaper is currently the bi-monthly national flagship Newspaper published in both hard copy and in digital format by the GRDC.  GroundCover™ informs the grains industry of current GRDC research investments and includes reports/stories on industry priorities and emerging issues.  The GRDC is open to exploring alternative modes of delivery and frequency of GroundCover™ newspaper and supplements and will consider different approaches based on a sound understanding of the target audience.  The GRDC is also seeking a best-practice and innovative approach to the ,2
6234062f28a0c11b54da34aa,-0.893360291,6234090128a0c11b54da35be,"MRFF Clinical Trials Activity - RCRDUN Initiative – 2019 Rare Cancers, Rare Diseases and Unmet Need Grant Opportunity",Medical Research,"Applications to this grant opportunity must propose a clinical trial that addresses a gap in current research and/or knowledge in rare cancers, rare diseases and areas of unmet medical need.  
 Applications must address the desired outcomes described in section 1.3 of the grant guidelines. ","MRFF Clinical Trials Activity Initiative – 2020 Rare Cancers, Rare Diseases and Unmet Need General Grant Opportunity",Medical Research,"Applications to this grant opportunity must propose a clinical trial that addresses a gap in current research and/or knowledge in rare cancers, rare diseases and areas of unmet medical need.  
 Applications must address the desired outcomes described in section 1.3 of the grant guidelines. ",5
6234021928a0c11b54da330c,-0.5709324,6234090128a0c11b54da35be,"Medical Research Future Fund Clinical Trials Activity – Rare Cancers, Rare Diseases and Unmet Need Grant Opportunity",Medical Research,"This competitive grant opportunity will provide support for publicly funded clinical trials that address areas of health burden and unmet need, such as rare cancers and rare diseases. Applications to this grant opportunity must propose a clinical trial that addresses an ‘unmet medical need’ by improving the health outcomes for members of the Australian community living with serious health conditions whose diagnosis or treatment is not adequately addressed by existing options. The grant opportunity incorporates a call for applications to the Australian Brain Cancer Mission. ","MRFF Clinical Trials Activity Initiative – 2020 Rare Cancers, Rare Diseases and Unmet Need General Grant Opportunity",Medical Research,"Applications to this grant opportunity must propose a clinical trial that addresses a gap in current research and/or knowledge in rare cancers, rare diseases and areas of unmet medical need.  
 Applications must address the desired outcomes described in section 1.3 of the grant guidelines. ",5
